,date,ethnicity,CVD,population,"European Standard population rate per 100,000"
95,2019-05-13,1.0,5609.0,16933865.0,31.545
96,2019-05-13,2.0,37.0,353770.0,30.78
97,2019-05-13,3.0,315.0,1557825.0,39.705000000000005
98,2019-05-13,4.0,72.0,519666.0,26.380000000000003
99,2019-05-13,5.0,59.0,480575.0,26.285000000000004
100,2019-05-20,1.0,5410.0,16946485.0,30.419999999999998
101,2019-05-20,2.0,38.0,354364.0,26.72
102,2019-05-20,3.0,304.0,1559882.0,39.269999999999996
103,2019-05-20,4.0,96.0,520536.0,33.14
104,2019-05-20,5.0,55.0,481452.0,25.240000000000002
105,2019-05-27,1.0,4600.0,16956113.0,25.904999999999998
106,2019-05-27,2.0,21.0,354867.0,22.104999999999997
107,2019-05-27,3.0,265.0,1561638.0,32.68
108,2019-05-27,4.0,70.0,521159.0,27.84
109,2019-05-27,5.0,58.0,482101.0,27.009999999999998
110,2019-06-03,1.0,5502.0,16968771.0,30.745
111,2019-06-03,2.0,35.0,355502.0,29.105
112,2019-06-03,3.0,294.0,1563626.0,37.64
113,2019-06-03,4.0,77.0,521843.0,28.945000000000004
114,2019-06-03,5.0,62.0,482918.0,26.075
115,2019-06-10,1.0,5530.0,16982460.0,30.835
116,2019-06-10,2.0,34.0,356136.0,27.919999999999995
117,2019-06-10,3.0,354.0,1565508.0,41.925000000000004
118,2019-06-10,4.0,92.0,522621.0,34.45
119,2019-06-10,5.0,59.0,483862.0,27.86
120,2019-06-17,1.0,5467.0,16995122.0,30.66
121,2019-06-17,2.0,33.0,356804.0,20.52
122,2019-06-17,3.0,328.0,1567619.0,40.815000000000005
123,2019-06-17,4.0,79.0,523511.0,24.525000000000002
124,2019-06-17,5.0,60.0,484734.0,25.845
125,2019-06-24,1.0,5529.0,17008331.0,30.845
126,2019-06-24,2.0,32.0,357499.0,29.945
127,2019-06-24,3.0,315.0,1569798.0,39.910000000000004
128,2019-06-24,4.0,90.0,524396.0,31.265
129,2019-06-24,5.0,56.0,485669.0,23.695
130,2019-07-01,1.0,5284.0,17018206.0,29.5
131,2019-07-01,2.0,28.0,358052.0,24.745
132,2019-07-01,3.0,324.0,1571658.0,40.07
133,2019-07-01,4.0,84.0,525217.0,30.814999999999998
134,2019-07-01,5.0,43.0,486401.0,20.12
135,2019-07-08,1.0,5269.0,17033676.0,29.354999999999997
136,2019-07-08,2.0,43.0,358807.0,28.91
137,2019-07-08,3.0,294.0,1574139.0,36.775000000000006
138,2019-07-08,4.0,74.0,526177.0,25.565
139,2019-07-08,5.0,66.0,487489.0,28.9
140,2019-07-15,1.0,5380.0,17046133.0,30.009999999999998
141,2019-07-15,2.0,31.0,359448.0,21.755
142,2019-07-15,3.0,313.0,1576326.0,38.625
143,2019-07-15,4.0,82.0,526980.0,27.939999999999998
144,2019-07-15,5.0,61.0,488509.0,21.185000000000002
145,2019-07-22,1.0,5217.0,17058397.0,28.935000000000002
146,2019-07-22,2.0,27.0,360048.0,21.325
147,2019-07-22,3.0,289.0,1578412.0,35.915000000000006
148,2019-07-22,4.0,93.0,527764.0,35.209999999999994
149,2019-07-22,5.0,47.0,489456.0,23.85
150,2019-07-29,1.0,5205.0,17070233.0,28.935000000000002
151,2019-07-29,2.0,37.0,360641.0,26.130000000000003
152,2019-07-29,3.0,303.0,1580362.0,38.26
153,2019-07-29,4.0,79.0,528557.0,27.95
154,2019-07-29,5.0,47.0,490406.0,19.950000000000003
155,2019-08-05,1.0,5146.0,17083332.0,28.61
156,2019-08-05,2.0,35.0,361306.0,25.025000000000002
157,2019-08-05,3.0,306.0,1582657.0,35.129999999999995
158,2019-08-05,4.0,88.0,529457.0,32.75
159,2019-08-05,5.0,57.0,491379.0,25.93
160,2019-08-12,1.0,5159.0,17096692.0,28.619999999999997
161,2019-08-12,2.0,29.0,361996.0,22.215000000000003
162,2019-08-12,3.0,302.0,1584839.0,35.28999999999999
163,2019-08-12,4.0,88.0,530358.0,30.685000000000006
164,2019-08-12,5.0,61.0,492489.0,29.514999999999997
165,2019-08-19,1.0,5093.0,17109887.0,28.16
166,2019-08-19,2.0,35.0,362639.0,27.175
167,2019-08-19,3.0,313.0,1587019.0,37.995
168,2019-08-19,4.0,77.0,531259.0,26.105000000000004
169,2019-08-19,5.0,46.0,493484.0,21.479999999999997
170,2019-08-26,1.0,4703.0,17120345.0,25.884999999999998
171,2019-08-26,2.0,32.0,363175.0,25.845000000000002
172,2019-08-26,3.0,298.0,1588792.0,38.144999999999996
173,2019-08-26,4.0,70.0,531976.0,20.885
174,2019-08-26,5.0,49.0,494356.0,21.020000000000003
175,2019-09-02,1.0,5202.0,17134360.0,28.529999999999998
176,2019-09-02,2.0,37.0,363918.0,26.910000000000004
177,2019-09-02,3.0,302.0,1591229.0,36.075
178,2019-09-02,4.0,88.0,532886.0,28.775
179,2019-09-02,5.0,69.0,495474.0,29.86
180,2019-09-09,1.0,5414.0,17150166.0,29.76
181,2019-09-09,2.0,42.0,364751.0,28.47
182,2019-09-09,3.0,341.0,1593688.0,41.98499999999999
183,2019-09-09,4.0,76.0,533958.0,22.525
184,2019-09-09,5.0,52.0,496833.0,23.755000000000003
185,2019-09-16,1.0,5409.0,17166317.0,30.025
186,2019-09-16,2.0,39.0,365631.0,27.33
187,2019-09-16,3.0,342.0,1596091.0,39.285000000000004
188,2019-09-16,4.0,73.0,535046.0,21.365000000000006
189,2019-09-16,5.0,60.0,498540.0,26.474999999999998
190,2019-09-23,1.0,5539.0,17183673.0,30.47
191,2019-09-23,2.0,40.0,366591.0,35.14000000000001
192,2019-09-23,3.0,317.0,1599294.0,36.44
193,2019-09-23,4.0,85.0,536422.0,27.22
194,2019-09-23,5.0,66.0,500508.0,28.34
195,2019-09-30,1.0,5570.0,17200587.0,30.765000000000008
196,2019-09-30,2.0,32.0,367562.0,23.76
197,2019-09-30,3.0,331.0,1602630.0,36.99999999999999
198,2019-09-30,4.0,85.0,537748.0,30.715000000000003
199,2019-09-30,5.0,68.0,503312.0,27.745
200,2019-10-07,1.0,5526.0,17217717.0,30.325000000000003
201,2019-10-07,2.0,39.0,368503.0,28.540000000000003
202,2019-10-07,3.0,330.0,1606003.0,39.684999999999995
203,2019-10-07,4.0,78.0,539158.0,26.160000000000004
204,2019-10-07,5.0,75.0,506267.0,29.74
205,2019-10-14,1.0,5746.0,17233215.0,31.430000000000003
206,2019-10-14,2.0,38.0,369411.0,21.089999999999996
207,2019-10-14,3.0,324.0,1609106.0,38.425000000000004
208,2019-10-14,4.0,88.0,540286.0,28.840000000000003
209,2019-10-14,5.0,63.0,508122.0,29.1
210,2019-10-21,1.0,5529.0,17248573.0,30.155
211,2019-10-21,2.0,38.0,370183.0,22.455
212,2019-10-21,3.0,272.0,1611977.0,32.585
213,2019-10-21,4.0,78.0,541443.0,27.005
214,2019-10-21,5.0,57.0,509880.0,23.34
215,2019-10-28,1.0,5418.0,17263865.0,29.715000000000003
216,2019-10-28,2.0,44.0,370948.0,33.45
217,2019-10-28,3.0,288.0,1614726.0,34.36
218,2019-10-28,4.0,99.0,542596.0,35.464999999999996
219,2019-10-28,5.0,74.0,511407.0,31.91
220,2019-11-04,1.0,5781.0,17278515.0,31.66
221,2019-11-04,2.0,42.0,371701.0,35.815
222,2019-11-04,3.0,323.0,1617673.0,38.504999999999995
223,2019-11-04,4.0,93.0,543729.0,31.330000000000002
224,2019-11-04,5.0,47.0,513017.0,22.315
225,2019-11-11,1.0,5602.0,17293549.0,30.595000000000006
226,2019-11-11,2.0,46.0,372508.0,36.574999999999996
227,2019-11-11,3.0,324.0,1620606.0,38.99
228,2019-11-11,4.0,88.0,544880.0,25.095000000000002
229,2019-11-11,5.0,72.0,514697.0,24.32
230,2019-11-18,1.0,5683.0,17307589.0,30.955000000000002
231,2019-11-18,2.0,41.0,373365.0,27.825000000000003
232,2019-11-18,3.0,338.0,1623250.0,37.050000000000004
233,2019-11-18,4.0,82.0,546018.0,26.960000000000004
234,2019-11-18,5.0,63.0,516229.0,28.87
235,2019-11-25,1.0,5633.0,17321296.0,30.665000000000003
236,2019-11-25,2.0,35.0,374055.0,24.545
237,2019-11-25,3.0,316.0,1625788.0,36.795
238,2019-11-25,4.0,70.0,547032.0,23.874999999999996
239,2019-11-25,5.0,57.0,517570.0,23.580000000000002
240,2019-12-02,1.0,5619.0,17335356.0,30.425
241,2019-12-02,2.0,37.0,374714.0,25.96
242,2019-12-02,3.0,292.0,1628334.0,33.455
243,2019-12-02,4.0,83.0,547955.0,29.164999999999996
244,2019-12-02,5.0,71.0,518806.0,29.985
245,2019-12-09,1.0,5525.0,17348149.0,29.885
246,2019-12-09,2.0,41.0,375368.0,32.635000000000005
247,2019-12-09,3.0,316.0,1630731.0,34.730000000000004
248,2019-12-09,4.0,80.0,548792.0,23.580000000000002
249,2019-12-09,5.0,55.0,519907.0,21.794999999999998
250,2019-12-16,1.0,5512.0,17359886.0,29.935000000000006
251,2019-12-16,2.0,52.0,376004.0,42.56
252,2019-12-16,3.0,335.0,1633024.0,38.41499999999999
253,2019-12-16,4.0,79.0,549652.0,28.255
254,2019-12-16,5.0,70.0,520996.0,26.255
255,2019-12-23,1.0,3571.0,17371062.0,19.314999999999998
256,2019-12-23,2.0,19.0,376611.0,9.935
257,2019-12-23,3.0,201.0,1635242.0,23.870000000000005
258,2019-12-23,4.0,40.0,550494.0,10.685
259,2019-12-23,5.0,49.0,521915.0,21.555000000000003
260,2019-12-30,1.0,4497.0,17377060.0,24.340000000000003
261,2019-12-30,2.0,23.0,376921.0,16.255000000000003
262,2019-12-30,3.0,256.0,1636725.0,30.150000000000002
263,2019-12-30,4.0,59.0,550993.0,19.165
264,2019-12-30,5.0,48.0,522416.0,19.595
265,2020-01-06,1.0,5869.0,17387251.0,31.66
266,2020-01-06,2.0,38.0,377461.0,32.4
267,2020-01-06,3.0,370.0,1638519.0,42.425000000000004
268,2020-01-06,4.0,90.0,551800.0,30.254999999999995
269,2020-01-06,5.0,58.0,523188.0,24.47
270,2020-01-13,1.0,5726.0,17402444.0,30.86
271,2020-01-13,2.0,39.0,378294.0,28.16
272,2020-01-13,3.0,354.0,1641132.0,40.155
273,2020-01-13,4.0,93.0,552900.0,32.285000000000004
274,2020-01-13,5.0,60.0,524312.0,23.884999999999998
275,2020-01-20,1.0,5686.0,17417186.0,30.825000000000003
276,2020-01-20,2.0,42.0,379085.0,30.665
277,2020-01-20,3.0,334.0,1643861.0,37.245000000000005
278,2020-01-20,4.0,81.0,554014.0,25.560000000000002
279,2020-01-20,5.0,47.0,525589.0,18.659999999999997
280,2020-01-27,1.0,5880.0,17432129.0,31.875
281,2020-01-27,2.0,42.0,379847.0,30.325
282,2020-01-27,3.0,344.0,1646383.0,38.835
283,2020-01-27,4.0,80.0,555066.0,27.820000000000004
284,2020-01-27,5.0,66.0,526836.0,27.67
285,2020-02-03,1.0,5806.0,17445826.0,31.19
286,2020-02-03,2.0,40.0,380538.0,28.140000000000004
287,2020-02-03,3.0,342.0,1649298.0,39.09
288,2020-02-03,4.0,89.0,556204.0,30.494999999999997
289,2020-02-03,5.0,68.0,528206.0,24.58
290,2020-02-10,1.0,5910.0,17459320.0,31.815000000000005
291,2020-02-10,2.0,50.0,381245.0,37.79
292,2020-02-10,3.0,351.0,1651969.0,39.92999999999999
293,2020-02-10,4.0,91.0,557273.0,32.085
294,2020-02-10,5.0,67.0,529301.0,28.514999999999997
295,2020-02-17,1.0,5575.0,17472164.0,29.93
296,2020-02-17,2.0,30.0,381892.0,19.09
297,2020-02-17,3.0,321.0,1654744.0,38.66
298,2020-02-17,4.0,92.0,558304.0,25.730000000000004
299,2020-02-17,5.0,75.0,530486.0,32.644999999999996
300,2020-02-24,1.0,5925.0,17484757.0,31.885000000000005
301,2020-02-24,2.0,36.0,382516.0,23.645
302,2020-02-24,3.0,320.0,1657249.0,38.165
303,2020-02-24,4.0,96.0,559283.0,31.355000000000004
304,2020-02-24,5.0,80.0,531605.0,29.81
305,2020-03-02,1.0,5951.0,17498242.0,31.725000000000005
306,2020-03-02,2.0,47.0,383183.0,35.49
307,2020-03-02,3.0,329.0,1659612.0,36.56
308,2020-03-02,4.0,83.0,560196.0,24.495
309,2020-03-02,5.0,66.0,532713.0,28.615
310,2020-03-09,1.0,5354.0,17512207.0,28.590000000000003
311,2020-03-09,2.0,32.0,383884.0,25.81
312,2020-03-09,3.0,276.0,1662283.0,31.060000000000002
313,2020-03-09,4.0,76.0,561135.0,20.155
314,2020-03-09,5.0,46.0,533779.0,17.54
315,2020-03-16,1.0,3920.0,17524327.0,21.000000000000004
316,2020-03-16,2.0,21.0,384493.0,15.305
317,2020-03-16,3.0,196.0,1664634.0,22.74
318,2020-03-16,4.0,51.0,561959.0,16.67
319,2020-03-16,5.0,20.0,534707.0,8.99
320,2020-03-23,1.0,2674.0,17534847.0,14.214999999999996
321,2020-03-23,2.0,17.0,384984.0,11.14
322,2020-03-23,3.0,138.0,1666351.0,15.72
323,2020-03-23,4.0,35.0,562529.0,8.8
324,2020-03-23,5.0,25.0,535386.0,10.275
325,2020-03-30,1.0,2428.0,17543404.0,13.035000000000002
326,2020-03-30,2.0,25.0,385338.0,17.275
327,2020-03-30,3.0,111.0,1667742.0,11.905
328,2020-03-30,4.0,39.0,562937.0,11.46
329,2020-03-30,5.0,21.0,535899.0,6.545
330,2020-04-06,1.0,2230.0,17551904.0,11.93
331,2020-04-06,2.0,18.0,385742.0,16.225
332,2020-04-06,3.0,95.0,1668796.0,10.610000000000001
333,2020-04-06,4.0,39.0,563557.0,13.244999999999997
334,2020-04-06,5.0,15.0,536309.0,8.19
335,2020-04-13,1.0,2426.0,17556765.0,12.935
336,2020-04-13,2.0,18.0,386028.0,12.245000000000001
337,2020-04-13,3.0,122.0,1669716.0,13.674999999999999
338,2020-04-13,4.0,45.0,563841.0,13.209999999999999
339,2020-04-13,5.0,20.0,536561.0,7.37
340,2020-04-20,1.0,3005.0,17563762.0,16.009999999999998
341,2020-04-20,2.0,13.0,386338.0,11.475000000000001
342,2020-04-20,3.0,131.0,1670681.0,15.515
343,2020-04-20,4.0,33.0,564133.0,10.455000000000002
344,2020-04-20,5.0,33.0,536917.0,12.165
345,2020-04-27,1.0,3434.0,17571191.0,18.215000000000003
346,2020-04-27,2.0,26.0,386708.0,20.33
347,2020-04-27,3.0,143.0,1671656.0,17.37
348,2020-04-27,4.0,50.0,564531.0,16.875000000000004
349,2020-04-27,5.0,31.0,537318.0,12.575
350,2020-05-04,1.0,3444.0,17578504.0,18.18
351,2020-05-04,2.0,18.0,387103.0,18.235000000000003
352,2020-05-04,3.0,154.0,1672617.0,17.695
353,2020-05-04,4.0,59.0,564890.0,17.65
354,2020-05-04,5.0,28.0,537713.0,14.235000000000001
355,2020-05-11,1.0,3731.0,17584773.0,19.655
356,2020-05-11,2.0,24.0,387499.0,24.165
357,2020-05-11,3.0,183.0,1673521.0,20.145000000000003
358,2020-05-11,4.0,50.0,565276.0,17.565
359,2020-05-11,5.0,41.0,538064.0,15.015
360,2020-05-18,1.0,4066.0,17592618.0,21.345000000000002
361,2020-05-18,2.0,27.0,387977.0,19.28
362,2020-05-18,3.0,189.0,1674586.0,22.490000000000006
363,2020-05-18,4.0,57.0,565732.0,17.595
364,2020-05-18,5.0,47.0,538507.0,17.535
365,2020-05-25,1.0,3754.0,17598455.0,19.810000000000002
366,2020-05-25,2.0,20.0,388308.0,13.98
367,2020-05-25,3.0,189.0,1675421.0,20.765000000000004
368,2020-05-25,4.0,52.0,566071.0,17.65
369,2020-05-25,5.0,33.0,538821.0,13.360000000000001
370,2020-06-01,1.0,4160.0,17606869.0,21.950000000000003
371,2020-06-01,2.0,19.0,388697.0,15.345000000000002
372,2020-06-01,3.0,229.0,1676547.0,26.445
373,2020-06-01,4.0,59.0,566576.0,20.250000000000004
374,2020-06-01,5.0,35.0,539270.0,14.56
375,2020-06-08,1.0,4560.0,17615285.0,23.945
376,2020-06-08,2.0,32.0,389178.0,24.984999999999996
377,2020-06-08,3.0,221.0,1677823.0,25.255
378,2020-06-08,4.0,79.0,567027.0,25.855
379,2020-06-08,5.0,39.0,539739.0,15.94
380,2020-06-15,1.0,4664.0,17624011.0,24.645
381,2020-06-15,2.0,26.0,389638.0,14.730000000000002
382,2020-06-15,3.0,235.0,1679053.0,27.860000000000003
383,2020-06-15,4.0,66.0,567506.0,20.245
384,2020-06-15,5.0,47.0,540184.0,21.21
385,2020-06-22,1.0,4832.0,17632986.0,25.4
386,2020-06-22,2.0,35.0,390114.0,28.090000000000003
387,2020-06-22,3.0,267.0,1680195.0,30.35
388,2020-06-22,4.0,66.0,568016.0,20.73
389,2020-06-22,5.0,42.0,540726.0,17.0
390,2020-06-29,1.0,4853.0,17641886.0,25.365000000000002
391,2020-06-29,2.0,24.0,390566.0,18.71
392,2020-06-29,3.0,228.0,1681374.0,25.020000000000003
393,2020-06-29,4.0,72.0,568516.0,23.565000000000005
394,2020-06-29,5.0,55.0,541251.0,25.19
395,2020-07-06,1.0,4872.0,17651816.0,25.44
396,2020-07-06,2.0,41.0,391100.0,27.695000000000004
397,2020-07-06,3.0,271.0,1682684.0,30.08
398,2020-07-06,4.0,79.0,569098.0,24.005
399,2020-07-06,5.0,49.0,541851.0,18.3
400,2020-07-13,1.0,5081.0,17662095.0,26.615000000000006
401,2020-07-13,2.0,32.0,391615.0,25.185000000000002
402,2020-07-13,3.0,260.0,1684206.0,30.215
403,2020-07-13,4.0,76.0,569683.0,24.855
404,2020-07-13,5.0,51.0,542472.0,18.685
405,2020-07-20,1.0,5132.0,17674029.0,26.669999999999998
406,2020-07-20,2.0,29.0,392181.0,20.975
407,2020-07-20,3.0,286.0,1685633.0,31.749999999999996
408,2020-07-20,4.0,81.0,570263.0,24.474999999999998
409,2020-07-20,5.0,45.0,543089.0,18.53
410,2020-07-27,1.0,4977.0,17684892.0,26.045
411,2020-07-27,2.0,26.0,392716.0,17.82
412,2020-07-27,3.0,266.0,1687113.0,31.25
413,2020-07-27,4.0,75.0,570908.0,21.34
414,2020-07-27,5.0,52.0,543775.0,23.185
415,2020-08-03,1.0,4970.0,17695594.0,25.87
416,2020-08-03,2.0,31.0,393251.0,30.555
417,2020-08-03,3.0,256.0,1688517.0,27.265
418,2020-08-03,4.0,81.0,571516.0,21.335
419,2020-08-03,5.0,44.0,544426.0,19.38
420,2020-08-10,1.0,4974.0,17707068.0,25.935000000000002
421,2020-08-10,2.0,31.0,393849.0,21.33
422,2020-08-10,3.0,265.0,1689977.0,29.595000000000002
423,2020-08-10,4.0,57.0,572255.0,19.644999999999996
424,2020-08-10,5.0,51.0,545190.0,22.395000000000003
425,2020-08-17,1.0,5135.0,17718103.0,26.825000000000003
426,2020-08-17,2.0,37.0,394426.0,22.365
427,2020-08-17,3.0,280.0,1691628.0,32.515
428,2020-08-17,4.0,80.0,572947.0,23.14
429,2020-08-17,5.0,64.0,545942.0,25.850000000000005
430,2020-08-24,1.0,5146.0,17730124.0,26.85
431,2020-08-24,2.0,28.0,395072.0,22.175
432,2020-08-24,3.0,265.0,1693303.0,28.685000000000006
433,2020-08-24,4.0,78.0,573740.0,22.19
434,2020-08-24,5.0,43.0,546667.0,15.165000000000001
435,2020-08-31,1.0,4810.0,17740001.0,25.01
436,2020-08-31,2.0,29.0,395601.0,20.82
437,2020-08-31,3.0,246.0,1694688.0,27.24
438,2020-08-31,4.0,74.0,574334.0,20.965
439,2020-08-31,5.0,51.0,547362.0,22.380000000000003
440,2020-09-07,1.0,5329.0,17754583.0,27.564999999999998
441,2020-09-07,2.0,37.0,396359.0,28.140000000000004
442,2020-09-07,3.0,276.0,1696624.0,30.795
443,2020-09-07,4.0,58.0,575152.0,19.119999999999997
444,2020-09-07,5.0,80.0,548344.0,31.375000000000004
445,2020-09-14,1.0,5329.0,17769889.0,27.650000000000002
446,2020-09-14,2.0,41.0,397178.0,26.635000000000005
447,2020-09-14,3.0,301.0,1698781.0,33.445
448,2020-09-14,4.0,66.0,576084.0,16.63
449,2020-09-14,5.0,63.0,549487.0,24.880000000000003
450,2020-09-21,1.0,5311.0,17785617.0,27.535
451,2020-09-21,2.0,30.0,397973.0,24.965000000000003
452,2020-09-21,3.0,265.0,1701241.0,29.230000000000004
453,2020-09-21,4.0,85.0,577064.0,27.58
454,2020-09-21,5.0,55.0,550824.0,22.485
455,2020-09-28,1.0,5742.0,17802069.0,29.585
456,2020-09-28,2.0,39.0,398865.0,28.31
457,2020-09-28,3.0,302.0,1703790.0,32.79
458,2020-09-28,4.0,80.0,578091.0,25.755000000000003
459,2020-09-28,5.0,53.0,552299.0,21.869999999999997
460,2020-10-05,1.0,5766.0,17820205.0,29.740000000000006
461,2020-10-05,2.0,46.0,399801.0,34.445
462,2020-10-05,3.0,277.0,1706458.0,32.160000000000004
463,2020-10-05,4.0,94.0,579186.0,26.755000000000003
464,2020-10-05,5.0,65.0,553860.0,29.555000000000003
465,2020-10-12,1.0,5564.0,17836541.0,28.685000000000002
466,2020-10-12,2.0,32.0,400652.0,21.005
467,2020-10-12,3.0,293.0,1709021.0,32.87
468,2020-10-12,4.0,84.0,580225.0,25.21
469,2020-10-12,5.0,71.0,555317.0,30.815
470,2020-10-19,1.0,5475.0,17853122.0,28.165
471,2020-10-19,2.0,31.0,401566.0,26.235
472,2020-10-19,3.0,270.0,1711786.0,29.325000000000003
473,2020-10-19,4.0,85.0,581279.0,23.19
474,2020-10-19,5.0,57.0,556905.0,20.965
475,2020-10-26,1.0,5201.0,17868289.0,26.895
476,2020-10-26,2.0,29.0,402468.0,23.275
477,2020-10-26,3.0,268.0,1714326.0,28.585000000000004
478,2020-10-26,4.0,86.0,582392.0,24.935000000000006
479,2020-10-26,5.0,57.0,558461.0,20.55
480,2020-11-02,1.0,5336.0,17882529.0,27.465
481,2020-11-02,2.0,33.0,403241.0,20.084999999999997
482,2020-11-02,3.0,285.0,1716793.0,30.280000000000005
483,2020-11-02,4.0,87.0,583431.0,24.815
484,2020-11-02,5.0,56.0,559798.0,21.724999999999998
485,2020-11-09,1.0,5352.0,17896871.0,27.38
486,2020-11-09,2.0,39.0,404019.0,27.375
487,2020-11-09,3.0,274.0,1719617.0,29.139999999999997
488,2020-11-09,4.0,88.0,584595.0,24.025000000000002
489,2020-11-09,5.0,71.0,561119.0,30.904999999999998
