,date,ethnicity,population,disease,"European Standard population rate per 100,000"
179,2019-09-02,5.0,495474.0,294.0,99.79745090101328
180,2019-09-09,1.0,17150166.0,21917.0,121.66233496231169
181,2019-09-09,2.0,364751.0,230.0,103.84013961256036
182,2019-09-09,3.0,1593688.0,1115.0,108.39347076782904
183,2019-09-09,4.0,533958.0,350.0,92.43497106298445
184,2019-09-09,5.0,496833.0,290.0,98.3909816298381
185,2019-09-16,1.0,17166317.0,22546.0,125.38843554153638
186,2019-09-16,2.0,365631.0,248.0,109.45998108978182
187,2019-09-16,3.0,1596091.0,1198.0,109.51841818839524
188,2019-09-16,4.0,535046.0,412.0,107.14921777686689
189,2019-09-16,5.0,498540.0,290.0,92.65947003510534
190,2019-09-23,1.0,17183673.0,23138.0,128.4613797552468
191,2019-09-23,2.0,366591.0,236.0,122.15202032801504
192,2019-09-23,3.0,1599294.0,1139.0,103.80898262986146
193,2019-09-23,4.0,536422.0,433.0,110.584026150928
194,2019-09-23,5.0,500508.0,298.0,93.1222379231867
195,2019-09-30,1.0,17200587.0,23531.0,130.61168075510955
196,2019-09-30,2.0,367562.0,258.0,123.2742050273267
197,2019-09-30,3.0,1602630.0,1124.0,102.5393367550426
198,2019-09-30,4.0,537748.0,415.0,111.8428018041565
199,2019-09-30,5.0,503312.0,315.0,106.15917108805294
200,2019-10-07,1.0,17217717.0,23691.0,131.13910770598724
201,2019-10-07,2.0,368503.0,229.0,90.08276382394806
202,2019-10-07,3.0,1606003.0,1182.0,110.80321763537755
203,2019-10-07,4.0,539158.0,424.0,114.7159820435032
204,2019-10-07,5.0,506267.0,291.0,99.88031727826733
205,2019-10-14,1.0,17233215.0,24435.0,134.9823461430521
206,2019-10-14,2.0,369411.0,252.0,114.96394247558982
207,2019-10-14,3.0,1609106.0,1192.0,116.38491275953501
208,2019-10-14,4.0,540286.0,424.0,115.10057808758474
209,2019-10-14,5.0,508122.0,296.0,96.06242919397722
210,2019-10-21,1.0,17248573.0,23865.0,131.87820687918816
211,2019-10-21,2.0,370183.0,245.0,103.9931782201214
212,2019-10-21,3.0,1611977.0,1148.0,106.87732247383123
213,2019-10-21,4.0,541443.0,386.0,106.38318098599883
214,2019-10-21,5.0,509880.0,280.0,89.7442887080416
215,2019-10-28,1.0,17263865.0,23703.0,130.9960815063677
216,2019-10-28,2.0,370948.0,240.0,113.0864492778188
217,2019-10-28,3.0,1614726.0,1170.0,111.11229614578855
218,2019-10-28,4.0,542596.0,447.0,126.20670637655809
219,2019-10-28,5.0,511407.0,314.0,103.59482040987096
220,2019-11-04,1.0,17278515.0,25276.0,139.2827624768487
221,2019-11-04,2.0,371701.0,260.0,127.8611293941984
222,2019-11-04,3.0,1617673.0,1265.0,115.76223537915725
223,2019-11-04,4.0,543729.0,435.0,118.6263818577451
224,2019-11-04,5.0,513017.0,307.0,101.36296006674242
225,2019-11-11,1.0,17293549.0,25195.0,138.92270384750927
226,2019-11-11,2.0,372508.0,258.0,103.89537207448404
227,2019-11-11,3.0,1620606.0,1208.0,112.7683379482396
228,2019-11-11,4.0,544880.0,439.0,115.34354186496837
229,2019-11-11,5.0,514697.0,319.0,97.31283090968275
230,2019-11-18,1.0,17307589.0,25872.0,142.58298759715316
231,2019-11-18,2.0,373365.0,290.0,116.97793234161237
232,2019-11-18,3.0,1623250.0,1376.0,118.59234288049913
233,2019-11-18,4.0,546018.0,432.0,117.3187520484634
234,2019-11-18,5.0,516229.0,360.0,116.72514385760147
235,2019-11-25,1.0,17321296.0,26223.0,144.32540634932136
236,2019-11-25,2.0,374055.0,328.0,123.45256876275033
237,2019-11-25,3.0,1625788.0,1393.0,122.43104339773132
238,2019-11-25,4.0,547032.0,477.0,124.31322909913051
239,2019-11-25,5.0,517570.0,327.0,105.11884769574264
240,2019-12-02,1.0,17335356.0,27041.0,148.49465042502433
241,2019-12-02,2.0,374714.0,330.0,124.55392802380712
242,2019-12-02,3.0,1628334.0,1469.0,127.03599408828751
243,2019-12-02,4.0,547955.0,478.0,133.41740242102878
244,2019-12-02,5.0,518806.0,354.0,115.2077919421211
245,2019-12-09,1.0,17348149.0,27455.0,150.85450931507
246,2019-12-09,2.0,375368.0,361.0,133.48935941869715
247,2019-12-09,3.0,1630731.0,1499.0,127.32948483143336
248,2019-12-09,4.0,548792.0,484.0,130.38964633429055
249,2019-12-09,5.0,519907.0,373.0,111.25281350275968
250,2019-12-16,1.0,17359886.0,27578.0,151.27250656892545
251,2019-12-16,2.0,376004.0,352.0,148.4236677923326
252,2019-12-16,3.0,1633024.0,1550.0,135.14177487289294
253,2019-12-16,4.0,549652.0,503.0,137.5599376673484
254,2019-12-16,5.0,520996.0,393.0,128.80417988320906
255,2019-12-23,1.0,17371062.0,18739.0,102.76053871004333
256,2019-12-23,2.0,376611.0,236.0,81.39321559334122
257,2019-12-23,3.0,1635242.0,1122.0,97.21672346983178
258,2019-12-23,4.0,550494.0,341.0,86.62032038347155
259,2019-12-23,5.0,521915.0,236.0,76.84511759525905
260,2019-12-30,1.0,17377060.0,23463.0,128.54880740400182
261,2019-12-30,2.0,376921.0,239.0,100.40306567514033
262,2019-12-30,3.0,1636725.0,1200.0,112.51409838242462
263,2019-12-30,4.0,550993.0,378.0,105.1832183660913
264,2019-12-30,5.0,522416.0,263.0,88.9477927826641
265,2020-01-06,1.0,17387251.0,27767.0,151.39581823025813
266,2020-01-06,2.0,377461.0,282.0,134.39213469139077
267,2020-01-06,3.0,1638519.0,1293.0,122.87369888181361
268,2020-01-06,4.0,551800.0,443.0,123.55925093203156
269,2020-01-06,5.0,523188.0,318.0,103.71454167613422
270,2020-01-13,1.0,17402444.0,25798.0,140.61856479749883
271,2020-01-13,2.0,378294.0,237.0,118.97857391341331
272,2020-01-13,3.0,1641132.0,1264.0,116.43965055034376
273,2020-01-13,4.0,552900.0,427.0,117.6803609744059
274,2020-01-13,5.0,524312.0,297.0,94.04216928073883
275,2020-01-20,1.0,17417186.0,25491.0,138.96335115050252
276,2020-01-20,2.0,379085.0,250.0,111.94328826962908
277,2020-01-20,3.0,1643861.0,1286.0,116.51493080199354
278,2020-01-20,4.0,554014.0,446.0,119.51178666314817
279,2020-01-20,5.0,525589.0,306.0,95.58104636235485
280,2020-01-27,1.0,17432129.0,26152.0,142.56875145986382
281,2020-01-27,2.0,379847.0,275.0,127.7831567695741
282,2020-01-27,3.0,1646383.0,1320.0,115.71706958204412
283,2020-01-27,4.0,555066.0,434.0,121.64263041498951
284,2020-01-27,5.0,526836.0,339.0,115.24544752741727
285,2020-02-03,1.0,17445826.0,25810.0,140.31616949337212
286,2020-02-03,2.0,380538.0,260.0,120.26232101633005
287,2020-02-03,3.0,1649298.0,1358.0,122.3588690076295
288,2020-02-03,4.0,556204.0,442.0,124.40909794050891
289,2020-02-03,5.0,528206.0,306.0,98.70448072913932
290,2020-02-10,1.0,17459320.0,25882.0,140.56755652994937
291,2020-02-10,2.0,381245.0,282.0,132.90598551167116
292,2020-02-10,3.0,1651969.0,1257.0,114.29762980622795
293,2020-02-10,4.0,557273.0,472.0,127.45469931584472
294,2020-02-10,5.0,529301.0,316.0,99.75509943078607
295,2020-02-17,1.0,17472164.0,24691.0,134.1402887641663
296,2020-02-17,2.0,381892.0,242.0,102.36671870839827
297,2020-02-17,3.0,1654744.0,1184.0,106.73434829855745
298,2020-02-17,4.0,558304.0,419.0,108.9586462009921
299,2020-02-17,5.0,530486.0,339.0,113.22527035798198
300,2020-02-24,1.0,17484757.0,25486.0,138.30492026284657
301,2020-02-24,2.0,382516.0,255.0,118.95527409110295
302,2020-02-24,3.0,1657249.0,1201.0,111.06878063417928
303,2020-02-24,4.0,559283.0,452.0,124.76389289125893
304,2020-02-24,5.0,531605.0,322.0,97.62248740478383
305,2020-03-02,1.0,17498242.0,25839.0,139.64698452802585
306,2020-03-02,2.0,383183.0,260.0,137.94566802979145
307,2020-03-02,3.0,1659612.0,1239.0,112.4905064087863
308,2020-03-02,4.0,560196.0,399.0,105.03420782197597
309,2020-03-02,5.0,532713.0,313.0,105.56684807447199
310,2020-03-09,1.0,17512207.0,24710.0,133.61588955582144
311,2020-03-09,2.0,383884.0,266.0,116.09219404535796
312,2020-03-09,3.0,1662283.0,1121.0,98.60134989709523
313,2020-03-09,4.0,561135.0,372.0,98.12253409662479
314,2020-03-09,5.0,533779.0,280.0,83.67810876409942
315,2020-03-16,1.0,17524327.0,19862.0,107.18572600394687
316,2020-03-16,2.0,384493.0,192.0,87.46093128733578
317,2020-03-16,3.0,1664634.0,798.0,71.32565727376151
318,2020-03-16,4.0,561959.0,273.0,74.70940690870691
319,2020-03-16,5.0,534707.0,209.0,65.1781189482465
320,2020-03-23,1.0,17534847.0,14244.0,76.8157724168422
321,2020-03-23,2.0,384984.0,132.0,56.96086508919055
322,2020-03-23,3.0,1666351.0,596.0,54.04019104654665
323,2020-03-23,4.0,562529.0,205.0,56.17862461974746
324,2020-03-23,5.0,535386.0,150.0,45.25304121967429
325,2020-03-30,1.0,17543404.0,12339.0,66.5354483371798
326,2020-03-30,2.0,385338.0,106.0,59.1533774070248
327,2020-03-30,3.0,1667742.0,489.0,44.39978338563244
328,2020-03-30,4.0,562937.0,178.0,51.2366686740504
329,2020-03-30,5.0,535899.0,135.0,38.737160626473205
330,2020-04-06,1.0,17551904.0,10693.0,57.52458904735083
331,2020-04-06,2.0,385742.0,107.0,68.30995915996462
332,2020-04-06,3.0,1668796.0,404.0,36.814076232151535
333,2020-04-06,4.0,563557.0,173.0,50.573103862332026
334,2020-04-06,5.0,536309.0,125.0,42.43026339924073
335,2020-04-13,1.0,17556765.0,10718.0,57.606543750815376
336,2020-04-13,2.0,386028.0,86.0,44.3459792573954
337,2020-04-13,3.0,1669716.0,430.0,39.5327213991919
338,2020-04-13,4.0,563841.0,160.0,40.68164983661441
339,2020-04-13,5.0,536561.0,128.0,37.519168684086196
340,2020-04-20,1.0,17563762.0,12243.0,65.78177199992437
341,2020-04-20,2.0,386338.0,88.0,52.95811575309896
342,2020-04-20,3.0,1670681.0,467.0,43.61130241149939
343,2020-04-20,4.0,564133.0,144.0,42.449018012032994
344,2020-04-20,5.0,536917.0,149.0,45.79865353288426
345,2020-04-27,1.0,17571191.0,12902.0,69.21611907215254
346,2020-04-27,2.0,386708.0,102.0,58.45402979523379
347,2020-04-27,3.0,1671656.0,467.0,44.9068409734857
348,2020-04-27,4.0,564531.0,186.0,49.98752791396522
349,2020-04-27,5.0,537318.0,130.0,43.8921582177108
350,2020-05-04,1.0,17578504.0,12547.0,67.06439238491303
351,2020-05-04,2.0,387103.0,102.0,59.74266287925089
352,2020-05-04,3.0,1672617.0,440.0,41.842005388703726
353,2020-05-04,4.0,564890.0,182.0,49.777973307851475
354,2020-05-04,5.0,537713.0,116.0,39.71193447084452
355,2020-05-11,1.0,17584773.0,14179.0,75.82289026941183
356,2020-05-11,2.0,387499.0,115.0,63.12247903986993
357,2020-05-11,3.0,1673521.0,531.0,51.2054178554695
358,2020-05-11,4.0,565276.0,189.0,56.668430893979064
359,2020-05-11,5.0,538064.0,160.0,51.151612573348814
360,2020-05-18,1.0,17592618.0,14659.0,78.24634971754033
361,2020-05-18,2.0,387977.0,118.0,67.74408502651877
362,2020-05-18,3.0,1674586.0,517.0,51.42547487912728
363,2020-05-18,4.0,565732.0,198.0,55.791251541327696
364,2020-05-18,5.0,538507.0,156.0,52.27419700071746
365,2020-05-25,1.0,17598455.0,13598.0,72.56048254549759
366,2020-05-25,2.0,388308.0,104.0,54.615517180751134
367,2020-05-25,3.0,1675421.0,520.0,50.28192050579266
368,2020-05-25,4.0,566071.0,191.0,53.763634837937474
369,2020-05-25,5.0,538821.0,160.0,52.17393491914251
370,2020-06-01,1.0,17606869.0,15815.0,84.06750157000126
371,2020-06-01,2.0,388697.0,108.0,63.48557279640889
372,2020-06-01,3.0,1676547.0,634.0,60.77445275750446
373,2020-06-01,4.0,566576.0,213.0,61.4834935515439
374,2020-06-01,5.0,539270.0,185.0,65.44884598872343
375,2020-06-08,1.0,17615285.0,16214.0,86.22062094138907
376,2020-06-08,2.0,389178.0,146.0,74.73995379733803
377,2020-06-08,3.0,1677823.0,592.0,56.1022406351759
378,2020-06-08,4.0,567027.0,233.0,67.69865319496168
379,2020-06-08,5.0,539739.0,194.0,64.31127334543321
380,2020-06-15,1.0,17624011.0,16644.0,88.47156933052095
381,2020-06-15,2.0,389638.0,150.0,72.0866679492605
382,2020-06-15,3.0,1679053.0,696.0,66.7377044006552
383,2020-06-15,4.0,567506.0,247.0,68.83764330769841
384,2020-06-15,5.0,540184.0,188.0,65.34549807284849
385,2020-06-22,1.0,17632986.0,17628.0,93.74619826633295
386,2020-06-22,2.0,390114.0,144.0,83.78272753135322
387,2020-06-22,3.0,1680195.0,691.0,68.37099617499159
388,2020-06-22,4.0,568016.0,259.0,72.44124820266113
389,2020-06-22,5.0,540726.0,186.0,67.39105195021577
390,2020-06-29,1.0,17641886.0,17772.0,94.35460126834737
391,2020-06-29,2.0,390566.0,118.0,61.45449329645011
392,2020-06-29,3.0,1681374.0,682.0,63.277120252222446
393,2020-06-29,4.0,568516.0,265.0,73.21919313535743
394,2020-06-29,5.0,541251.0,200.0,74.55637856276978
395,2020-07-06,1.0,17651816.0,17559.0,92.94360708746122
396,2020-07-06,2.0,391100.0,154.0,90.02185994181681
397,2020-07-06,3.0,1682684.0,747.0,70.7578023291602
398,2020-07-06,4.0,569098.0,252.0,69.94479281760361
399,2020-07-06,5.0,541851.0,206.0,66.40880279820851
400,2020-07-13,1.0,17662095.0,18563.0,98.19627637933365
401,2020-07-13,2.0,391615.0,158.0,94.3320943586633
402,2020-07-13,3.0,1684206.0,736.0,70.84074097634002
403,2020-07-13,4.0,569683.0,269.0,74.80693246895153
404,2020-07-13,5.0,542472.0,211.0,66.5006928460899
405,2020-07-20,1.0,17674029.0,18471.0,97.70191878282982
406,2020-07-20,2.0,392181.0,143.0,71.99727379622911
407,2020-07-20,3.0,1685633.0,750.0,74.24622012859139
408,2020-07-20,4.0,570263.0,279.0,76.27620718478924
409,2020-07-20,5.0,543089.0,229.0,79.06923424708529
410,2020-07-27,1.0,17684892.0,18508.0,97.8378213094311
411,2020-07-27,2.0,392716.0,150.0,72.27705201777847
412,2020-07-27,3.0,1687113.0,796.0,77.72572092973999
413,2020-07-27,4.0,570908.0,305.0,82.2753334234552
414,2020-07-27,5.0,543775.0,210.0,71.00310237453003
415,2020-08-03,1.0,17695594.0,18994.0,100.14953030668511
416,2020-08-03,2.0,393251.0,148.0,87.18092804350064
417,2020-08-03,3.0,1688517.0,753.0,71.09006289362013
418,2020-08-03,4.0,571516.0,284.0,74.50632263894288
419,2020-08-03,5.0,544426.0,236.0,79.76264880946246
420,2020-08-10,1.0,17707068.0,19193.0,101.21006427442936
421,2020-08-10,2.0,393849.0,146.0,78.30533305822293
422,2020-08-10,3.0,1689977.0,827.0,77.0087755850421
423,2020-08-10,4.0,572255.0,282.0,79.63823569812597
424,2020-08-10,5.0,545190.0,220.0,79.89401362467991
425,2020-08-17,1.0,17718103.0,19715.0,103.99541321061632
426,2020-08-17,2.0,394426.0,163.0,87.71131549371466
427,2020-08-17,3.0,1691628.0,859.0,80.920214985407
428,2020-08-17,4.0,572947.0,316.0,85.55462698701744
429,2020-08-17,5.0,545942.0,258.0,87.35249349372532
430,2020-08-24,1.0,17730124.0,20134.0,106.04593778576687
431,2020-08-24,2.0,395072.0,157.0,76.98442012070338
432,2020-08-24,3.0,1693303.0,807.0,74.44059957110495
433,2020-08-24,4.0,573740.0,310.0,84.2766965850922
434,2020-08-24,5.0,546667.0,238.0,80.22684787168274
435,2020-08-31,1.0,17740001.0,18974.0,99.97037759536701
436,2020-08-31,2.0,395601.0,148.0,81.6499347367208
437,2020-08-31,3.0,1694688.0,805.0,74.25644731573558
438,2020-08-31,4.0,574334.0,290.0,79.82628407058841
439,2020-08-31,5.0,547362.0,234.0,76.77412141372187
440,2020-09-07,1.0,17754583.0,21536.0,113.26391007943343
441,2020-09-07,2.0,396359.0,214.0,102.78090430538322
442,2020-09-07,3.0,1696624.0,968.0,87.0128881680869
443,2020-09-07,4.0,575152.0,341.0,85.76755517094935
444,2020-09-07,5.0,548344.0,301.0,99.33009389630759
445,2020-09-14,1.0,17769889.0,21857.0,115.15683114883574
446,2020-09-14,2.0,397178.0,228.0,108.5626549303742
447,2020-09-14,3.0,1698781.0,1017.0,89.24711532188572
448,2020-09-14,4.0,576084.0,344.0,85.18255773666989
449,2020-09-14,5.0,549487.0,303.0,92.76597473685935
450,2020-09-21,1.0,17785617.0,22042.0,115.92525953436648
451,2020-09-21,2.0,397973.0,198.0,100.32505800278034
452,2020-09-21,3.0,1701241.0,979.0,86.70721577084053
