,date,imd_group,"European Standard population rate per 100,000",cancer,population
162,2020-01-13,Least deprived,66.4015909090909,3068.0,4175184.0
163,2020-01-13,Middle level,66.48161616161616,9103.0,13885234.0
164,2020-01-13,Most deprived,62.46378787878786,2463.0,5118065.0
165,2020-01-20,Least deprived,68.17333333333337,3163.0,4177982.0
166,2020-01-20,Middle level,66.15641414141415,9091.0,13898863.0
167,2020-01-20,Most deprived,59.201060606060594,2370.0,5124851.0
168,2020-01-27,Least deprived,68.35045454545453,3175.0,4180828.0
169,2020-01-27,Middle level,66.1066919191919,9091.0,13912324.0
170,2020-01-27,Most deprived,63.96500000000001,2534.0,5131371.0
171,2020-02-03,Least deprived,66.50060606060606,3097.0,4183434.0
172,2020-02-03,Middle level,66.2939898989899,9161.0,13925810.0
173,2020-02-03,Most deprived,60.14969696969696,2440.0,5137315.0
174,2020-02-10,Least deprived,67.32136363636363,3135.0,4185966.0
175,2020-02-10,Middle level,66.84916666666668,9225.0,13938508.0
176,2020-02-10,Most deprived,59.54416666666666,2385.0,5143103.0
177,2020-02-17,Least deprived,62.813257575757575,2929.0,4188547.0
178,2020-02-17,Middle level,63.9763888888889,8848.0,13950875.0
179,2020-02-17,Most deprived,61.728560606060604,2468.0,5148774.0
180,2020-02-24,Least deprived,66.19621212121211,3088.0,4191190.0
181,2020-02-24,Middle level,64.97166666666665,8980.0,13962510.0
182,2020-02-24,Most deprived,61.7925,2503.0,5154262.0
183,2020-03-02,Least deprived,68.05015151515154,3187.0,4194913.0
184,2020-03-02,Middle level,67.39573232323232,9336.0,13974561.0
185,2020-03-02,Most deprived,63.136060606060596,2560.0,5159637.0
186,2020-03-09,Least deprived,68.65151515151517,3215.0,4198898.0
187,2020-03-09,Middle level,67.08328282828285,9290.0,13987210.0
188,2020-03-09,Most deprived,60.62931818181819,2449.0,5165308.0
189,2020-03-16,Least deprived,56.85492424242427,2671.0,4201782.0
190,2020-03-16,Middle level,57.673737373737374,7989.0,13998622.0
191,2020-03-16,Most deprived,53.57045454545456,2179.0,5170213.0
192,2020-03-23,Least deprived,43.41159090909092,2002.0,4204627.0
193,2020-03-23,Middle level,43.94530303030303,6083.0,14007939.0
194,2020-03-23,Most deprived,40.47007575757576,1649.0,5174119.0
195,2020-03-30,Least deprived,36.396742424242426,1695.0,4206721.0
196,2020-03-30,Middle level,38.03707070707071,5287.0,14015449.0
197,2020-03-30,Most deprived,34.997424242424245,1444.0,5177214.0
198,2020-04-06,Least deprived,32.75893939393939,1527.0,4208455.0
199,2020-04-06,Middle level,31.575454545454544,4392.0,14021862.0
200,2020-04-06,Most deprived,28.16015151515151,1176.0,5181788.0
201,2020-04-13,Least deprived,32.750378787878795,1513.0,4209573.0
202,2020-04-13,Middle level,31.85820707070707,4427.0,14026180.0
203,2020-04-13,Most deprived,27.69765151515152,1173.0,5183681.0
204,2020-04-20,Least deprived,35.880757575757585,1662.0,4211162.0
205,2020-04-20,Middle level,35.466641414141414,4940.0,14031875.0
206,2020-04-20,Most deprived,32.85212121212121,1386.0,5186246.0
207,2020-04-27,Least deprived,35.0969696969697,1640.0,4212650.0
208,2020-04-27,Middle level,35.79974747474748,4992.0,14038414.0
209,2020-04-27,Most deprived,32.58227272727274,1362.0,5189044.0
210,2020-05-04,Least deprived,34.162045454545456,1580.0,4214158.0
211,2020-05-04,Middle level,34.61363636363637,4835.0,14044391.0
212,2020-05-04,Most deprived,31.985606060606056,1325.0,5191853.0
213,2020-05-11,Least deprived,39.507803030303045,1852.0,4215446.0
214,2020-05-11,Middle level,40.786212121212124,5695.0,14049739.0
215,2020-05-11,Most deprived,37.5015909090909,1569.0,5194266.0
216,2020-05-18,Least deprived,41.15977272727273,1919.0,4217057.0
217,2020-05-18,Middle level,40.685404040404045,5706.0,14056301.0
218,2020-05-18,Most deprived,35.792045454545466,1497.0,5197371.0
219,2020-05-25,Least deprived,36.79946969696971,1730.0,4218227.0
220,2020-05-25,Middle level,38.31297979797979,5369.0,14061292.0
221,2020-05-25,Most deprived,35.17613636363636,1461.0,5199609.0
222,2020-06-01,Least deprived,46.01954545454545,2159.0,4220025.0
223,2020-06-01,Middle level,45.59623737373738,6356.0,14068157.0
224,2020-06-01,Most deprived,41.53969696969696,1700.0,5202843.0
225,2020-06-08,Least deprived,44.58583333333333,2092.0,4221742.0
226,2020-06-08,Middle level,45.636590909090906,6397.0,14075330.0
227,2020-06-08,Most deprived,41.420909090909085,1715.0,5206045.0
228,2020-06-15,Least deprived,47.36606060606061,2218.0,4223581.0
229,2020-06-15,Middle level,46.53972222222222,6524.0,14082606.0
230,2020-06-15,Most deprived,41.48431818181819,1724.0,5209271.0
231,2020-06-22,Least deprived,48.52689393939397,2288.0,4225537.0
232,2020-06-22,Middle level,49.25502525252525,6906.0,14090018.0
233,2020-06-22,Most deprived,46.143484848484874,1905.0,5212606.0
234,2020-06-29,Least deprived,50.89681818181819,2393.0,4227605.0
235,2020-06-29,Middle level,50.48934343434343,7079.0,14097355.0
236,2020-06-29,Most deprived,45.45901515151516,1894.0,5215808.0
237,2020-07-06,Least deprived,50.43999999999999,2382.0,4229714.0
238,2020-07-06,Middle level,49.81454545454545,6970.0,14105676.0
239,2020-07-06,Most deprived,45.89636363636363,1889.0,5219414.0
240,2020-07-13,Least deprived,51.39712121212121,2432.0,4231912.0
241,2020-07-13,Middle level,53.61199494949495,7533.0,14114272.0
242,2020-07-13,Most deprived,47.200606060606056,1954.0,5223321.0
243,2020-07-20,Least deprived,50.468409090909084,2376.0,4234228.0
244,2020-07-20,Middle level,52.45871212121212,7381.0,14123047.0
245,2020-07-20,Most deprived,47.3612878787879,1972.0,5229004.0
246,2020-07-27,Least deprived,52.249848484848485,2471.0,4236493.0
247,2020-07-27,Middle level,52.457373737373736,7371.0,14132070.0
248,2020-07-27,Most deprived,48.3575,1987.0,5233274.0
249,2020-08-03,Least deprived,53.090909090909086,2520.0,4238899.0
250,2020-08-03,Middle level,53.88381313131314,7601.0,14140964.0
251,2020-08-03,Most deprived,50.8273484848485,2085.0,5237217.0
252,2020-08-10,Least deprived,55.05272727272728,2599.0,4241364.0
253,2020-08-10,Middle level,54.08171717171717,7624.0,14150678.0
254,2020-08-10,Most deprived,49.8664393939394,2066.0,5241470.0
255,2020-08-17,Least deprived,54.47568181818181,2592.0,4244032.0
256,2020-08-17,Middle level,56.64616161616161,8006.0,14159945.0
257,2020-08-17,Most deprived,51.2535606060606,2126.0,5245781.0
258,2020-08-24,Least deprived,56.77075757575758,2696.0,4246665.0
259,2020-08-24,Middle level,57.42340909090908,8107.0,14170322.0
260,2020-08-24,Most deprived,53.59704545454549,2216.0,5250373.0
261,2020-08-31,Least deprived,51.57939393939396,2451.0,4249577.0
262,2020-08-31,Middle level,52.3458585858586,7376.0,14178738.0
263,2020-08-31,Most deprived,49.30787878787878,2026.0,5253889.0
264,2020-09-07,Least deprived,59.60636363636364,2844.0,4253456.0
265,2020-09-07,Middle level,59.11565656565656,8378.0,14191159.0
266,2020-09-07,Most deprived,55.46037878787879,2323.0,5258970.0
267,2020-09-14,Least deprived,58.31189393939395,2784.0,4257120.0
268,2020-09-14,Middle level,59.79762626262627,8457.0,14204706.0
269,2020-09-14,Most deprived,57.040757575757596,2363.0,5264398.0
270,2020-09-21,Least deprived,59.313712121212134,2835.0,4260712.0
271,2020-09-21,Middle level,61.09078282828284,8625.0,14219258.0
272,2020-09-21,Most deprived,58.11045454545453,2397.0,5270100.0
273,2020-09-28,Least deprived,60.66787878787881,2900.0,4264417.0
274,2020-09-28,Middle level,61.75555555555556,8763.0,14234750.0
275,2020-09-28,Most deprived,57.98659090909089,2389.0,5275965.0
276,2020-10-05,Least deprived,63.11946969696969,3025.0,4268339.0
277,2020-10-05,Middle level,62.82217171717173,8935.0,14250200.0
278,2020-10-05,Most deprived,58.024621212121225,2420.0,5284419.0
279,2020-10-12,Least deprived,63.550606060606064,3043.0,4272097.0
280,2020-10-12,Middle level,64.41267676767677,9190.0,14265038.0
281,2020-10-12,Most deprived,60.05007575757578,2494.0,5290701.0
282,2020-10-19,Least deprived,64.72204545454548,3111.0,4275865.0
283,2020-10-19,Middle level,63.29058080808081,9032.0,14279814.0
284,2020-10-19,Most deprived,60.87598484848486,2492.0,5298189.0
285,2020-10-26,Least deprived,62.13984848484848,2978.0,4279411.0
286,2020-10-26,Middle level,62.965050505050506,8956.0,14294099.0
287,2020-10-26,Most deprived,58.83681818181818,2443.0,5304063.0
288,2020-11-02,Least deprived,63.68174242424241,3073.0,4282654.0
289,2020-11-02,Middle level,65.51204545454546,9348.0,14307466.0
290,2020-11-02,Most deprived,62.322348484848476,2574.0,5309534.0
291,2020-11-09,Least deprived,65.1932575757576,3132.0,4285984.0
292,2020-11-09,Middle level,65.76401515151514,9401.0,14321031.0
293,2020-11-09,Most deprived,62.554166666666674,2602.0,5315452.0
294,2020-11-16,Least deprived,65.44181818181819,3163.0,4289625.0
295,2020-11-16,Middle level,64.93643939393941,9273.0,14334790.0
296,2020-11-16,Most deprived,61.89053030303031,2571.0,5321382.0
297,2020-11-23,Least deprived,63.734090909090924,3069.0,4293057.0
298,2020-11-23,Middle level,66.56441919191919,9518.0,14348245.0
299,2020-11-23,Most deprived,61.733939393939416,2570.0,5327192.0
300,2020-11-30,Least deprived,66.80446969696973,3214.0,4296236.0
301,2020-11-30,Middle level,67.88325757575758,9726.0,14361225.0
302,2020-11-30,Most deprived,63.62939393939395,2642.0,5332967.0
303,2020-12-07,Least deprived,67.70098484848485,3284.0,4299288.0
304,2020-12-07,Middle level,69.39684343434345,9948.0,14373815.0
305,2020-12-07,Most deprived,66.69749999999999,2772.0,5338673.0
306,2020-12-14,Least deprived,67.8955303030303,3302.0,4302261.0
307,2020-12-14,Middle level,69.78345959595957,10010.0,14387193.0
308,2020-12-14,Most deprived,66.47984848484847,2759.0,5344178.0
309,2020-12-21,Least deprived,50.4503787878788,2444.0,4305319.0
310,2020-12-21,Middle level,51.083964646464665,7322.0,14400017.0
311,2020-12-21,Most deprived,51.058712121212125,2093.0,5349788.0
312,2020-12-28,Least deprived,43.950909090909086,2131.0,4307197.0
313,2020-12-28,Middle level,45.624242424242425,6559.0,14408243.0
314,2020-12-28,Most deprived,45.31772727272726,1885.0,5353649.0
