,date,ethnicity,population,disease,"European Standard population rate per 100,000"
91,2019-05-06,2.0,354759.0,82.0,27.472781406490043
92,2019-05-06,3.0,1559299.0,499.0,51.44879996499492
93,2019-05-06,4.0,520183.0,139.0,40.288889610391884
94,2019-05-06,5.0,481283.0,100.0,37.548434224778376
95,2019-05-13,1.0,17036313.0,6992.0,39.808023334330656
96,2019-05-13,2.0,355358.0,99.0,44.30853476601785
97,2019-05-13,3.0,1561438.0,518.0,52.14689641135729
98,2019-05-13,4.0,521009.0,116.0,31.489658582717066
99,2019-05-13,5.0,482143.0,94.0,35.064306842683706
100,2019-05-20,1.0,17048993.0,6900.0,39.2173264914109
101,2019-05-20,2.0,355955.0,109.0,48.31642346332444
102,2019-05-20,3.0,1563498.0,499.0,50.00113403546395
103,2019-05-20,4.0,521881.0,157.0,45.904708124014974
104,2019-05-20,5.0,483023.0,105.0,37.69438196544786
105,2019-05-27,1.0,17058666.0,6355.0,36.14077665488619
106,2019-05-27,2.0,356457.0,63.0,29.755711588325585
107,2019-05-27,3.0,1565262.0,463.0,49.387978691838
108,2019-05-27,4.0,522507.0,122.0,40.36208113707181
109,2019-05-27,5.0,483670.0,77.0,30.604404965685394
110,2019-06-03,1.0,17071422.0,6657.0,37.67690864929407
111,2019-06-03,2.0,357093.0,78.0,36.88362119468981
112,2019-06-03,3.0,1567263.0,456.0,49.567300065077035
113,2019-06-03,4.0,523194.0,127.0,35.7360045309362
114,2019-06-03,5.0,484478.0,73.0,26.416137231727596
115,2019-06-10,1.0,17085184.0,6643.0,37.60017470991192
116,2019-06-10,2.0,357728.0,70.0,34.18135976850149
117,2019-06-10,3.0,1569152.0,506.0,52.0271502522947
118,2019-06-10,4.0,523977.0,132.0,41.4954856724023
119,2019-06-10,5.0,485422.0,100.0,35.14545939313789
120,2019-06-17,1.0,17097909.0,6904.0,39.11068797574659
121,2019-06-17,2.0,358407.0,98.0,29.912345027585484
122,2019-06-17,3.0,1571271.0,509.0,52.56885794648973
123,2019-06-17,4.0,524868.0,130.0,35.45513277280285
124,2019-06-17,5.0,486295.0,83.0,25.415743670129498
125,2019-06-24,1.0,17111187.0,6707.0,38.006951314729854
126,2019-06-24,2.0,359102.0,91.0,35.41047341121336
127,2019-06-24,3.0,1573456.0,524.0,53.90542362879755
128,2019-06-24,4.0,525764.0,136.0,38.09664231577805
129,2019-06-24,5.0,487224.0,72.0,28.574531739258603
130,2019-07-01,1.0,17121103.0,6488.0,36.676315232359684
131,2019-07-01,2.0,359658.0,80.0,31.88179118457777
132,2019-07-01,3.0,1575332.0,464.0,45.54634199545798
133,2019-07-01,4.0,526592.0,133.0,36.91487430638742
134,2019-07-01,5.0,487970.0,77.0,23.786325990892955
135,2019-07-08,1.0,17136653.0,6459.0,36.36851584709389
136,2019-07-08,2.0,360419.0,76.0,34.03381001710334
137,2019-07-08,3.0,1577818.0,447.0,45.19416484435813
138,2019-07-08,4.0,527557.0,128.0,33.02697723401466
139,2019-07-08,5.0,489062.0,93.0,36.19629516944186
140,2019-07-15,1.0,17149162.0,6473.0,36.48520775067725
141,2019-07-15,2.0,361059.0,89.0,34.533616445692346
142,2019-07-15,3.0,1580011.0,440.0,43.379845414989106
143,2019-07-15,4.0,528370.0,140.0,36.64014861485408
144,2019-07-15,5.0,490090.0,78.0,24.935340955410084
145,2019-07-22,1.0,17161481.0,6433.0,36.274860689795155
146,2019-07-22,2.0,361666.0,82.0,34.54736693618292
147,2019-07-22,3.0,1582111.0,411.0,43.711663658064836
148,2019-07-22,4.0,529159.0,127.0,38.37090105385225
149,2019-07-22,5.0,491045.0,85.0,33.35108824108705
150,2019-07-29,1.0,17173351.0,6364.0,35.77331447490683
151,2019-07-29,2.0,362260.0,70.0,31.146437179281317
152,2019-07-29,3.0,1584064.0,453.0,45.90705508028011
153,2019-07-29,4.0,529959.0,121.0,33.962320597574085
154,2019-07-29,5.0,491996.0,76.0,24.486999763004597
155,2019-08-05,1.0,17186518.0,6219.0,34.90099704556952
156,2019-08-05,2.0,362927.0,72.0,28.679501569186517
157,2019-08-05,3.0,1586368.0,419.0,42.05736614388665
158,2019-08-05,4.0,530855.0,119.0,36.15339981066377
159,2019-08-05,5.0,492979.0,75.0,24.707805312707826
160,2019-08-12,1.0,17199915.0,6182.0,34.726395100744035
161,2019-08-12,2.0,363623.0,55.0,26.375996495878823
162,2019-08-12,3.0,1588557.0,383.0,39.82614011310457
163,2019-08-12,4.0,531762.0,134.0,37.67438733706378
164,2019-08-12,5.0,494092.0,64.0,26.91099457665026
165,2019-08-19,1.0,17213168.0,6211.0,34.81295347620552
166,2019-08-19,2.0,364267.0,80.0,34.854773470451065
167,2019-08-19,3.0,1590751.0,472.0,49.11765440644785
168,2019-08-19,4.0,532665.0,115.0,32.95978412657774
169,2019-08-19,5.0,495093.0,67.0,25.23334053287503
170,2019-08-26,1.0,17223682.0,6113.0,34.20712026768949
171,2019-08-26,2.0,364810.0,81.0,37.63251520601279
172,2019-08-26,3.0,1592531.0,450.0,47.39798969704984
173,2019-08-26,4.0,533391.0,112.0,29.288514935586786
174,2019-08-26,5.0,495965.0,65.0,20.548135308995484
175,2019-09-02,1.0,17237749.0,5991.0,33.43411370520372
176,2019-09-02,2.0,365561.0,81.0,30.712354751906133
177,2019-09-02,3.0,1594971.0,396.0,41.48457897244565
178,2019-09-02,4.0,534308.0,116.0,30.81491822060355
179,2019-09-02,5.0,497089.0,80.0,28.162879485180795
180,2019-09-09,1.0,17253607.0,6773.0,37.85256397292858
181,2019-09-09,2.0,366402.0,94.0,35.33239086925866
182,2019-09-09,3.0,1597433.0,539.0,51.0943386202191
183,2019-09-09,4.0,535386.0,121.0,29.67627360204774
184,2019-09-09,5.0,498451.0,96.0,31.21326589257758
185,2019-09-16,1.0,17269843.0,7382.0,41.304164267435816
186,2019-09-16,2.0,367287.0,113.0,38.1704940984327
187,2019-09-16,3.0,1599846.0,593.0,52.51138709196835
188,2019-09-16,4.0,536472.0,168.0,39.63205183501638
189,2019-09-16,5.0,500157.0,100.0,31.295390917364024
190,2019-09-23,1.0,17287295.0,7822.0,43.68217275208593
191,2019-09-23,2.0,368253.0,109.0,50.43519664492868
192,2019-09-23,3.0,1603058.0,562.0,49.42803320807292
193,2019-09-23,4.0,537861.0,173.0,40.684602329504536
194,2019-09-23,5.0,502126.0,110.0,34.50619597735689
195,2019-09-30,1.0,17304380.0,7921.0,44.30185950522652
196,2019-09-30,2.0,369234.0,121.0,44.58621168423643
197,2019-09-30,3.0,1606425.0,554.0,49.12694420646078
198,2019-09-30,4.0,539193.0,173.0,46.02550241499927
199,2019-09-30,5.0,504947.0,110.0,36.89486017416852
200,2019-10-07,1.0,17321661.0,8090.0,45.063962520256624
201,2019-10-07,2.0,370178.0,108.0,34.53593750737066
202,2019-10-07,3.0,1609820.0,560.0,52.26097673080657
203,2019-10-07,4.0,540621.0,154.0,38.16644820511976
204,2019-10-07,5.0,507904.0,103.0,33.705278058590004
205,2019-10-14,1.0,17337243.0,8527.0,47.292498892079145
206,2019-10-14,2.0,371087.0,111.0,39.361598346841475
207,2019-10-14,3.0,1612928.0,586.0,58.92325284230695
208,2019-10-14,4.0,541747.0,158.0,42.15358452046798
209,2019-10-14,5.0,509760.0,114.0,36.578234546487636
210,2019-10-21,1.0,17352671.0,8115.0,45.13949178025474
211,2019-10-21,2.0,371851.0,123.0,33.853140054779864
212,2019-10-21,3.0,1615818.0,559.0,52.05348390457733
213,2019-10-21,4.0,542909.0,142.0,37.95254936572816
214,2019-10-21,5.0,511529.0,100.0,31.44144322145756
215,2019-10-28,1.0,17368048.0,8419.0,46.69943110864547
216,2019-10-28,2.0,372621.0,120.0,40.611900121507276
217,2019-10-28,3.0,1618584.0,614.0,58.52892948567272
218,2019-10-28,4.0,544066.0,171.0,46.13495519417222
219,2019-10-28,5.0,513062.0,113.0,38.060993337933574
220,2019-11-04,1.0,17382781.0,8751.0,48.46256615208239
221,2019-11-04,2.0,373383.0,130.0,50.90704456737093
222,2019-11-04,3.0,1621547.0,640.0,57.22959433975933
223,2019-11-04,4.0,545195.0,166.0,45.0894875701252
224,2019-11-04,5.0,514673.0,105.0,34.053391320035104
225,2019-11-11,1.0,17397890.0,9123.0,50.61619334641828
226,2019-11-11,2.0,374193.0,149.0,45.65321349001411
227,2019-11-11,3.0,1624480.0,605.0,56.09113283670885
228,2019-11-11,4.0,546356.0,196.0,46.40064812519357
229,2019-11-11,5.0,516359.0,132.0,41.000453157519566
230,2019-11-18,1.0,17411985.0,9441.0,52.35782694526971
231,2019-11-18,2.0,375048.0,162.0,40.82021310810513
232,2019-11-18,3.0,1627139.0,734.0,60.914487365548986
233,2019-11-18,4.0,547498.0,187.0,45.59410707410486
234,2019-11-18,5.0,517905.0,150.0,48.66667599686114
235,2019-11-25,1.0,17425763.0,10126.0,56.0566789851465
236,2019-11-25,2.0,375733.0,181.0,42.342635574831476
237,2019-11-25,3.0,1629687.0,768.0,63.596873449849575
238,2019-11-25,4.0,548515.0,214.0,51.460831751326104
239,2019-11-25,5.0,519252.0,131.0,41.615648482647
240,2019-12-02,1.0,17439876.0,10201.0,56.378098866259045
241,2019-12-02,2.0,376395.0,193.0,52.7694305601923
242,2019-12-02,3.0,1632241.0,798.0,65.26580569357535
243,2019-12-02,4.0,549440.0,220.0,54.95013332003637
244,2019-12-02,5.0,520501.0,159.0,51.490693501716486
245,2019-12-09,1.0,17452746.0,10798.0,59.62875258781879
246,2019-12-09,2.0,377053.0,232.0,56.9628638212022
247,2019-12-09,3.0,1634647.0,828.0,65.77634278923844
248,2019-12-09,4.0,550277.0,217.0,53.56858041247323
249,2019-12-09,5.0,521600.0,161.0,42.91623554899644
250,2019-12-16,1.0,17464561.0,11124.0,61.18418227190871
251,2019-12-16,2.0,377694.0,217.0,68.26512478534234
252,2019-12-16,3.0,1636940.0,888.0,74.94081358780961
253,2019-12-16,4.0,551142.0,232.0,60.28288153840916
254,2019-12-16,5.0,522692.0,168.0,55.30785538191671
255,2019-12-23,1.0,17475799.0,10415.0,57.107584047403456
256,2019-12-23,2.0,378307.0,159.0,44.78747772276135
257,2019-12-23,3.0,1639161.0,750.0,65.2069327147549
258,2019-12-23,4.0,551994.0,182.0,41.51138422838322
259,2019-12-23,5.0,523616.0,135.0,45.842952942393985
260,2019-12-30,1.0,17481827.0,10885.0,59.690904763762305
261,2019-12-30,2.0,378621.0,152.0,50.94684683185634
262,2019-12-30,3.0,1640648.0,737.0,69.38273838573205
263,2019-12-30,4.0,552495.0,175.0,49.146857419504705
264,2019-12-30,5.0,524117.0,122.0,41.96816853986442
265,2020-01-06,1.0,17492080.0,10013.0,54.67011030703199
266,2020-01-06,2.0,379162.0,144.0,54.18153717186745
267,2020-01-06,3.0,1642445.0,645.0,63.69148144929584
268,2020-01-06,4.0,553306.0,172.0,47.16463549107582
269,2020-01-06,5.0,524893.0,128.0,41.042879471226314
270,2020-01-13,1.0,17507359.0,8918.0,48.71508622204207
271,2020-01-13,2.0,379995.0,113.0,43.13083721910567
272,2020-01-13,3.0,1645071.0,632.0,59.76799355265996
273,2020-01-13,4.0,554415.0,164.0,44.69119031577162
274,2020-01-13,5.0,526025.0,108.0,35.70827145764915
275,2020-01-20,1.0,17522185.0,8631.0,47.1075603606079
276,2020-01-20,2.0,380789.0,129.0,47.70865446031258
277,2020-01-20,3.0,1647808.0,624.0,56.277157107378166
278,2020-01-20,4.0,555546.0,177.0,45.9576084602685
279,2020-01-20,5.0,527319.0,109.0,32.49005140451641
280,2020-01-27,1.0,17537239.0,9266.0,50.63445809111219
281,2020-01-27,2.0,381561.0,138.0,52.50714346655883
282,2020-01-27,3.0,1650340.0,680.0,58.319211862671146
283,2020-01-27,4.0,556605.0,144.0,38.52931643381819
284,2020-01-27,5.0,528570.0,143.0,49.92191593420078
285,2020-02-03,1.0,17551015.0,8872.0,48.47060918240575
286,2020-02-03,2.0,382272.0,135.0,46.30108777291084
287,2020-02-03,3.0,1653271.0,653.0,58.57873357166182
288,2020-02-03,4.0,557750.0,178.0,48.302923784942415
289,2020-02-03,5.0,529949.0,131.0,38.47242519660203
290,2020-02-10,1.0,17564585.0,8919.0,48.54079987792111
291,2020-02-10,2.0,382990.0,143.0,54.4787874312257
292,2020-02-10,3.0,1655949.0,613.0,56.73616914574723
293,2020-02-10,4.0,558816.0,172.0,47.13084437488038
294,2020-02-10,5.0,531050.0,120.0,37.80006649393886
295,2020-02-17,1.0,17577503.0,8459.0,45.98155529720323
296,2020-02-17,2.0,383634.0,117.0,36.51055552736594
297,2020-02-17,3.0,1658736.0,575.0,53.942228841474304
298,2020-02-17,4.0,559855.0,168.0,41.7434506833035
299,2020-02-17,5.0,532247.0,128.0,44.799087114326355
300,2020-02-24,1.0,17590177.0,8627.0,46.911733655737216
301,2020-02-24,2.0,384262.0,115.0,37.55018352929024
302,2020-02-24,3.0,1661257.0,591.0,54.52476946190785
303,2020-02-24,4.0,560836.0,160.0,43.615412610203435
304,2020-02-24,5.0,533373.0,128.0,36.89807840416426
305,2020-03-02,1.0,17603730.0,8493.0,45.99229035157715
306,2020-03-02,2.0,384930.0,119.0,53.77111491427552
307,2020-03-02,3.0,1663630.0,584.0,52.76725183012095
308,2020-03-02,4.0,561761.0,143.0,33.42864120178269
309,2020-03-02,5.0,534488.0,124.0,44.42037145265925
310,2020-03-09,1.0,17617813.0,7584.0,41.19983905532301
311,2020-03-09,2.0,385640.0,125.0,39.5714772575421
312,2020-03-09,3.0,1666320.0,478.0,40.916439649229204
313,2020-03-09,4.0,562712.0,131.0,33.864432883156226
314,2020-03-09,5.0,535567.0,91.0,25.803154969888105
315,2020-03-16,1.0,17630037.0,5764.0,31.253311820728403
316,2020-03-16,2.0,386256.0,97.0,29.31634956568295
317,2020-03-16,3.0,1668678.0,368.0,33.07800251172965
318,2020-03-16,4.0,563538.0,104.0,28.754395488912436
319,2020-03-16,5.0,536494.0,69.0,18.89302260181821
320,2020-03-23,1.0,17640627.0,4102.0,22.162822039156914
321,2020-03-23,2.0,386745.0,64.0,21.127739739588954
322,2020-03-23,3.0,1670403.0,274.0,23.917843978683283
323,2020-03-23,4.0,564109.0,76.0,16.837244815896785
324,2020-03-23,5.0,537183.0,48.0,13.864728362756994
325,2020-03-30,1.0,17649233.0,3823.0,20.586242807265716
326,2020-03-30,2.0,387099.0,44.0,22.90469930454833
327,2020-03-30,3.0,1671809.0,227.0,21.366830813348955
328,2020-03-30,4.0,564520.0,77.0,19.86907733792389
329,2020-03-30,5.0,537697.0,50.0,11.905541109441547
330,2020-04-06,1.0,17657793.0,3693.0,19.742311863049128
331,2020-04-06,2.0,387503.0,51.0,29.51912886688763
332,2020-04-06,3.0,1672868.0,178.0,16.599409001945716
333,2020-04-06,4.0,565136.0,65.0,20.76698935256499
334,2020-04-06,5.0,538122.0,44.0,16.05289752572307
335,2020-04-13,1.0,17662705.0,3744.0,19.996339202590715
336,2020-04-13,2.0,387793.0,34.0,17.602231250759225
337,2020-04-13,3.0,1673798.0,190.0,16.927541855508377
338,2020-04-13,4.0,565423.0,82.0,21.388853016595682
339,2020-04-13,5.0,538377.0,34.0,10.958249799446534
340,2020-04-20,1.0,17669763.0,4380.0,23.343435331388154
341,2020-04-20,2.0,388104.0,30.0,18.923538914100256
342,2020-04-20,3.0,1674770.0,197.0,20.92660129059047
343,2020-04-20,4.0,565715.0,59.0,16.86613829729751
344,2020-04-20,5.0,538734.0,48.0,16.91796314993988
345,2020-04-27,1.0,17677234.0,4945.0,26.292874916930234
346,2020-04-27,2.0,388477.0,51.0,25.479026835803854
347,2020-04-27,3.0,1675752.0,220.0,23.680335287425002
348,2020-04-27,4.0,566114.0,75.0,21.38243890320555
349,2020-04-27,5.0,539146.0,52.0,20.586504725726268
350,2020-05-04,1.0,17684627.0,4842.0,25.597131712405847
351,2020-05-04,2.0,388876.0,40.0,23.89512262922829
352,2020-05-04,3.0,1676722.0,209.0,22.081464743137808
353,2020-05-04,4.0,566479.0,73.0,19.488514841008104
354,2020-05-04,5.0,539538.0,42.0,17.393364921576133
355,2020-05-11,1.0,17691003.0,4990.0,26.44314978453266
356,2020-05-11,2.0,389275.0,46.0,32.11727233880936
357,2020-05-11,3.0,1677653.0,236.0,23.94946565725831
358,2020-05-11,4.0,566868.0,82.0,25.007769143918484
359,2020-05-11,5.0,539893.0,62.0,22.060321953676308
360,2020-05-18,1.0,17698944.0,5369.0,28.354599869464572
361,2020-05-18,2.0,389749.0,46.0,24.155893748008406
362,2020-05-18,3.0,1678734.0,245.0,27.47954091116334
363,2020-05-18,4.0,567329.0,76.0,22.9208665695903
364,2020-05-18,5.0,540338.0,51.0,19.325526753492515
365,2020-05-25,1.0,17704879.0,5036.0,26.613890250944166
366,2020-05-25,2.0,390081.0,39.0,22.46862909232318
367,2020-05-25,3.0,1679581.0,235.0,24.393411911988306
368,2020-05-25,4.0,567671.0,75.0,22.467064538829774
369,2020-05-25,5.0,540654.0,49.0,19.873351639595793
370,2020-06-01,1.0,17713372.0,5451.0,28.65889654795093
371,2020-06-01,2.0,390474.0,29.0,20.36488846620243
372,2020-06-01,3.0,1680713.0,306.0,32.11076270225905
373,2020-06-01,4.0,568176.0,86.0,26.107843808734682
374,2020-06-01,5.0,541102.0,62.0,24.143297857604484
375,2020-06-08,1.0,17721867.0,5659.0,29.75190974611535
376,2020-06-08,2.0,390962.0,53.0,27.580762683232955
377,2020-06-08,3.0,1681992.0,281.0,29.58984397103994
378,2020-06-08,4.0,568630.0,102.0,32.40271984809585
379,2020-06-08,5.0,541574.0,65.0,24.537099571754762
380,2020-06-15,1.0,17730674.0,5874.0,30.974317559700875
381,2020-06-15,2.0,391427.0,58.0,24.527496031543947
382,2020-06-15,3.0,1683220.0,312.0,32.54819966568971
383,2020-06-15,4.0,569113.0,99.0,28.98751616953124
384,2020-06-15,5.0,542023.0,63.0,27.219754997528874
385,2020-06-22,1.0,17739705.0,6021.0,31.659031951908094
386,2020-06-22,2.0,391899.0,64.0,39.385110077287386
387,2020-06-22,3.0,1684372.0,305.0,32.98850661444081
388,2020-06-22,4.0,569624.0,99.0,28.76423593414255
389,2020-06-22,5.0,542579.0,55.0,21.953879301558665
390,2020-06-29,1.0,17748656.0,5868.0,30.84292216693502
391,2020-06-29,2.0,392351.0,39.0,20.515560788323043
392,2020-06-29,3.0,1685558.0,276.0,28.127635200216645
393,2020-06-29,4.0,570129.0,97.0,29.381227015195634
394,2020-06-29,5.0,543108.0,65.0,28.612305610481435
395,2020-07-06,1.0,17758638.0,5766.0,30.165984599346938
396,2020-07-06,2.0,392891.0,55.0,33.98775899402368
397,2020-07-06,3.0,1686878.0,302.0,31.729590768326453
398,2020-07-06,4.0,570716.0,103.0,31.039764923239236
399,2020-07-06,5.0,543712.0,67.0,23.624219599235627
400,2020-07-13,1.0,17768992.0,6023.0,31.47645309368174
401,2020-07-13,2.0,393405.0,42.0,21.845654900731258
402,2020-07-13,3.0,1688406.0,309.0,33.197058440695386
403,2020-07-13,4.0,571305.0,102.0,30.120779729840226
404,2020-07-13,5.0,544340.0,56.0,19.552270872532638
405,2020-07-20,1.0,17781019.0,5941.0,31.047115127697943
406,2020-07-20,2.0,393976.0,48.0,24.524091410911236
407,2020-07-20,3.0,1689838.0,286.0,31.624111566610036
408,2020-07-20,4.0,571885.0,110.0,31.11794717603824
409,2020-07-20,5.0,544960.0,69.0,25.78183957483054
410,2020-07-27,1.0,17792007.0,6016.0,31.425773553191533
411,2020-07-27,2.0,394518.0,56.0,23.409088340280828
412,2020-07-27,3.0,1691335.0,321.0,34.9367011706048
413,2020-07-27,4.0,572548.0,108.0,28.054769605471723
414,2020-07-27,5.0,545652.0,61.0,23.425349045321635
415,2020-08-03,1.0,17802804.0,6098.0,31.77051814256453
416,2020-08-03,2.0,395054.0,56.0,25.977376680697276
417,2020-08-03,3.0,1692743.0,312.0,32.164454498308785
418,2020-08-03,4.0,573159.0,104.0,27.888547610555023
419,2020-08-03,5.0,546316.0,71.0,26.800685983183683
420,2020-08-10,1.0,17814353.0,6155.0,32.10068312184361
421,2020-08-10,2.0,395654.0,47.0,22.376732692861456
422,2020-08-10,3.0,1694222.0,326.0,33.806754041565796
423,2020-08-10,4.0,573914.0,102.0,31.615342392591522
424,2020-08-10,5.0,547087.0,67.0,26.376071494262117
425,2020-08-17,1.0,17825465.0,6253.0,32.61955940711616
426,2020-08-17,2.0,396232.0,54.0,28.45847417368292
427,2020-08-17,3.0,1695886.0,356.0,36.63003490422114
428,2020-08-17,4.0,574615.0,104.0,28.134565941002734
429,2020-08-17,5.0,547849.0,75.0,30.018597464839253
430,2020-08-24,1.0,17837586.0,6422.0,33.464287851584885
431,2020-08-24,2.0,396878.0,62.0,26.72011469901295
432,2020-08-24,3.0,1697567.0,304.0,29.886441709544776
433,2020-08-24,4.0,575418.0,130.0,33.865062435445644
434,2020-08-24,5.0,548580.0,76.0,25.5105405621078
435,2020-08-31,1.0,17847544.0,6463.0,33.73938210996114
436,2020-08-31,2.0,397409.0,72.0,36.81020715825527
437,2020-08-31,3.0,1698949.0,352.0,33.41417723767475
438,2020-08-31,4.0,576018.0,111.0,29.682669757830812
439,2020-08-31,5.0,549285.0,72.0,26.89932116649688
440,2020-09-07,1.0,17862309.0,7046.0,36.81656679857643
441,2020-09-07,2.0,398183.0,103.0,39.68609852117743
442,2020-09-07,3.0,1700904.0,452.0,40.42883780744833
443,2020-09-07,4.0,576857.0,135.0,32.68774594003396
444,2020-09-07,5.0,550292.0,109.0,35.600647803008556
445,2020-09-14,1.0,17877749.0,7189.0,37.681288931644545
446,2020-09-14,2.0,399010.0,114.0,38.32717547362117
447,2020-09-14,3.0,1703084.0,502.0,41.50170171758329
448,2020-09-14,4.0,577795.0,129.0,27.84423561073909
449,2020-09-14,5.0,551440.0,104.0,30.82003459670454
450,2020-09-21,1.0,17893635.0,7154.0,37.36223566080116
451,2020-09-21,2.0,399812.0,81.0,34.272969415564184
452,2020-09-21,3.0,1705587.0,418.0,37.809627789515815
453,2020-09-21,4.0,578787.0,136.0,33.6631425897619
454,2020-09-21,5.0,552793.0,73.0,23.64220548715733
