,date,imd_group,"European Standard population rate per 100,000",disease,population
0,2018-12-31,Least deprived,92.43347260041119,3970.0,4026390.0
1,2018-12-31,Middle level,102.71809994473938,13192.0,13258377.0
2,2018-12-31,Most deprived,121.28715956806832,4639.0,4828065.0
3,2019-01-07,Least deprived,112.8669609284286,4865.0,4028793.0
4,2019-01-07,Middle level,122.28907597532583,15763.0,13268548.0
5,2019-01-07,Most deprived,136.71820363720616,5302.0,4832181.0
6,2019-01-14,Least deprived,108.17244364929131,4665.0,4031895.0
7,2019-01-14,Middle level,116.81375035285998,15052.0,13281747.0
8,2019-01-14,Most deprived,130.19765513755382,5075.0,4838107.0
9,2019-01-21,Least deprived,110.05895706628834,4758.0,4034603.0
10,2019-01-21,Middle level,117.13969236278972,15162.0,13294153.0
11,2019-01-21,Most deprived,134.08787560138146,5278.0,4843687.0
12,2019-01-28,Least deprived,107.25804322697199,4626.0,4037214.0
13,2019-01-28,Middle level,117.44075081258573,15159.0,13306217.0
14,2019-01-28,Most deprived,133.8407118512176,5277.0,4849780.0
15,2019-02-04,Least deprived,110.07092723119895,4766.0,4039701.0
16,2019-02-04,Middle level,120.4051195486356,15646.0,13317816.0
17,2019-02-04,Most deprived,134.7904178812867,5337.0,4855215.0
18,2019-02-11,Least deprived,109.87529791033802,4762.0,4042137.0
19,2019-02-11,Middle level,119.09740852165521,15423.0,13329099.0
20,2019-02-11,Most deprived,132.41639840516962,5186.0,4860422.0
21,2019-02-18,Least deprived,102.40603211375877,4450.0,4044623.0
22,2019-02-18,Middle level,112.3233399421078,14603.0,13340538.0
23,2019-02-18,Most deprived,126.45274984327787,4961.0,4865571.0
24,2019-02-25,Least deprived,105.02611634604747,4555.0,4047124.0
25,2019-02-25,Middle level,112.03047497142472,14542.0,13351984.0
26,2019-02-25,Most deprived,127.19647655314786,4954.0,4871058.0
27,2019-03-04,Least deprived,109.02484350762944,4741.0,4049435.0
28,2019-03-04,Middle level,113.05583043221971,14722.0,13362868.0
29,2019-03-04,Most deprived,129.3285302326192,5057.0,4876351.0
30,2019-03-11,Least deprived,106.22003121057503,4641.0,4051941.0
31,2019-03-11,Middle level,114.43411485891546,14965.0,13374395.0
32,2019-03-11,Most deprived,125.97545540699811,4991.0,4882279.0
33,2019-03-18,Least deprived,102.60676656245325,4480.0,4054415.0
34,2019-03-18,Middle level,110.61843607634678,14419.0,13385089.0
35,2019-03-18,Most deprived,121.46231624306643,4816.0,4886963.0
36,2019-03-25,Least deprived,100.56856690012842,4385.0,4056968.0
37,2019-03-25,Middle level,108.36158296686291,14188.0,13396633.0
38,2019-03-25,Most deprived,122.01195634528337,4807.0,4894864.0
39,2019-04-01,Least deprived,107.80982649669808,4746.0,4058825.0
40,2019-04-01,Middle level,113.217511015786,14812.0,13405208.0
41,2019-04-01,Most deprived,129.7120231878276,5047.0,4898925.0
42,2019-04-08,Least deprived,101.3671364765376,4463.0,4061539.0
43,2019-04-08,Middle level,110.88558236000176,14535.0,13417592.0
44,2019-04-08,Most deprived,129.24267125468316,5086.0,4904697.0
45,2019-04-15,Least deprived,89.6282979776878,3942.0,4063880.0
46,2019-04-15,Middle level,97.64959806349962,12775.0,13427888.0
47,2019-04-15,Most deprived,109.27171474975347,4245.0,4909313.0
48,2019-04-22,Least deprived,92.2217636829338,4054.0,4065379.0
49,2019-04-22,Middle level,103.89714844265887,13573.0,13434011.0
50,2019-04-22,Most deprived,116.71207086950429,4517.0,4911924.0
51,2019-04-29,Least deprived,102.86132836768522,4537.0,4068098.0
52,2019-04-29,Middle level,110.71247867954305,14526.0,13445161.0
53,2019-04-29,Most deprived,121.13934511814284,4697.0,4916832.0
54,2019-05-06,Least deprived,92.30877540691009,4066.0,4070067.0
55,2019-05-06,Middle level,99.04686652346561,13031.0,13454019.0
56,2019-05-06,Most deprived,110.47971980545412,4301.0,4920695.0
57,2019-05-13,Least deprived,104.64005336543933,4617.0,4072682.0
58,2019-05-13,Middle level,110.19054024608295,14517.0,13465200.0
59,2019-05-13,Most deprived,120.71637748279167,4700.0,4925653.0
60,2019-05-20,Least deprived,101.5437267550539,4501.0,4075218.0
61,2019-05-20,Middle level,110.97181182674694,14634.0,13476069.0
62,2019-05-20,Most deprived,122.62104030127772,4765.0,4930940.0
63,2019-05-27,Least deprived,85.03394512363874,3750.0,4077220.0
64,2019-05-27,Middle level,94.35746973242014,12429.0,13484653.0
65,2019-05-27,Most deprived,103.54570522626395,3974.0,4934933.0
66,2019-06-03,Least deprived,102.70281960021218,4539.0,4079795.0
67,2019-06-03,Middle level,108.52761404791575,14345.0,13495459.0
68,2019-06-03,Most deprived,118.82343418935724,4605.0,4940146.0
69,2019-06-10,Least deprived,103.36391522177978,4576.0,4082484.0
70,2019-06-10,Middle level,109.27662245573673,14426.0,13506566.0
71,2019-06-10,Most deprived,116.79319770377123,4578.0,4946154.0
72,2019-06-17,Least deprived,98.51006229220445,4371.0,4085000.0
73,2019-06-17,Middle level,107.26248723757628,14166.0,13517360.0
74,2019-06-17,Most deprived,118.61881437637375,4666.0,4951837.0
75,2019-06-24,Least deprived,101.13706868815855,4488.0,4087623.0
76,2019-06-24,Middle level,111.03940764083347,14656.0,13528719.0
77,2019-06-24,Most deprived,118.19658115326925,4659.0,4957810.0
78,2019-07-01,Least deprived,99.12599990320598,4431.0,4089674.0
79,2019-07-01,Middle level,105.73235039683419,14062.0,13537543.0
80,2019-07-01,Most deprived,119.22363462330539,4653.0,4962319.0
81,2019-07-08,Least deprived,100.27741973846945,4475.0,4092795.0
82,2019-07-08,Middle level,106.64900116454218,14182.0,13550969.0
83,2019-07-08,Most deprived,111.11027336054445,4351.0,4968457.0
84,2019-07-15,Least deprived,99.04684929870629,4444.0,4095508.0
85,2019-07-15,Middle level,107.21776327560092,14223.0,13561859.0
86,2019-07-15,Most deprived,113.4338839145493,4429.0,4973456.0
87,2019-07-22,Least deprived,100.5624395602663,4483.0,4098077.0
88,2019-07-22,Middle level,105.03642482059631,13952.0,13572661.0
89,2019-07-22,Most deprived,111.74317781387207,4392.0,4978496.0
90,2019-07-29,Least deprived,97.48086894991091,4376.0,4100568.0
91,2019-07-29,Middle level,106.05169957687956,14078.0,13583099.0
92,2019-07-29,Most deprived,114.36366899588269,4478.0,4983184.0
93,2019-08-05,Least deprived,96.89324628541681,4351.0,4103565.0
94,2019-08-05,Middle level,105.02056520961624,13967.0,13594901.0
95,2019-08-05,Most deprived,111.45456483819102,4449.0,4988207.0
96,2019-08-12,Least deprived,98.55221672960788,4439.0,4106515.0
97,2019-08-12,Middle level,103.36875006578789,13801.0,13606969.0
98,2019-08-12,Most deprived,110.6051595654118,4372.0,4993227.0
99,2019-08-19,Least deprived,100.80422821765222,4552.0,4109442.0
100,2019-08-19,Middle level,104.07533993193213,13867.0,13618707.0
101,2019-08-19,Most deprived,111.13448154662102,4386.0,4998337.0
102,2019-08-26,Least deprived,88.12973424933642,3934.0,4111837.0
103,2019-08-26,Middle level,94.24226542816548,12570.0,13628170.0
104,2019-08-26,Most deprived,102.35495506512213,4010.0,5002397.0
105,2019-09-02,Least deprived,97.53569749384927,4399.0,4115317.0
106,2019-09-02,Middle level,106.01921264187267,14203.0,13641008.0
107,2019-09-02,Most deprived,116.3605275775113,4568.0,5007578.0
108,2019-09-09,Least deprived,101.57454448869726,4583.0,4119209.0
109,2019-09-09,Middle level,108.75448838997342,14595.0,13655131.0
110,2019-09-09,Most deprived,120.86379755648592,4849.0,5013498.0
111,2019-09-16,Least deprived,104.24945230121853,4673.0,4122887.0
112,2019-09-16,Middle level,112.25522197824735,15057.0,13670517.0
113,2019-09-16,Most deprived,125.01288621916198,5059.0,5019412.0
114,2019-09-23,Least deprived,106.86477873113978,4824.0,4126840.0
115,2019-09-23,Middle level,114.27237892344998,15303.0,13687789.0
116,2019-09-23,Most deprived,130.06278686588485,5273.0,5026160.0
117,2019-09-30,Least deprived,109.10499943282234,4921.0,4130862.0
118,2019-09-30,Middle level,116.06585694293913,15613.0,13705475.0
119,2019-09-30,Most deprived,128.85108828650843,5243.0,5033180.0
120,2019-10-07,Least deprived,109.508132545249,4945.0,4135790.0
121,2019-10-07,Middle level,117.72873985536343,15828.0,13722324.0
122,2019-10-07,Most deprived,128.00605088377628,5180.0,5040003.0
123,2019-10-14,Least deprived,110.09601489585535,4974.0,4139585.0
124,2019-10-14,Middle level,121.39792520283714,16312.0,13737395.0
125,2019-10-14,Most deprived,133.76032401764587,5398.0,5046173.0
126,2019-10-21,Least deprived,108.71556902592997,4927.0,4143171.0
127,2019-10-21,Middle level,116.89550547719305,15728.0,13752181.0
128,2019-10-21,Most deprived,132.0894150155014,5370.0,5052314.0
129,2019-10-28,Least deprived,109.3194228582424,4936.0,4146633.0
130,2019-10-28,Middle level,116.92666545861418,15761.0,13766825.0
131,2019-10-28,Most deprived,130.63802482194555,5311.0,5058329.0
132,2019-11-04,Least deprived,115.71658429436505,5230.0,4149930.0
133,2019-11-04,Middle level,124.07775373228334,16770.0,13781003.0
134,2019-11-04,Most deprived,138.4338788718757,5655.0,5064425.0
135,2019-11-11,Least deprived,116.07396538056078,5208.0,4153081.0
136,2019-11-11,Middle level,123.26086320702802,16667.0,13795585.0
137,2019-11-11,Most deprived,135.70997726282673,5631.0,5070774.0
138,2019-11-18,Least deprived,116.94173558204156,5262.0,4156117.0
139,2019-11-18,Middle level,127.94553854725194,17307.0,13808920.0
140,2019-11-18,Most deprived,140.1635884422225,5905.0,5076993.0
141,2019-11-25,Least deprived,119.64799435066902,5408.0,4158967.0
142,2019-11-25,Middle level,128.72014589987876,17442.0,13821848.0
143,2019-11-25,Most deprived,144.87696185417363,6085.0,5082901.0
144,2019-12-02,Least deprived,120.0670518233853,5438.0,4162099.0
145,2019-12-02,Middle level,132.68745507999424,18038.0,13834722.0
146,2019-12-02,Most deprived,150.41307617625176,6323.0,5088602.0
147,2019-12-09,Least deprived,122.85497751187616,5522.0,4164825.0
148,2019-12-09,Middle level,135.11071564146502,18344.0,13846315.0
149,2019-12-09,Most deprived,153.08895400174947,6491.0,5093912.0
150,2019-12-16,Least deprived,124.43604155352119,5659.0,4167394.0
151,2019-12-16,Middle level,136.17881329746544,18455.0,13856731.0
152,2019-12-16,Most deprived,153.63402268906924,6431.0,5099300.0
153,2019-12-23,Least deprived,81.31724574657687,3668.0,4169711.0
154,2019-12-23,Middle level,92.16209118019806,12495.0,13867082.0
155,2019-12-23,Most deprived,111.43824205667876,4612.0,5104079.0
156,2019-12-30,Least deprived,104.21908070129363,4733.0,4171080.0
157,2019-12-30,Middle level,114.8747677489285,15562.0,13872857.0
158,2019-12-30,Most deprived,133.34978803395853,5393.0,5106797.0
159,2020-01-06,Least deprived,125.80472847728825,5772.0,4173245.0
160,2020-01-06,Middle level,135.62763118111283,18481.0,13881863.0
161,2020-01-06,Most deprived,150.073019449184,6036.0,5111162.0
162,2020-01-13,Least deprived,114.53473157820511,5239.0,4176253.0
163,2020-01-13,Middle level,127.23504815915373,17305.0,13895382.0
164,2020-01-13,Most deprived,140.4650566217573,5640.0,5117607.0
165,2020-01-20,Least deprived,116.60095548620482,5341.0,4179053.0
166,2020-01-20,Middle level,124.3103285449211,16968.0,13909037.0
167,2020-01-20,Most deprived,136.56355257123437,5605.0,5124412.0
168,2020-01-27,Least deprived,117.35085718866858,5370.0,4181902.0
169,2020-01-27,Middle level,127.28984320858497,17381.0,13922541.0
170,2020-01-27,Most deprived,146.30496607036903,5969.0,5130954.0
171,2020-02-03,Least deprived,115.40858820766407,5288.0,4184513.0
172,2020-02-03,Middle level,125.46455873867289,17233.0,13936064.0
173,2020-02-03,Most deprived,140.10139290830773,5803.0,5136931.0
174,2020-02-10,Least deprived,115.40185181509801,5293.0,4187049.0
175,2020-02-10,Middle level,126.82251031156575,17403.0,13948810.0
176,2020-02-10,Most deprived,138.4967585887278,5664.0,5142726.0
177,2020-02-17,Least deprived,108.17941789050296,4974.0,4189629.0
178,2020-02-17,Middle level,119.82803699877233,16459.0,13961188.0
179,2020-02-17,Most deprived,135.75842714803892,5568.0,5148406.0
180,2020-02-24,Least deprived,113.53894847937717,5243.0,4192272.0
181,2020-02-24,Middle level,123.65005720894165,16954.0,13972862.0
182,2020-02-24,Most deprived,135.47609036658304,5647.0,5153912.0
183,2020-03-02,Least deprived,115.92216621174794,5366.0,4195996.0
184,2020-03-02,Middle level,124.2955064310667,17130.0,13984933.0
185,2020-03-02,Most deprived,137.80863085647113,5715.0,5159297.0
186,2020-03-09,Least deprived,112.9477265139709,5210.0,4199986.0
187,2020-03-09,Middle level,118.20059199478358,16292.0,13997630.0
188,2020-03-09,Most deprived,128.73714310680367,5355.0,5165000.0
189,2020-03-16,Least deprived,87.01939512338105,4043.0,4202873.0
190,2020-03-16,Middle level,95.55563160934729,13198.0,14009079.0
191,2020-03-16,Most deprived,101.60680604678123,4199.0,5169913.0
192,2020-03-23,Least deprived,64.06587930491128,2952.0,4205721.0
193,2020-03-23,Middle level,68.24456170331233,9406.0,14018417.0
194,2020-03-23,Most deprived,74.07268002285643,3033.0,5173819.0
195,2020-03-30,Least deprived,53.35664305625514,2470.0,4207816.0
196,2020-03-30,Middle level,59.19607667369886,8193.0,14025954.0
197,2020-03-30,Most deprived,63.68013657477185,2619.0,5176918.0
198,2020-04-06,Least deprived,48.282992696834974,2250.0,4209549.0
199,2020-04-06,Middle level,51.06066388145044,7068.0,14032381.0
200,2020-04-06,Most deprived,54.81984050372292,2242.0,5181490.0
201,2020-04-13,Least deprived,47.335977447050944,2202.0,4210668.0
202,2020-04-13,Middle level,51.16067419950994,7081.0,14036728.0
203,2020-04-13,Most deprived,56.346048236986576,2303.0,5183401.0
204,2020-04-20,Least deprived,53.58390216989989,2491.0,4212258.0
205,2020-04-20,Middle level,57.79466222555411,8013.0,14042426.0
206,2020-04-20,Most deprived,65.2221061649049,2626.0,5185974.0
207,2020-04-27,Least deprived,55.32346268511512,2584.0,4213747.0
208,2020-04-27,Middle level,60.62764304046279,8404.0,14048974.0
209,2020-04-27,Most deprived,69.92900093522758,2819.0,5188775.0
210,2020-05-04,Least deprived,53.788149763911115,2515.0,4215255.0
211,2020-05-04,Middle level,59.5031603808824,8270.0,14055015.0
212,2020-05-04,Most deprived,66.73787574759984,2657.0,5191607.0
213,2020-05-11,Least deprived,60.07611637167045,2822.0,4216543.0
214,2020-05-11,Middle level,67.58455606693146,9390.0,14060450.0
215,2020-05-11,Most deprived,74.42268580615132,3029.0,5194060.0
216,2020-05-18,Least deprived,64.21713305922913,3025.0,4218153.0
217,2020-05-18,Middle level,69.23813875756186,9653.0,14067076.0
218,2020-05-18,Most deprived,73.78953870608134,2987.0,5197192.0
219,2020-05-25,Least deprived,57.80362402397466,2743.0,4219323.0
220,2020-05-25,Middle level,64.84402996673096,9029.0,14072111.0
221,2020-05-25,Most deprived,70.28959139162328,2818.0,5199459.0
222,2020-06-01,Least deprived,69.65472940939733,3286.0,4221120.0
223,2020-06-01,Middle level,74.88787843701776,10411.0,14079021.0
224,2020-06-01,Most deprived,82.84001195851464,3308.0,5202707.0
225,2020-06-08,Least deprived,69.11750846268855,3267.0,4222839.0
226,2020-06-08,Middle level,77.730522354368,10831.0,14086233.0
227,2020-06-08,Most deprived,83.3103209872164,3346.0,5205923.0
228,2020-06-15,Least deprived,73.05705250290247,3436.0,4224679.0
229,2020-06-15,Middle level,79.03903570931142,11036.0,14093527.0
230,2020-06-15,Most deprived,88.07783969424264,3520.0,5209158.0
231,2020-06-22,Least deprived,76.84215854952231,3636.0,4226638.0
232,2020-06-22,Middle level,82.85072714178362,11547.0,14100958.0
233,2020-06-22,Most deprived,94.45969395916573,3790.0,5212502.0
234,2020-06-29,Least deprived,78.20994887422151,3691.0,4228711.0
235,2020-06-29,Middle level,84.39897652527786,11778.0,14108307.0
236,2020-06-29,Most deprived,90.16835884438026,3618.0,5215723.0
237,2020-07-06,Least deprived,77.84547115679804,3688.0,4230820.0
238,2020-07-06,Middle level,83.05217034482315,11599.0,14116644.0
239,2020-07-06,Most deprived,92.33634072564918,3692.0,5219345.0
240,2020-07-13,Least deprived,79.4065761972617,3773.0,4233020.0
241,2020-07-13,Middle level,88.49303192102742,12382.0,14125250.0
242,2020-07-13,Most deprived,96.57104963204849,3875.0,5223254.0
243,2020-07-20,Least deprived,78.72007701984008,3727.0,4235337.0
244,2020-07-20,Middle level,87.55130936961638,12271.0,14134055.0
245,2020-07-20,Most deprived,96.69259900556,3896.0,5228948.0
246,2020-07-27,Least deprived,80.15397137518195,3802.0,4237608.0
247,2020-07-27,Middle level,87.99162838608568,12333.0,14143161.0
248,2020-07-27,Most deprived,95.70982079996502,3860.0,5233261.0
249,2020-08-03,Least deprived,80.75319994850703,3840.0,4240015.0
250,2020-08-03,Middle level,89.51087958429751,12583.0,14152090.0
251,2020-08-03,Most deprived,100.81790200596473,4043.0,5237236.0
252,2020-08-10,Least deprived,84.47104713190939,3988.0,4242481.0
253,2020-08-10,Middle level,90.58489364881818,12741.0,14161835.0
254,2020-08-10,Most deprived,98.76209705551594,4003.0,5241512.0
255,2020-08-17,Least deprived,84.38205234901245,4024.0,4245152.0
256,2020-08-17,Middle level,93.44898973320626,13177.0,14171131.0
257,2020-08-17,Most deprived,101.49332840319204,4143.0,5245837.0
258,2020-08-24,Least deprived,86.60459651938038,4130.0,4247790.0
259,2020-08-24,Middle level,94.93583452838202,13379.0,14181578.0
260,2020-08-24,Most deprived,102.61534844745879,4189.0,5250444.0
261,2020-08-31,Least deprived,81.65654863465925,3875.0,4250703.0
262,2020-08-31,Middle level,88.78766240548866,12489.0,14190013.0
263,2020-08-31,Most deprived,97.65511787099074,4010.0,5253963.0
264,2020-09-07,Least deprived,92.86296981836588,4425.0,4254589.0
265,2020-09-07,Middle level,100.41306437431524,14192.0,14202555.0
266,2020-09-07,Most deprived,111.38431693873352,4672.0,5259111.0
267,2020-09-14,Least deprived,93.95131580422778,4472.0,4258260.0
268,2020-09-14,Middle level,102.08453673840903,14416.0,14216172.0
269,2020-09-14,Most deprived,114.47291012721035,4817.0,5264555.0
270,2020-09-21,Least deprived,93.38383281024407,4449.0,4261858.0
271,2020-09-21,Middle level,103.65872221639806,14592.0,14230829.0
272,2020-09-21,Most deprived,114.68369769320125,4763.0,5270326.0
273,2020-09-28,Least deprived,97.40214738584541,4640.0,4265566.0
274,2020-09-28,Middle level,104.4510863868818,14801.0,14246338.0
275,2020-09-28,Most deprived,116.2542729803089,4803.0,5276194.0
276,2020-10-05,Least deprived,98.43723571653351,4721.0,4269489.0
277,2020-10-05,Middle level,105.85544493683085,15025.0,14261801.0
278,2020-10-05,Most deprived,114.87655693394213,4756.0,5284647.0
