,date,ethnicity,population,disease,"European Standard population rate per 100,000"
0,2018-12-31,1.0,16795784.0,19764.0,114.18681923209601
1,2018-12-31,2.0,344181.0,210.0,97.14869593568464
2,2018-12-31,3.0,1523156.0,1049.0,100.36980248411265
3,2018-12-31,4.0,506256.0,318.0,90.48780898211633
4,2018-12-31,5.0,464946.0,218.0,74.00840619363453
5,2019-01-07,1.0,16807602.0,23480.0,134.81951700125134
6,2019-01-07,2.0,344653.0,219.0,107.55607009874453
7,2019-01-07,3.0,1524796.0,1228.0,118.39602994096738
8,2019-01-07,4.0,506846.0,417.0,117.39617454395378
9,2019-01-07,5.0,465729.0,313.0,106.305688442305
10,2019-01-14,1.0,16822966.0,22414.0,128.67567632680402
11,2019-01-14,2.0,345375.0,250.0,128.1888756624855
12,2019-01-14,3.0,1527069.0,1207.0,115.63432875881475
13,2019-01-14,4.0,507685.0,405.0,111.36160137090647
14,2019-01-14,5.0,466856.0,272.0,87.42423003490516
15,2019-01-21,1.0,16837209.0,22795.0,130.9343238406499
16,2019-01-21,2.0,346073.0,240.0,93.49377155585856
17,2019-01-21,3.0,1529041.0,1222.0,118.6148388916437
18,2019-01-21,4.0,508648.0,381.0,109.04462255124008
19,2019-01-21,5.0,467898.0,291.0,95.39516824909317
20,2019-01-28,1.0,16851548.0,22685.0,130.15518911645432
21,2019-01-28,2.0,346738.0,255.0,121.24500529544908
22,2019-01-28,3.0,1531167.0,1235.0,115.58231308935278
23,2019-01-28,4.0,509540.0,367.0,105.99997740126035
24,2019-01-28,5.0,468892.0,266.0,89.19517247699986
25,2019-02-04,1.0,16864794.0,23282.0,133.2390912868148
26,2019-02-04,2.0,347330.0,225.0,105.26762015795165
27,2019-02-04,3.0,1533377.0,1266.0,124.67449479855051
28,2019-02-04,4.0,510363.0,406.0,115.03494422993965
29,2019-02-04,5.0,469910.0,312.0,98.6396337212325
30,2019-02-11,1.0,16877605.0,22987.0,131.3627151757514
31,2019-02-11,2.0,347934.0,235.0,110.6306280330379
32,2019-02-11,3.0,1535577.0,1191.0,114.89790458076583
33,2019-02-11,4.0,511108.0,398.0,111.92367723181094
34,2019-02-11,5.0,470939.0,292.0,98.9425973012934
35,2019-02-18,1.0,16890418.0,21706.0,123.94811364592655
36,2019-02-18,2.0,348562.0,249.0,131.59033708757804
37,2019-02-18,3.0,1537862.0,1172.0,114.38723391524029
38,2019-02-18,4.0,511916.0,386.0,110.59108586619358
39,2019-02-18,5.0,471925.0,255.0,86.42761817262614
40,2019-02-25,1.0,16903703.0,21755.0,124.11755662364943
41,2019-02-25,2.0,349160.0,235.0,107.69153302220057
42,2019-02-25,3.0,1540072.0,1119.0,112.30420488707425
43,2019-02-25,4.0,512741.0,391.0,118.52687341092123
44,2019-02-25,5.0,472902.0,276.0,88.60717559352231
45,2019-03-04,1.0,16916530.0,22195.0,126.17120841188517
46,2019-03-04,2.0,349716.0,238.0,117.84035445964979
47,2019-03-04,3.0,1542144.0,1150.0,110.86112416160366
48,2019-03-04,4.0,513441.0,405.0,109.99350353282465
49,2019-03-04,5.0,473790.0,286.0,95.28819480368368
50,2019-03-11,1.0,16930336.0,22234.0,126.13928875487352
51,2019-03-11,2.0,350311.0,220.0,97.2000291786301
52,2019-03-11,3.0,1544242.0,1220.0,116.00279930874491
53,2019-03-11,4.0,514225.0,373.0,105.49731916572226
54,2019-03-11,5.0,474766.0,293.0,105.74491725995372
55,2019-03-18,1.0,16942570.0,21394.0,121.5271026476517
56,2019-03-18,2.0,350892.0,237.0,103.20293464130667
57,2019-03-18,3.0,1546235.0,1182.0,116.15154976570948
58,2019-03-18,4.0,514965.0,358.0,97.03994816273038
59,2019-03-18,5.0,475647.0,260.0,82.77822985328585
60,2019-03-25,1.0,16957778.0,21108.0,119.79671344919088
61,2019-03-25,2.0,351496.0,235.0,105.1705265059576
