,date,ethnicity,population,disease,"European Standard population rate per 100,000"
0,2018-12-31,1.0,16795784.0,10798.0,61.64215818790032
1,2018-12-31,2.0,344181.0,93.0,54.51628392387633
2,2018-12-31,3.0,1523156.0,411.0,39.673635070710674
3,2018-12-31,4.0,506256.0,164.0,44.71308696197691
4,2018-12-31,5.0,464946.0,121.0,39.625742328524765
5,2019-01-07,1.0,16807602.0,14580.0,82.88391243877624
6,2019-01-07,2.0,344653.0,91.0,57.1438369743534
7,2019-01-07,3.0,1524796.0,564.0,54.73287257806149
8,2019-01-07,4.0,506846.0,243.0,68.46449943272043
9,2019-01-07,5.0,465729.0,172.0,56.32218938977051
10,2019-01-14,1.0,16822966.0,13751.0,78.21487089752061
11,2019-01-14,2.0,345375.0,114.0,66.99300876039064
12,2019-01-14,3.0,1527069.0,560.0,54.29927931837566
13,2019-01-14,4.0,507685.0,230.0,67.29091848683512
14,2019-01-14,5.0,466856.0,157.0,50.7238968585378
15,2019-01-21,1.0,16837209.0,13846.0,78.74707064372846
16,2019-01-21,2.0,346073.0,105.0,62.15160249985511
17,2019-01-21,3.0,1529041.0,576.0,55.054575059990846
18,2019-01-21,4.0,508648.0,221.0,63.261386953705234
19,2019-01-21,5.0,467898.0,180.0,61.22569642789038
20,2019-01-28,1.0,16851548.0,14088.0,80.06507168025291
21,2019-01-28,2.0,346738.0,108.0,71.78542416231042
22,2019-01-28,3.0,1531167.0,543.0,50.21753229541575
23,2019-01-28,4.0,509540.0,217.0,61.15462541510543
24,2019-01-28,5.0,468892.0,148.0,51.4461946228127
25,2019-02-04,1.0,16864794.0,14164.0,80.28795829382419
26,2019-02-04,2.0,347330.0,94.0,57.5790786150782
27,2019-02-04,3.0,1533377.0,573.0,54.13700789468947
28,2019-02-04,4.0,510363.0,238.0,71.30018021855422
29,2019-02-04,5.0,469910.0,188.0,63.701282692525965
30,2019-02-11,1.0,16877605.0,14165.0,80.18981691780965
31,2019-02-11,2.0,347934.0,110.0,64.58395192034689
32,2019-02-11,3.0,1535577.0,554.0,54.85449486935079
33,2019-02-11,4.0,511108.0,231.0,65.61692243032404
34,2019-02-11,5.0,470939.0,176.0,60.0960038099714
35,2019-02-18,1.0,16890418.0,13388.0,75.75173148972955
36,2019-02-18,2.0,348562.0,135.0,85.35850328205548
37,2019-02-18,3.0,1537862.0,559.0,51.88788266198655
38,2019-02-18,4.0,511916.0,233.0,67.13116363849822
39,2019-02-18,5.0,471925.0,152.0,50.187055661541834
40,2019-02-25,1.0,16903703.0,13937.0,78.91780410255416
41,2019-02-25,2.0,349160.0,113.0,63.75132371304676
42,2019-02-25,3.0,1540072.0,551.0,55.433823407620636
43,2019-02-25,4.0,512741.0,224.0,67.87365467090436
44,2019-02-25,5.0,472902.0,176.0,59.66131137566244
45,2019-03-04,1.0,16916530.0,14186.0,79.93985955224007
46,2019-03-04,2.0,349716.0,117.0,77.37472592248491
47,2019-03-04,3.0,1542144.0,564.0,55.133901874383966
48,2019-03-04,4.0,513441.0,238.0,64.97703482146727
49,2019-03-04,5.0,473790.0,174.0,54.532928260272186
50,2019-03-11,1.0,16930336.0,14532.0,81.74105943233465
51,2019-03-11,2.0,350311.0,110.0,66.57859724497548
52,2019-03-11,3.0,1544242.0,587.0,55.098745645323476
53,2019-03-11,4.0,514225.0,204.0,57.022902656572164
54,2019-03-11,5.0,474766.0,177.0,62.456308095459114
55,2019-03-18,1.0,16942570.0,13760.0,77.50626987736476
56,2019-03-18,2.0,350892.0,120.0,68.52930829236587
57,2019-03-18,3.0,1546235.0,560.0,53.430815087057624
58,2019-03-18,4.0,514965.0,215.0,58.60288736527889
59,2019-03-18,5.0,475647.0,162.0,51.44463261876016
60,2019-03-25,1.0,16957778.0,13711.0,77.16026616788332
61,2019-03-25,2.0,351496.0,101.0,56.206591870793005
