,date,region,population,disease,"European Standard population rate per 100,000"
429,2019-11-25,South West,3283970.0,5559.0,156.43040109304818
430,2019-11-25,West Midlands,989709.0,1411.0,160.05180765410284
431,2019-11-25,Yorkshire and The Humber,3406296.0,5472.0,168.52832465502658
432,2019-12-02,East,5589895.0,9007.0,164.8005415205876
433,2019-12-02,East Midlands,4178645.0,6783.0,166.07859154603867
434,2019-12-02,London,1677680.0,1716.0,153.68288856996253
435,2019-12-02,North East,1098988.0,1889.0,177.6177604767194
436,2019-12-02,North West,2059615.0,3625.0,172.2765785866901
437,2019-12-02,South East,1580837.0,2267.0,139.02223726961557
438,2019-12-02,South West,3285938.0,5806.0,163.52141408216926
439,2019-12-02,West Midlands,989803.0,1470.0,165.1926633184446
440,2019-12-02,Yorkshire and The Humber,3406760.0,5523.0,169.8649127166642
441,2019-12-09,East,5591083.0,9115.0,166.99976023794665
442,2019-12-09,East Midlands,4179441.0,6764.0,165.39439219022367
443,2019-12-09,London,1679150.0,1728.0,151.46855720602056
444,2019-12-09,North East,1099116.0,1936.0,182.6422264220599
445,2019-12-09,North West,2059692.0,3926.0,186.69840958714883
446,2019-12-09,South East,1580982.0,2288.0,140.15614698852463
447,2019-12-09,South West,3287174.0,5819.0,164.0571726160292
448,2019-12-09,West Midlands,989867.0,1505.0,169.1410256402983
449,2019-12-09,Yorkshire and The Humber,3406975.0,5530.0,170.26884195546882
450,2019-12-16,East,5592374.0,9143.0,167.38493290744563
451,2019-12-16,East Midlands,4179927.0,7090.0,173.65891762448004
452,2019-12-16,London,1679933.0,1845.0,163.1538478850958
453,2019-12-16,North East,1099203.0,1916.0,181.48953375189697
454,2019-12-16,North West,2059806.0,3708.0,176.41070700215266
455,2019-12-16,South East,1581048.0,2362.0,144.7326639811077
456,2019-12-16,South West,3288211.0,6003.0,168.46727109189823
457,2019-12-16,West Midlands,989921.0,1461.0,165.54421772061332
458,2019-12-16,Yorkshire and The Humber,3407177.0,5505.0,169.93240291988056
459,2019-12-23,East,5593679.0,6421.0,117.38656695490117
460,2019-12-23,East Midlands,4180272.0,5044.0,123.76175081528352
461,2019-12-23,London,1680479.0,1181.0,106.92265559179589
462,2019-12-23,North East,1099182.0,1358.0,128.42429518662323
463,2019-12-23,North West,2059731.0,2653.0,126.32557374018533
464,2019-12-23,South East,1581129.0,1613.0,98.24897189432008
465,2019-12-23,South West,3288787.0,4132.0,115.83374437499033
466,2019-12-23,West Midlands,989816.0,1085.0,123.10914491306617
467,2019-12-23,Yorkshire and The Humber,3407423.0,4061.0,125.54730392714131
468,2019-12-30,East,5594369.0,7973.0,146.61695026584573
469,2019-12-30,East Midlands,4180582.0,6046.0,148.52369299442879
470,2019-12-30,London,1680794.0,1416.0,128.83070231010703
471,2019-12-30,North East,1099218.0,1628.0,153.7991069671692
472,2019-12-30,North West,2059749.0,3207.0,152.8251211887702
473,2019-12-30,South East,1581008.0,1941.0,118.4398898045556
474,2019-12-30,South West,3289283.0,5048.0,140.93499102394534
475,2019-12-30,West Midlands,989884.0,1298.0,148.52484385188438
476,2019-12-30,Yorkshire and The Humber,3407475.0,4839.0,150.1313420409225
477,2020-01-06,East,5595086.0,9118.0,167.70567408523019
478,2020-01-06,East Midlands,4180708.0,6708.0,164.40786855618668
479,2020-01-06,London,1681451.0,1799.0,158.90033174874975
480,2020-01-06,North East,1099143.0,1896.0,179.16309712938224
481,2020-01-06,North West,2059671.0,3651.0,173.6940808711368
482,2020-01-06,South East,1581010.0,2366.0,144.23999194596107
483,2020-01-06,South West,3289577.0,6021.0,168.02712585259795
484,2020-01-06,West Midlands,989969.0,1441.0,165.71660185970498
485,2020-01-06,Yorkshire and The Humber,3407606.0,5435.0,168.76411696488552
486,2020-01-13,East,5596581.0,8547.0,157.13660249298198
487,2020-01-13,East Midlands,4181423.0,6284.0,154.33843779444433
488,2020-01-13,London,1683007.0,1679.0,147.91496985556614
489,2020-01-13,North East,1099306.0,1752.0,165.86765807548917
490,2020-01-13,North West,2059912.0,3324.0,157.83371261794053
491,2020-01-13,South East,1581076.0,2148.0,131.06672342900154
492,2020-01-13,South West,3290609.0,5529.0,154.02713731478804
493,2020-01-13,West Midlands,990202.0,1410.0,162.14104637294702
494,2020-01-13,Yorkshire and The Humber,3408053.0,4992.0,154.73786251807113
495,2020-01-20,East,5598747.0,8489.0,156.1416047301387
496,2020-01-20,East Midlands,4182324.0,6257.0,153.59201480275127
497,2020-01-20,London,1684172.0,1706.0,149.31918160340484
498,2020-01-20,North East,1099460.0,1723.0,163.29791651286686
499,2020-01-20,North West,2060149.0,3246.0,154.28631808351682
500,2020-01-20,South East,1581231.0,2120.0,129.3336102819316
501,2020-01-20,South West,3291360.0,5408.0,151.10272347195973
502,2020-01-20,West Midlands,990379.0,1277.0,146.8333587448438
503,2020-01-20,Yorkshire and The Humber,3408544.0,5058.0,156.60921101902295
504,2020-01-27,East,5600653.0,8699.0,159.94438305278896
505,2020-01-27,East Midlands,4183642.0,6409.0,157.4284069889542
506,2020-01-27,London,1685748.0,1714.0,153.36657914314833
507,2020-01-27,North East,1099697.0,1761.0,166.77069986287648
508,2020-01-27,North West,2060370.0,3332.0,158.48337421444182
509,2020-01-27,South East,1581659.0,2219.0,135.81811983382218
510,2020-01-27,South West,3292490.0,5551.0,154.88174066742627
511,2020-01-27,West Midlands,990543.0,1382.0,158.25675064037128
512,2020-01-27,Yorkshire and The Humber,3408977.0,5091.0,157.55465084909736
513,2020-02-03,East,5602406.0,8492.0,155.81372225603724
514,2020-02-03,East Midlands,4184937.0,6409.0,156.88526357503463
515,2020-02-03,London,1687670.0,1740.0,154.2874674550761
516,2020-02-03,North East,1099872.0,1672.0,157.870341290724
517,2020-02-03,North West,2060602.0,3292.0,156.2231638202564
518,2020-02-03,South East,1581979.0,2265.0,138.3842165203512
519,2020-02-03,South West,3292949.0,5259.0,146.89197798829446
520,2020-02-03,West Midlands,990687.0,1305.0,149.41166962772039
521,2020-02-03,Yorkshire and The Humber,3409649.0,5046.0,155.75558071455882
522,2020-02-10,East,5603925.0,8540.0,156.88652347813976
523,2020-02-10,East Midlands,4185621.0,6393.0,156.94341161145584
524,2020-02-10,London,1688601.0,1684.0,147.97417364709426
525,2020-02-10,North East,1099898.0,1754.0,165.26947361309337
526,2020-02-10,North West,2060847.0,3287.0,155.83955876894925
527,2020-02-10,South East,1582275.0,2123.0,129.53841329913948
528,2020-02-10,South West,3293715.0,5328.0,148.1085465324582
529,2020-02-10,West Midlands,991089.0,1329.0,152.334937707333
530,2020-02-10,Yorkshire and The Humber,3409953.0,5124.0,158.40249355443046
531,2020-02-17,East,5605462.0,8328.0,152.7041728669949
532,2020-02-17,East Midlands,4186221.0,5963.0,146.2272564484837
533,2020-02-17,London,1689678.0,1631.0,143.88690267946868
534,2020-02-17,North East,1099974.0,1645.0,155.7858852468276
535,2020-02-17,North West,2061069.0,3169.0,150.71942044312627
536,2020-02-17,South East,1582565.0,2074.0,126.93498546792314
537,2020-02-17,South West,3294431.0,4963.0,138.74925128540318
538,2020-02-17,West Midlands,991360.0,1254.0,143.16018826588677
539,2020-02-17,Yorkshire and The Humber,3410373.0,4877.0,150.59649339744345
540,2020-02-24,East,5607030.0,8257.0,151.69999540488976
541,2020-02-24,East Midlands,4186470.0,6332.0,155.27494110458377
542,2020-02-24,London,1690833.0,1643.0,146.87111281711447
543,2020-02-24,North East,1100087.0,1714.0,162.26013855648793
544,2020-02-24,North West,2061220.0,3261.0,154.93949830497445
545,2020-02-24,South East,1582642.0,2155.0,131.6608502235272
546,2020-02-24,South West,3295206.0,5268.0,146.65962803158206
547,2020-02-24,West Midlands,991417.0,1310.0,150.4033510340644
548,2020-02-24,Yorkshire and The Humber,3410587.0,4979.0,154.10063538157374
549,2020-03-02,East,5610528.0,8395.0,153.74477489625517
550,2020-03-02,East Midlands,4186688.0,6219.0,152.09897715169757
551,2020-03-02,London,1691737.0,1577.0,139.49727021210043
552,2020-03-02,North East,1100092.0,1725.0,162.22906668267206
553,2020-03-02,North West,2061452.0,3221.0,152.85372016138803
554,2020-03-02,South East,1582950.0,2162.0,131.72214832819424
555,2020-03-02,South West,3295754.0,5307.0,147.55255089138043
556,2020-03-02,West Midlands,991390.0,1290.0,147.73876631047435
557,2020-03-02,Yorkshire and The Humber,3410858.0,5061.0,156.20887064573301
558,2020-03-09,East,5614138.0,7958.0,145.97716137364003
559,2020-03-09,East Midlands,4187011.0,5917.0,144.81797297172776
560,2020-03-09,London,1692952.0,1407.0,123.25707201947726
561,2020-03-09,North East,1100290.0,1727.0,163.0843230380306
562,2020-03-09,North West,2061659.0,3280.0,155.72256333399048
563,2020-03-09,South East,1583161.0,2034.0,124.01474317725074
564,2020-03-09,South West,3296304.0,5019.0,139.78282408459233
565,2020-03-09,West Midlands,991526.0,1183.0,136.24884142133413
566,2020-03-09,Yorkshire and The Humber,3411502.0,4780.0,147.23528355179872
567,2020-03-16,East,5615684.0,6273.0,114.92740301253508
568,2020-03-16,East Midlands,4187145.0,4938.0,120.88447841405566
569,2020-03-16,London,1693743.0,958.0,86.12682063640355
570,2020-03-16,North East,1100288.0,1364.0,128.99903899219373
571,2020-03-16,North West,2061645.0,2662.0,126.09060224832491
572,2020-03-16,South East,1583474.0,1664.0,102.03853366483749
573,2020-03-16,South West,3296774.0,4064.0,113.3035038297818
574,2020-03-16,West Midlands,991419.0,885.0,102.19153156533513
575,2020-03-16,Yorkshire and The Humber,3411776.0,4173.0,128.9692191977867
576,2020-03-23,East,5617342.0,4583.0,84.09593806820756
577,2020-03-23,East Midlands,4187511.0,3759.0,92.1205170897713
578,2020-03-23,London,1694137.0,645.0,57.18906374794115
579,2020-03-23,North East,1100166.0,909.0,86.061153430681
580,2020-03-23,North West,2061609.0,1917.0,91.03502303819171
581,2020-03-23,South East,1583401.0,1192.0,73.18958776574254
582,2020-03-23,South West,3297386.0,2994.0,83.52898799367317
583,2020-03-23,West Midlands,991313.0,666.0,76.89322690671663
584,2020-03-23,Yorkshire and The Humber,3411913.0,2995.0,93.01815700435994
585,2020-03-30,East,5618142.0,4070.0,74.93690948503163
586,2020-03-30,East Midlands,4187594.0,3239.0,79.61603642982757
587,2020-03-30,London,1693991.0,622.0,54.49341144055368
588,2020-03-30,North East,1100126.0,825.0,77.95827436593399
589,2020-03-30,North West,2061651.0,1676.0,79.5071514798089
590,2020-03-30,South East,1583609.0,1037.0,63.27169125608896
591,2020-03-30,South West,3297761.0,2632.0,73.18249714926932
592,2020-03-30,West Midlands,991047.0,571.0,66.25487378082956
593,2020-03-30,Yorkshire and The Humber,3411947.0,2623.0,81.43440364549207
594,2020-04-06,East,5620417.0,3430.0,63.01440937558201
595,2020-04-06,East Midlands,4187190.0,2870.0,70.38395804289175
596,2020-04-06,London,1693705.0,537.0,45.75473769932173
597,2020-04-06,North East,1100102.0,733.0,69.3409479314589
598,2020-04-06,North West,2061445.0,1450.0,68.41730548298789
599,2020-04-06,South East,1583529.0,927.0,56.667564526128295
600,2020-04-06,South West,3297727.0,2302.0,63.900370089255844
601,2020-04-06,West Midlands,991293.0,547.0,63.16322451345394
602,2020-04-06,Yorkshire and The Humber,3411783.0,2314.0,71.72523260048904
603,2020-04-13,East,5619341.0,3442.0,63.29098218764687
604,2020-04-13,East Midlands,4186546.0,2852.0,69.91898146294719
605,2020-04-13,London,1693608.0,548.0,49.19887490419883
606,2020-04-13,North East,1099819.0,701.0,66.13301340309944
607,2020-04-13,North West,2060970.0,1468.0,69.41465251605138
608,2020-04-13,South East,1583245.0,923.0,55.938696403017936
609,2020-04-13,South West,3297435.0,2329.0,64.74463041029286
610,2020-04-13,West Midlands,990920.0,545.0,63.482719107253196
611,2020-04-13,Yorkshire and The Humber,3411335.0,2329.0,72.31334041374038
612,2020-04-20,East,5618025.0,3957.0,72.80754168638538
613,2020-04-20,East Midlands,4185490.0,3224.0,79.03516062179794
614,2020-04-20,London,1693367.0,625.0,54.70808821980138
615,2020-04-20,North East,1099631.0,835.0,79.42710079368459
616,2020-04-20,North West,2060461.0,1532.0,72.58870894584658
617,2020-04-20,South East,1582989.0,973.0,59.26985208908011
618,2020-04-20,South West,3297047.0,2674.0,74.40221720525896
619,2020-04-20,West Midlands,990372.0,578.0,66.84352566122028
620,2020-04-20,Yorkshire and The Humber,3410811.0,2548.0,79.30894520539883
621,2020-04-27,East,5618254.0,4091.0,75.34680697374185
622,2020-04-27,East Midlands,4184760.0,3397.0,83.55814576158066
623,2020-04-27,London,1693241.0,659.0,58.09615142762676
624,2020-04-27,North East,1099340.0,864.0,81.88681473528595
625,2020-04-27,North West,2059991.0,1633.0,77.55543342519351
626,2020-04-27,South East,1582680.0,1103.0,67.15669878948854
627,2020-04-27,South West,3296502.0,2775.0,76.93222547717463
628,2020-04-27,West Midlands,990034.0,631.0,73.76968071516504
629,2020-04-27,Yorkshire and The Humber,3410155.0,2618.0,81.39840754395495
630,2020-05-04,East,5618097.0,3913.0,72.00360145781029
631,2020-05-04,East Midlands,4184325.0,3235.0,79.52083161817191
632,2020-05-04,London,1693126.0,670.0,61.392645820874286
633,2020-05-04,North East,1099197.0,813.0,76.89064566965588
634,2020-05-04,North West,2059708.0,1620.0,76.71175906464855
635,2020-05-04,South East,1582452.0,1113.0,68.002933524092
636,2020-05-04,South West,3296370.0,2806.0,76.97415579489196
637,2020-05-04,West Midlands,989871.0,648.0,75.59093754028196
638,2020-05-04,Yorkshire and The Humber,3409633.0,2574.0,80.07259037284125
639,2020-05-11,East,5617791.0,4469.0,82.24172559427728
640,2020-05-11,East Midlands,4183978.0,3634.0,89.19766673156383
641,2020-05-11,London,1693141.0,775.0,70.37027229414568
642,2020-05-11,North East,1098982.0,926.0,87.90838439094621
643,2020-05-11,North West,2059561.0,1754.0,83.05192571998171
644,2020-05-11,South East,1582228.0,1226.0,74.54167727604047
645,2020-05-11,South West,3296175.0,3063.0,84.7640514591281
646,2020-05-11,West Midlands,989714.0,617.0,71.65029509003405
647,2020-05-11,Yorkshire and The Humber,3409318.0,2791.0,86.81578325779431
648,2020-05-18,East,5618299.0,4446.0,81.83133752993082
649,2020-05-18,East Midlands,4183877.0,3705.0,91.04115251809877
650,2020-05-18,London,1693334.0,818.0,74.30325171085411
651,2020-05-18,North East,1098926.0,950.0,89.99692664877249
652,2020-05-18,North West,2059430.0,1901.0,90.4362153466014
653,2020-05-18,South East,1581978.0,1216.0,73.97560076329171
654,2020-05-18,South West,3296209.0,3204.0,88.61354740406196
655,2020-05-18,West Midlands,989669.0,648.0,75.15924661975862
656,2020-05-18,Yorkshire and The Humber,3409388.0,2855.0,88.87496228816336
657,2020-05-25,East,5618381.0,4146.0,76.4855421607471
658,2020-05-25,East Midlands,4183463.0,3350.0,82.28102835625995
659,2020-05-25,London,1693382.0,783.0,69.76246450905072
660,2020-05-25,North East,1098804.0,841.0,80.0361325054105
661,2020-05-25,North West,2059348.0,1680.0,79.8381331230386
662,2020-05-25,South East,1581819.0,1178.0,71.97956460386189
663,2020-05-25,South West,3296164.0,2954.0,81.32323582348194
664,2020-05-25,West Midlands,989523.0,632.0,73.81690236660104
665,2020-05-25,Yorkshire and The Humber,3409083.0,2630.0,81.92533647000731
666,2020-06-01,East,5619031.0,4874.0,89.62062600153297
667,2020-06-01,East Midlands,4183444.0,3849.0,94.23340136661574
668,2020-06-01,London,1693811.0,872.0,77.90442922836623
669,2020-06-01,North East,1098761.0,952.0,90.46823890955606
670,2020-06-01,North West,2059394.0,1923.0,90.5492211067608
671,2020-06-01,South East,1581853.0,1311.0,79.92899854065548
672,2020-06-01,South West,3296440.0,3456.0,94.88230429929378
673,2020-06-01,West Midlands,989478.0,706.0,81.60857951381229
674,2020-06-01,Yorkshire and The Humber,3409030.0,3045.0,94.75678171028855
675,2020-06-08,East,5619656.0,4922.0,90.48885489168748
676,2020-06-08,East Midlands,4183065.0,3915.0,96.07036975860875
677,2020-06-08,London,1693879.0,918.0,82.07963006618905
678,2020-06-08,North East,1098752.0,983.0,92.88027007373604
679,2020-06-08,North West,2059516.0,2014.0,95.26369214047254
680,2020-06-08,South East,1581810.0,1377.0,83.64578392955974
681,2020-06-08,South West,3296683.0,3516.0,97.18161808702345
682,2020-06-08,West Midlands,989459.0,729.0,85.39570779721092
683,2020-06-08,Yorkshire and The Humber,3408957.0,3040.0,94.53494229375374
684,2020-06-15,East,5620376.0,5065.0,93.06536335738313
685,2020-06-15,East Midlands,4182846.0,4066.0,99.67239343978983
686,2020-06-15,London,1694200.0,930.0,84.0776397777177
687,2020-06-15,North East,1098614.0,1041.0,98.65106992002171
688,2020-06-15,North West,2059664.0,2096.0,99.27408116148044
689,2020-06-15,South East,1581628.0,1342.0,81.20245566180081
690,2020-06-15,South West,3296891.0,3542.0,97.52512356475495
691,2020-06-15,West Midlands,989446.0,794.0,92.50644901507684
692,2020-06-15,Yorkshire and The Humber,3409159.0,3046.0,95.01197332034349
693,2020-06-22,East,5621195.0,5305.0,97.76224495016228
694,2020-06-22,East Midlands,4182320.0,4260.0,104.54046241229669
695,2020-06-22,London,1694493.0,1015.0,91.27838559132401
696,2020-06-22,North East,1098626.0,1076.0,102.19808862561914
697,2020-06-22,North West,2059752.0,2148.0,101.87294700281991
698,2020-06-22,South East,1581652.0,1475.0,89.48994510093766
699,2020-06-22,South West,3297094.0,3674.0,101.29509222958939
700,2020-06-22,West Midlands,989324.0,852.0,100.01767192879444
701,2020-06-22,Yorkshire and The Humber,3409173.0,3288.0,102.39449909239832
702,2020-06-29,East,5622109.0,5296.0,97.45270779182783
703,2020-06-29,East Midlands,4181235.0,4142.0,101.62644882534622
704,2020-06-29,London,1694744.0,1004.0,89.62294231821384
705,2020-06-29,North East,1098659.0,1089.0,103.10486107359624
706,2020-06-29,North West,2059942.0,2222.0,105.70728331124819
707,2020-06-29,South East,1581705.0,1400.0,85.07960616281262
708,2020-06-29,South West,3297414.0,3703.0,102.11662594628609
709,2020-06-29,West Midlands,989212.0,828.0,96.73904684750316
710,2020-06-29,Yorkshire and The Humber,3409358.0,3283.0,102.11053588970826
711,2020-07-06,East,5623367.0,5186.0,95.13370445672504
712,2020-07-06,East Midlands,4181387.0,4086.0,100.26732652089005
713,2020-07-06,London,1695037.0,973.0,86.22309854516698
714,2020-07-06,North East,1098613.0,1114.0,105.40919218437814
715,2020-07-06,North West,2060085.0,2188.0,103.48374630036244
716,2020-07-06,South East,1581989.0,1437.0,86.9314760826507
717,2020-07-06,South West,3297892.0,3651.0,100.21518413760114
718,2020-07-06,West Midlands,989306.0,843.0,99.08062293536275
719,2020-07-06,Yorkshire and The Humber,3409516.0,3235.0,100.4847485250296
720,2020-07-13,East,5624049.0,5476.0,100.58470724676069
721,2020-07-13,East Midlands,4181174.0,4371.0,107.03657642279133
722,2020-07-13,London,1695442.0,1035.0,93.2242653715504
723,2020-07-13,North East,1098701.0,1108.0,105.1874704407874
724,2020-07-13,North West,2060236.0,2198.0,103.96561529561174
725,2020-07-13,South East,1581672.0,1553.0,94.35696891971001
726,2020-07-13,South West,3298051.0,3830.0,105.43981848255665
727,2020-07-13,West Midlands,989170.0,893.0,103.889583492104
728,2020-07-13,Yorkshire and The Humber,3409890.0,3432.0,107.02121258185032
729,2020-07-20,East,5624723.0,5574.0,102.55343434019635
730,2020-07-20,East Midlands,4181256.0,4202.0,103.0927074012587
731,2020-07-20,London,1695583.0,1062.0,94.94035574661746
732,2020-07-20,North East,1098726.0,1163.0,109.84721271035303
733,2020-07-20,North West,2062514.0,2155.0,102.12442677416513
734,2020-07-20,South East,1581784.0,1565.0,94.93043684679525
735,2020-07-20,South West,3297933.0,3744.0,102.92280905452304
736,2020-07-20,West Midlands,989115.0,881.0,103.19055032984052
737,2020-07-20,Yorkshire and The Humber,3410216.0,3363.0,104.71268043384673
738,2020-07-27,East,5625768.0,5615.0,102.96733587481556
739,2020-07-27,East Midlands,4181110.0,4278.0,105.01739234665558
740,2020-07-27,London,1695892.0,1030.0,92.04567117380972
741,2020-07-27,North East,1098788.0,1164.0,110.35825448654502
742,2020-07-27,North West,2062853.0,2202.0,103.99895695544348
743,2020-07-27,South East,1581826.0,1521.0,92.41925336452607
744,2020-07-27,South West,3298124.0,3689.0,101.6974624047475
745,2020-07-27,West Midlands,988955.0,897.0,104.27379894001288
746,2020-07-27,Yorkshire and The Humber,3410489.0,3447.0,107.35262989104258
747,2020-08-03,East,5626399.0,5483.0,100.39910209898727
748,2020-08-03,East Midlands,4181405.0,4379.0,107.10055828888925
749,2020-08-03,London,1695769.0,1047.0,93.13950834546421
750,2020-08-03,North East,1098827.0,1194.0,113.37500180171219
751,2020-08-03,North West,2063072.0,2257.0,106.43024561239024
752,2020-08-03,South East,1581864.0,1565.0,94.9549825560645
753,2020-08-03,South West,3298415.0,3748.0,103.06794874506649
754,2020-08-03,West Midlands,988779.0,884.0,102.07958095405981
755,2020-08-03,Yorkshire and The Humber,3410572.0,3430.0,106.53116721764525
756,2020-08-10,East,5627084.0,5616.0,102.98683562841266
757,2020-08-10,East Midlands,4181459.0,4375.0,107.21121351009496
758,2020-08-10,London,1696275.0,1061.0,95.50611832203428
759,2020-08-10,North East,1098846.0,1201.0,113.35688650975646
760,2020-08-10,North West,2063451.0,2230.0,104.99120338619133
761,2020-08-10,South East,1581988.0,1611.0,97.57263144291977
762,2020-08-10,South West,3298852.0,3906.0,107.55149184296043
763,2020-08-10,West Midlands,988771.0,900.0,104.56740377812815
764,2020-08-10,Yorkshire and The Humber,3411041.0,3410.0,105.86024192791655
765,2020-08-17,East,5627258.0,5546.0,101.66209546241404
766,2020-08-17,East Midlands,4181551.0,4544.0,111.27532474526758
767,2020-08-17,London,1696575.0,1098.0,98.37932687768922
768,2020-08-17,North East,1098997.0,1240.0,117.01134174188547
769,2020-08-17,North West,2063763.0,2297.0,108.45250248617437
770,2020-08-17,South East,1581751.0,1609.0,97.67331496823162
771,2020-08-17,South West,3299101.0,3971.0,109.78267382197728
772,2020-08-17,West Midlands,988599.0,840.0,97.31168053568251
773,2020-08-17,Yorkshire and The Humber,3411427.0,3610.0,112.14531673979877
774,2020-08-24,East,5627748.0,5769.0,105.7936945681536
775,2020-08-24,East Midlands,4181558.0,4531.0,110.88746659951592
776,2020-08-24,London,1695824.0,1102.0,98.52449651949672
777,2020-08-24,North East,1099010.0,1203.0,113.86923643040375
778,2020-08-24,North West,2063919.0,2328.0,109.95397474313918
779,2020-08-24,South East,1581419.0,1608.0,97.6203668414858
780,2020-08-24,South West,3299184.0,3899.0,107.37599882477542
781,2020-08-24,West Midlands,988491.0,958.0,112.0386394139275
782,2020-08-24,Yorkshire and The Humber,3411581.0,3604.0,111.83090997881948
783,2020-08-31,East,5629360.0,5512.0,100.98738847911108
784,2020-08-31,East Midlands,4181225.0,4356.0,106.78982514980366
785,2020-08-31,London,1694834.0,1017.0,91.51378823895364
786,2020-08-31,North East,1099056.0,1079.0,102.04206917519876
787,2020-08-31,North West,2063975.0,2294.0,108.076305566254
788,2020-08-31,South East,1581060.0,1408.0,85.47301220783685
789,2020-08-31,South West,3299277.0,3782.0,104.15472819223557
790,2020-08-31,West Midlands,988385.0,851.0,99.75449697694418
791,2020-08-31,Yorkshire and The Humber,3411694.0,3405.0,105.4168511149203
792,2020-09-07,East,5631194.0,6132.0,111.74010292228002
793,2020-09-07,East Midlands,4182207.0,4901.0,119.49345929918833
794,2020-09-07,London,1695103.0,1150.0,100.65349347856952
795,2020-09-07,North East,1099286.0,1328.0,124.83480459731331
796,2020-09-07,North West,2064438.0,2510.0,118.18729929685941
797,2020-09-07,South East,1581228.0,1663.0,101.14572967568924
798,2020-09-07,South West,3300392.0,4248.0,117.52031793654777
799,2020-09-07,West Midlands,988353.0,982.0,112.83727204731088
800,2020-09-07,Yorkshire and The Humber,3412207.0,3716.0,115.2417379718597
801,2020-09-14,East,5631561.0,6274.0,114.44671140407587
802,2020-09-14,East Midlands,4182740.0,5019.0,122.43657871108545
803,2020-09-14,London,1693614.0,1201.0,103.65181358059111
804,2020-09-14,North East,1099309.0,1289.0,121.5803487359681
805,2020-09-14,North West,2064614.0,2438.0,114.66166447928202
806,2020-09-14,South East,1581017.0,1691.0,102.71996631159054
807,2020-09-14,South West,3301121.0,4271.0,118.03808252285458
808,2020-09-14,West Midlands,988096.0,987.0,113.10151928312206
809,2020-09-14,Yorkshire and The Humber,3412367.0,3760.0,116.00776576912435
810,2020-09-21,East,5631956.0,6332.0,115.8481146340507
811,2020-09-21,East Midlands,4183859.0,4928.0,120.47267539844803
812,2020-09-21,London,1695110.0,1142.0,100.5817672378475
813,2020-09-21,North East,1099384.0,1285.0,121.45554888869245
814,2020-09-21,North West,2064707.0,2514.0,118.42961641008951
815,2020-09-21,South East,1581266.0,1717.0,104.26439195110528
816,2020-09-21,South West,3301900.0,4309.0,119.18017589392481
817,2020-09-21,West Midlands,988218.0,957.0,110.3621672274768
818,2020-09-21,Yorkshire and The Humber,3412648.0,3821.0,118.32216002037822
819,2020-09-28,East,5631893.0,6364.0,116.1681877775464
820,2020-09-28,East Midlands,4184641.0,5100.0,124.68921149405634
821,2020-09-28,London,1696589.0,1119.0,99.25537475613086
822,2020-09-28,North East,1100141.0,1368.0,128.8925198613245
823,2020-09-28,North West,2064528.0,2467.0,116.57645940301224
824,2020-09-28,South East,1580989.0,1805.0,109.17233128692494
825,2020-09-28,South West,3302153.0,4371.0,120.32137315362247
826,2020-09-28,West Midlands,988063.0,934.0,108.38541351588785
827,2020-09-28,Yorkshire and The Humber,3412289.0,3857.0,119.35572717488293
828,2020-10-05,East,5633016.0,6462.0,117.76165296806698
829,2020-10-05,East Midlands,4188810.0,4932.0,120.19848692829508
830,2020-10-05,London,1698502.0,1284.0,111.25447701673022
831,2020-10-05,North East,1100257.0,1222.0,115.4755167383533
832,2020-10-05,North West,2064801.0,2567.0,120.69024900660531
833,2020-10-05,South East,1581343.0,1796.0,108.96400631644592
834,2020-10-05,South West,3302589.0,4491.0,123.2663239654964
835,2020-10-05,West Midlands,988107.0,978.0,113.881226849446
836,2020-10-05,Yorkshire and The Humber,3412405.0,3798.0,117.43622121781567
837,2020-10-12,East,5634132.0,6560.0,119.69833985374538
838,2020-10-12,East Midlands,4189171.0,4988.0,121.64316641821539
839,2020-10-12,London,1699663.0,1274.0,110.10838839309673
840,2020-10-12,North East,1100383.0,1250.0,117.69328865180981
841,2020-10-12,North West,2065387.0,2512.0,118.28011299669569
842,2020-10-12,South East,1581868.0,1749.0,105.57820762709939
843,2020-10-12,South West,3303043.0,4232.0,116.26107856850346
844,2020-10-12,West Midlands,988087.0,913.0,105.22761277738493
845,2020-10-12,Yorkshire and The Humber,3412645.0,3933.0,121.54571138426253
846,2020-10-19,East,5635654.0,6473.0,118.15633012202306
847,2020-10-19,East Midlands,4189925.0,4939.0,120.48382485929801
848,2020-10-19,London,1700662.0,1245.0,108.9813456553404
849,2020-10-19,North East,1100343.0,1252.0,118.18642835972857
850,2020-10-19,North West,2067107.0,2430.0,114.41342349994129
851,2020-10-19,South East,1582119.0,1771.0,107.66619210688296
852,2020-10-19,South West,3303537.0,4295.0,117.82335735788989
853,2020-10-19,West Midlands,988127.0,908.0,104.70905724192473
854,2020-10-19,Yorkshire and The Humber,3412867.0,3891.0,120.44819411448228
855,2020-10-26,East,5637518.0,6287.0,114.72132063095238
856,2020-10-26,East Midlands,4190466.0,4761.0,116.14906821864929
857,2020-10-26,London,1701857.0,1200.0,105.9828744845531
858,2020-10-26,North East,1100408.0,1162.0,109.9416916734772
859,2020-10-26,North West,2067176.0,2299.0,108.34366701432285
860,2020-10-26,South East,1582490.0,1720.0,104.81709820170718
861,2020-10-26,South West,3304204.0,4068.0,112.10323521352389
862,2020-10-26,West Midlands,988222.0,723.0,83.51360521401276
