,date,region,respiratory_disease,population,"European Standard population rate per 100,000"
460,2019-12-23,East Midlands,5043.0,4180090.0,123.195
461,2019-12-23,London,1202.0,1680311.0,106.11999999999999
462,2019-12-23,North East,1402.0,1099196.0,131.675
463,2019-12-23,North West,2822.0,2059712.0,135.37
464,2019-12-23,South East,1628.0,1581058.0,98.96000000000001
465,2019-12-23,South West,3753.0,3282356.0,106.22500000000001
466,2019-12-23,West Midlands,1261.0,989763.0,139.85500000000002
467,2019-12-23,Yorkshire and The Humber,4070.0,3410997.0,124.19999999999999
468,2019-12-30,East,7149.0,5599177.0,129.97500000000002
469,2019-12-30,East Midlands,5794.0,4180397.0,141.68
470,2019-12-30,London,1455.0,1680622.0,126.8
471,2019-12-30,North East,1583.0,1099232.0,148.465
472,2019-12-30,North West,3220.0,2059728.0,155.04500000000002
473,2019-12-30,South East,1898.0,1580937.0,115.61000000000001
474,2019-12-30,South West,4171.0,3282846.0,118.25500000000002
475,2019-12-30,West Midlands,1306.0,989831.0,145.51
476,2019-12-30,Yorkshire and The Humber,4598.0,3411049.0,140.825
477,2020-01-06,East,7734.0,5599903.0,140.61
478,2020-01-06,East Midlands,6101.0,4180522.0,148.755
479,2020-01-06,London,1684.0,1681274.0,143.63500000000002
480,2020-01-06,North East,1676.0,1099155.0,156.48
481,2020-01-06,North West,3583.0,2059650.0,171.78500000000003
482,2020-01-06,South East,2071.0,1580940.0,126.295
483,2020-01-06,South West,4682.0,3283130.0,132.24
484,2020-01-06,West Midlands,1505.0,989916.0,168.06499999999997
485,2020-01-06,Yorkshire and The Humber,5007.0,3411176.0,153.17499999999998
486,2020-01-13,East,7283.0,5601394.0,132.59
487,2020-01-13,East Midlands,5931.0,4181232.0,144.945
488,2020-01-13,London,1615.0,1682825.0,137.93000000000004
489,2020-01-13,North East,1617.0,1099318.0,151.645
490,2020-01-13,North West,3370.0,2059891.0,161.38
491,2020-01-13,South East,1939.0,1581005.0,118.19
492,2020-01-13,South West,4476.0,3284149.0,127.015
493,2020-01-13,West Midlands,1418.0,990148.0,158.84
494,2020-01-13,Yorkshire and The Humber,4763.0,3411622.0,145.69
495,2020-01-20,East,7294.0,5603564.0,132.435
496,2020-01-20,East Midlands,5970.0,4182131.0,145.84
497,2020-01-20,London,1680.0,1683981.0,142.67
498,2020-01-20,North East,1586.0,1099470.0,148.815
499,2020-01-20,North West,3396.0,2060129.0,162.735
500,2020-01-20,South East,1996.0,1581161.0,121.58500000000001
501,2020-01-20,South West,4285.0,3284888.0,121.93
502,2020-01-20,West Midlands,1395.0,990325.0,156.805
503,2020-01-20,Yorkshire and The Humber,4776.0,3412116.0,146.13
504,2020-01-27,East,7689.0,5605350.0,139.98
505,2020-01-27,East Midlands,5980.0,4183443.0,146.07500000000002
506,2020-01-27,London,1647.0,1685554.0,139.535
507,2020-01-27,North East,1641.0,1099707.0,154.035
508,2020-01-27,North West,3373.0,2060349.0,161.74499999999998
509,2020-01-27,South East,2129.0,1581588.0,129.98
510,2020-01-27,South West,4546.0,3286009.0,129.61
511,2020-01-27,West Midlands,1512.0,990489.0,167.8
512,2020-01-27,Yorkshire and The Humber,4724.0,3412528.0,144.11999999999998
513,2020-02-03,East,7344.0,5606989.0,133.17999999999998
514,2020-02-03,East Midlands,5891.0,4184731.0,143.41500000000002
515,2020-02-03,London,1641.0,1687475.0,139.8
516,2020-02-03,North East,1611.0,1099882.0,150.63500000000002
517,2020-02-03,North West,3337.0,2060580.0,160.02499999999998
518,2020-02-03,South East,1984.0,1581908.0,121.07499999999999
519,2020-02-03,South West,4430.0,3286461.0,126.33500000000002
520,2020-02-03,West Midlands,1446.0,990632.0,160.80999999999997
521,2020-02-03,Yorkshire and The Humber,4743.0,3413192.0,144.325
522,2020-02-10,East,7395.0,5608210.0,134.37
523,2020-02-10,East Midlands,5989.0,4185414.0,146.13000000000002
524,2020-02-10,London,1567.0,1688404.0,131.505
525,2020-02-10,North East,1572.0,1099907.0,146.88
526,2020-02-10,North West,3225.0,2060825.0,154.285
527,2020-02-10,South East,1998.0,1582203.0,121.58999999999999
528,2020-02-10,South West,4401.0,3287211.0,125.20500000000003
529,2020-02-10,West Midlands,1419.0,991033.0,158.41
530,2020-02-10,Yorkshire and The Humber,4818.0,3413494.0,147.03999999999996
531,2020-02-17,East,7424.0,5609417.0,134.73000000000002
532,2020-02-17,East Midlands,5665.0,4186013.0,137.955
533,2020-02-17,London,1514.0,1689437.0,128.14
534,2020-02-17,North East,1471.0,1099981.0,137.91000000000003
535,2020-02-17,North West,3222.0,2061047.0,154.59
536,2020-02-17,South East,1928.0,1582495.0,117.74499999999998
537,2020-02-17,South West,4128.0,3287922.0,117.75
538,2020-02-17,West Midlands,1361.0,991303.0,151.84
539,2020-02-17,Yorkshire and The Humber,4624.0,3413910.0,141.325
540,2020-02-24,East,7273.0,5610820.0,132.14999999999998
541,2020-02-24,East Midlands,5955.0,4186260.0,145.21
542,2020-02-24,London,1596.0,1690583.0,136.05499999999998
543,2020-02-24,North East,1592.0,1100094.0,149.00500000000002
544,2020-02-24,North West,3330.0,2061198.0,159.715
545,2020-02-24,South East,2012.0,1582570.0,122.60000000000002
546,2020-02-24,South West,4374.0,3288681.0,124.73500000000003
547,2020-02-24,West Midlands,1404.0,991360.0,157.25
548,2020-02-24,Yorkshire and The Humber,4748.0,3414127.0,145.22
549,2020-03-02,East,7319.0,5613968.0,132.41500000000002
550,2020-03-02,East Midlands,5856.0,4186475.0,142.305
551,2020-03-02,London,1600.0,1691481.0,134.84
552,2020-03-02,North East,1553.0,1100099.0,145.445
553,2020-03-02,North West,3197.0,2061430.0,152.80999999999997
554,2020-03-02,South East,1931.0,1582879.0,117.705
555,2020-03-02,South West,4282.0,3289223.0,121.885
556,2020-03-02,West Midlands,1515.0,991332.0,168.89000000000001
557,2020-03-02,Yorkshire and The Humber,4750.0,3414396.0,144.51000000000005
558,2020-03-09,East,6744.0,5617398.0,122.405
559,2020-03-09,East Midlands,5305.0,4186797.0,129.22
560,2020-03-09,London,1351.0,1692691.0,113.84500000000001
561,2020-03-09,North East,1520.0,1100297.0,141.89000000000001
562,2020-03-09,North West,3198.0,2061636.0,153.33000000000004
563,2020-03-09,South East,1842.0,1583091.0,112.72000000000001
564,2020-03-09,South West,4170.0,3289764.0,118.495
565,2020-03-09,West Midlands,1317.0,991467.0,146.56
566,2020-03-09,Yorkshire and The Humber,4509.0,3415027.0,137.01999999999998
567,2020-03-16,East,5061.0,5618855.0,91.59500000000001
568,2020-03-16,East Midlands,4042.0,4186928.0,98.39
569,2020-03-16,London,998.0,1693478.0,86.53499999999998
570,2020-03-16,North East,1121.0,1100294.0,104.905
571,2020-03-16,North West,2433.0,2061626.0,116.61500000000001
572,2020-03-16,South East,1356.0,1583403.0,82.77
573,2020-03-16,South West,3027.0,3290229.0,86.11
574,2020-03-16,West Midlands,977.0,991359.0,110.18000000000002
575,2020-03-16,Yorkshire and The Humber,3653.0,3415288.0,111.39
576,2020-03-23,East,3986.0,5620432.0,72.335
577,2020-03-23,East Midlands,3215.0,4187291.0,78.545
578,2020-03-23,London,886.0,1693869.0,77.97000000000001
579,2020-03-23,North East,812.0,1100172.0,76.36999999999999
580,2020-03-23,North West,1815.0,2061590.0,86.99000000000001
581,2020-03-23,South East,1027.0,1583329.0,62.405
582,2020-03-23,South West,2237.0,3290829.0,63.495
583,2020-03-23,West Midlands,883.0,991252.0,100.20000000000002
584,2020-03-23,Yorkshire and The Humber,2474.0,3415420.0,75.94
585,2020-03-30,East,3979.0,5621193.0,72.35000000000001
586,2020-03-30,East Midlands,3288.0,4187375.0,80.545
587,2020-03-30,London,985.0,1693723.0,89.61
588,2020-03-30,North East,918.0,1100130.0,86.24500000000002
589,2020-03-30,North West,1835.0,2061628.0,87.76
590,2020-03-30,South East,1102.0,1583538.0,66.75999999999999
591,2020-03-30,South West,2120.0,3291201.0,59.61000000000001
592,2020-03-30,West Midlands,922.0,990986.0,105.365
593,2020-03-30,Yorkshire and The Humber,2523.0,3415450.0,77.605
594,2020-04-06,East,3615.0,5621200.0,65.785
595,2020-04-06,East Midlands,3096.0,4186969.0,75.735
596,2020-04-06,London,843.0,1693436.0,76.025
597,2020-04-06,North East,834.0,1100105.0,78.2
598,2020-04-06,North West,1665.0,2061422.0,79.32999999999998
599,2020-04-06,South East,965.0,1583456.0,58.235
600,2020-04-06,South West,2007.0,3291148.0,56.47
601,2020-04-06,West Midlands,804.0,991232.0,91.49000000000001
602,2020-04-06,Yorkshire and The Humber,2317.0,3415285.0,71.32000000000002
603,2020-04-13,East,3332.0,5620114.0,60.52
604,2020-04-13,East Midlands,2872.0,4186323.0,70.45499999999998
605,2020-04-13,London,671.0,1693337.0,59.915000000000006
606,2020-04-13,North East,779.0,1099822.0,73.31500000000001
607,2020-04-13,North West,1558.0,2060947.0,74.6
608,2020-04-13,South East,947.0,1583172.0,56.830000000000005
609,2020-04-13,South West,1935.0,3290850.0,54.48500000000001
610,2020-04-13,West Midlands,703.0,990859.0,79.74499999999999
611,2020-04-13,Yorkshire and The Humber,2285.0,3414838.0,70.55
612,2020-04-20,East,3635.0,5618792.0,66.32000000000001
613,2020-04-20,East Midlands,3035.0,4185265.0,74.43
614,2020-04-20,London,619.0,1693093.0,54.830000000000005
615,2020-04-20,North East,858.0,1099634.0,81.14999999999999
616,2020-04-20,North West,1621.0,2060436.0,78.025
617,2020-04-20,South East,1044.0,1582915.0,63.535
618,2020-04-20,South West,2149.0,3290455.0,60.61000000000001
619,2020-04-20,West Midlands,716.0,990310.0,81.215
620,2020-04-20,Yorkshire and The Humber,2443.0,3414311.0,75.495
621,2020-04-27,East,3743.0,5618959.0,68.185
622,2020-04-27,East Midlands,3215.0,4184534.0,78.69
623,2020-04-27,London,646.0,1692967.0,55.375
624,2020-04-27,North East,913.0,1099342.0,85.74000000000001
625,2020-04-27,North West,1807.0,2059966.0,86.86500000000002
626,2020-04-27,South East,1080.0,1582606.0,65.405
627,2020-04-27,South West,2237.0,3289906.0,63.14
628,2020-04-27,West Midlands,831.0,989969.0,94.405
629,2020-04-27,Yorkshire and The Humber,2522.0,3413652.0,77.875
630,2020-05-04,East,3707.0,5618779.0,67.38
631,2020-05-04,East Midlands,3157.0,4184096.0,77.09500000000001
632,2020-05-04,London,649.0,1692850.0,57.3
633,2020-05-04,North East,860.0,1099197.0,80.63
634,2020-05-04,North West,1672.0,2059683.0,80.30000000000001
635,2020-05-04,South East,1121.0,1582378.0,68.09
636,2020-05-04,South West,2212.0,3289770.0,61.855000000000004
637,2020-05-04,West Midlands,834.0,989806.0,94.555
638,2020-05-04,Yorkshire and The Humber,2434.0,3413131.0,75.00500000000001
639,2020-05-11,East,3941.0,5618482.0,71.805
640,2020-05-11,East Midlands,3300.0,4183744.0,80.65
641,2020-05-11,London,701.0,1692864.0,62.86000000000001
642,2020-05-11,North East,913.0,1098982.0,85.83500000000001
643,2020-05-11,North West,1711.0,2059536.0,82.14000000000001
644,2020-05-11,South East,1120.0,1582151.0,67.75
645,2020-05-11,South West,2392.0,3289575.0,67.41
646,2020-05-11,West Midlands,762.0,989648.0,86.59
647,2020-05-11,Yorkshire and The Humber,2518.0,3412817.0,77.86
648,2020-05-18,East,4077.0,5618990.0,74.29500000000002
649,2020-05-18,East Midlands,3419.0,4183638.0,83.685
650,2020-05-18,London,753.0,1693053.0,66.8
651,2020-05-18,North East,951.0,1098926.0,88.95
652,2020-05-18,North West,1899.0,2059406.0,91.165
653,2020-05-18,South East,1133.0,1581899.0,68.355
654,2020-05-18,South West,2426.0,3289604.0,68.36
655,2020-05-18,West Midlands,841.0,989603.0,95.41000000000001
656,2020-05-18,Yorkshire and The Humber,2566.0,3412885.0,79.12
657,2020-05-25,East,3794.0,5619072.0,69.135
658,2020-05-25,East Midlands,3159.0,4183223.0,77.33500000000001
659,2020-05-25,London,755.0,1693099.0,66.34
660,2020-05-25,North East,845.0,1098804.0,79.51
661,2020-05-25,North West,1703.0,2059325.0,81.825
662,2020-05-25,South East,1157.0,1581739.0,70.35500000000002
663,2020-05-25,South West,2423.0,3289551.0,67.785
664,2020-05-25,West Midlands,769.0,989457.0,87.93500000000002
665,2020-05-25,Yorkshire and The Humber,2484.0,3412577.0,76.555
666,2020-06-01,East,4159.0,5619719.0,75.75
667,2020-06-01,East Midlands,3508.0,4183203.0,85.55
668,2020-06-01,London,824.0,1693528.0,71.60000000000001
669,2020-06-01,North East,949.0,1098760.0,89.65500000000002
670,2020-06-01,North West,1873.0,2059371.0,89.735
671,2020-06-01,South East,1229.0,1581768.0,74.375
672,2020-06-01,South West,2654.0,3289815.0,74.51
673,2020-06-01,West Midlands,941.0,989411.0,106.255
674,2020-06-01,Yorkshire and The Humber,2689.0,3412527.0,82.83
675,2020-06-08,East,4222.0,5620348.0,76.8
676,2020-06-08,East Midlands,3618.0,4182821.0,88.33500000000001
677,2020-06-08,London,844.0,1693595.0,74.03
678,2020-06-08,North East,937.0,1098751.0,87.925
679,2020-06-08,North West,1890.0,2059494.0,90.555
680,2020-06-08,South East,1298.0,1581724.0,78.58500000000001
681,2020-06-08,South West,2677.0,3290046.0,75.04
682,2020-06-08,West Midlands,928.0,989392.0,104.42999999999999
683,2020-06-08,Yorkshire and The Humber,2699.0,3412453.0,83.14500000000001
684,2020-06-15,East,4520.0,5621070.0,82.19
685,2020-06-15,East Midlands,3747.0,4182599.0,91.32500000000002
686,2020-06-15,London,868.0,1693914.0,73.37999999999998
687,2020-06-15,North East,1017.0,1098613.0,95.615
688,2020-06-15,North West,2025.0,2059641.0,96.88500000000002
689,2020-06-15,South East,1234.0,1581542.0,74.755
690,2020-06-15,South West,2611.0,3290244.0,73.29
691,2020-06-15,West Midlands,935.0,989378.0,105.675
692,2020-06-15,Yorkshire and The Humber,2769.0,3412649.0,85.485
693,2020-06-22,East,4736.0,5621889.0,86.43500000000002
694,2020-06-22,East Midlands,3909.0,4182072.0,95.50500000000002
695,2020-06-22,London,896.0,1694204.0,78.345
696,2020-06-22,North East,1059.0,1098625.0,99.68500000000002
697,2020-06-22,North West,2157.0,2059727.0,103.76500000000001
698,2020-06-22,South East,1364.0,1581565.0,82.685
699,2020-06-22,South West,2871.0,3290435.0,80.535
700,2020-06-22,West Midlands,1075.0,989251.0,122.23499999999999
701,2020-06-22,Yorkshire and The Humber,2967.0,3412660.0,91.16499999999999
702,2020-06-29,East,4801.0,5622802.0,87.41
703,2020-06-29,East Midlands,3833.0,4180984.0,93.72
704,2020-06-29,London,917.0,1694455.0,79.91
705,2020-06-29,North East,1091.0,1098656.0,102.39
706,2020-06-29,North West,2167.0,2059915.0,104.27
707,2020-06-29,South East,1269.0,1581619.0,77.2
708,2020-06-29,South West,2852.0,3290750.0,80.57
709,2020-06-29,West Midlands,1013.0,989134.0,114.72500000000002
710,2020-06-29,Yorkshire and The Humber,2820.0,3412848.0,86.71000000000001
711,2020-07-06,East,4810.0,5624060.0,87.38000000000002
712,2020-07-06,East Midlands,3872.0,4181134.0,94.42500000000001
713,2020-07-06,London,882.0,1694742.0,75.11
714,2020-07-06,North East,1057.0,1098609.0,99.11500000000001
715,2020-07-06,North West,2140.0,2060057.0,102.835
716,2020-07-06,South East,1316.0,1581907.0,79.66000000000001
717,2020-07-06,South West,2884.0,3291223.0,80.94
718,2020-07-06,West Midlands,1067.0,989224.0,120.88999999999999
719,2020-07-06,Yorkshire and The Humber,3032.0,3412997.0,92.9
720,2020-07-13,East,4945.0,5624745.0,89.81999999999998
721,2020-07-13,East Midlands,4006.0,4180919.0,97.65
722,2020-07-13,London,951.0,1695145.0,82.20500000000001
723,2020-07-13,North East,1073.0,1098697.0,100.52499999999998
724,2020-07-13,North West,2096.0,2060208.0,100.285
725,2020-07-13,South East,1389.0,1581587.0,84.14
726,2020-07-13,South West,2875.0,3291375.0,80.915
727,2020-07-13,West Midlands,1103.0,989088.0,124.635
728,2020-07-13,Yorkshire and The Humber,3075.0,3413369.0,94.69500000000001
729,2020-07-20,East,5106.0,5625429.0,93.0
730,2020-07-20,East Midlands,3887.0,4181000.0,94.92999999999999
731,2020-07-20,London,1028.0,1695283.0,87.54500000000002
732,2020-07-20,North East,1136.0,1098723.0,106.5
733,2020-07-20,North West,2203.0,2062487.0,105.37
734,2020-07-20,South East,1421.0,1581692.0,85.83000000000001
735,2020-07-20,South West,3023.0,3291247.0,85.00000000000001
736,2020-07-20,West Midlands,1130.0,989033.0,128.295
737,2020-07-20,Yorkshire and The Humber,3172.0,3413691.0,97.75999999999999
738,2020-07-27,East,5271.0,5626483.0,95.61500000000002
739,2020-07-27,East Midlands,3946.0,4180849.0,96.46000000000001
740,2020-07-27,London,990.0,1695590.0,84.51
741,2020-07-27,North East,1127.0,1098785.0,105.52
742,2020-07-27,North West,2279.0,2062827.0,109.09
743,2020-07-27,South East,1320.0,1581732.0,80.00999999999999
744,2020-07-27,South West,2963.0,3291426.0,83.19
745,2020-07-27,West Midlands,1087.0,988873.0,122.31500000000001
746,2020-07-27,Yorkshire and The Humber,3194.0,3413966.0,98.19500000000001
747,2020-08-03,East,5100.0,5627127.0,92.46
748,2020-08-03,East Midlands,4055.0,4181139.0,98.75000000000001
749,2020-08-03,London,1009.0,1695470.0,85.14
750,2020-08-03,North East,1144.0,1098820.0,107.21000000000001
751,2020-08-03,North West,2289.0,2063047.0,109.395
752,2020-08-03,South East,1429.0,1581766.0,86.60000000000001
753,2020-08-03,South West,3007.0,3291711.0,84.45
754,2020-08-03,West Midlands,1121.0,988697.0,126.20499999999998
755,2020-08-03,Yorkshire and The Humber,3177.0,3414048.0,97.77
756,2020-08-10,East,5295.0,5627816.0,96.105
757,2020-08-10,East Midlands,4071.0,4181196.0,99.015
758,2020-08-10,London,1092.0,1695977.0,95.31500000000003
759,2020-08-10,North East,1212.0,1098840.0,113.05499999999999
760,2020-08-10,North West,2427.0,2063425.0,115.87000000000002
761,2020-08-10,South East,1514.0,1581882.0,91.82000000000001
762,2020-08-10,South West,3141.0,3292136.0,87.87499999999999
763,2020-08-10,West Midlands,1184.0,988688.0,133.675
764,2020-08-10,Yorkshire and The Humber,3195.0,3414517.0,98.15499999999999
765,2020-08-17,East,5146.0,5627994.0,93.42999999999999
766,2020-08-17,East Midlands,4260.0,4181291.0,103.86
767,2020-08-17,London,991.0,1696276.0,84.44999999999999
768,2020-08-17,North East,1229.0,1098989.0,115.025
769,2020-08-17,North West,2327.0,2063737.0,111.39499999999998
770,2020-08-17,South East,1450.0,1581642.0,88.58000000000001
771,2020-08-17,South West,3134.0,3292376.0,88.02000000000001
772,2020-08-17,West Midlands,1095.0,988516.0,123.925
773,2020-08-17,Yorkshire and The Humber,3375.0,3414895.0,103.64
774,2020-08-24,East,5192.0,5628477.0,94.28500000000001
775,2020-08-24,East Midlands,4221.0,4181290.0,102.84500000000001
776,2020-08-24,London,1043.0,1695532.0,89.36000000000001
777,2020-08-24,North East,1130.0,1099004.0,105.85499999999998
778,2020-08-24,North West,2459.0,2063892.0,117.69500000000002
779,2020-08-24,South East,1497.0,1581311.0,90.78499999999998
780,2020-08-24,South West,3139.0,3292453.0,88.50500000000001
781,2020-08-24,West Midlands,1132.0,988408.0,127.97999999999999
782,2020-08-24,Yorkshire and The Humber,3369.0,3415038.0,103.65
783,2020-08-31,East,5178.0,5630085.0,93.925
784,2020-08-31,East Midlands,4127.0,4180948.0,100.63500000000002
785,2020-08-31,London,987.0,1694562.0,84.30499999999999
786,2020-08-31,North East,1078.0,1099050.0,101.435
787,2020-08-31,North West,2292.0,2063952.0,109.23
788,2020-08-31,South East,1404.0,1580954.0,85.01
789,2020-08-31,South West,3002.0,3292538.0,84.155
790,2020-08-31,West Midlands,1080.0,988301.0,121.845
791,2020-08-31,Yorkshire and The Humber,3229.0,3415147.0,98.875
792,2020-09-07,East,5641.0,5631917.0,101.56000000000002
793,2020-09-07,East Midlands,4476.0,4181929.0,108.66
794,2020-09-07,London,1095.0,1694837.0,90.82
795,2020-09-07,North East,1356.0,1099278.0,126.24500000000002
796,2020-09-07,North West,2598.0,2064414.0,123.96
797,2020-09-07,South East,1495.0,1581124.0,90.83000000000001
798,2020-09-07,South West,3337.0,3293639.0,93.94500000000001
799,2020-09-07,West Midlands,1167.0,988269.0,130.31
800,2020-09-07,Yorkshire and The Humber,3542.0,3415653.0,108.53500000000001
801,2020-09-14,East,5796.0,5632281.0,104.435
802,2020-09-14,East Midlands,4595.0,4182460.0,111.54
803,2020-09-14,London,1173.0,1693375.0,98.95
804,2020-09-14,North East,1310.0,1099299.0,122.205
805,2020-09-14,North West,2594.0,2064590.0,123.55499999999998
806,2020-09-14,South East,1522.0,1580913.0,92.39500000000001
807,2020-09-14,South West,3560.0,3294347.0,100.64500000000002
808,2020-09-14,West Midlands,1229.0,988011.0,136.22
809,2020-09-14,Yorkshire and The Humber,3682.0,3415798.0,112.33500000000001
810,2020-09-21,East,5920.0,5632674.0,107.205
811,2020-09-21,East Midlands,4511.0,4183579.0,109.74000000000001
812,2020-09-21,London,1066.0,1694872.0,91.41499999999999
813,2020-09-21,North East,1299.0,1099373.0,121.13000000000002
814,2020-09-21,North West,2657.0,2064680.0,126.59000000000002
815,2020-09-21,South East,1607.0,1581160.0,97.67999999999999
816,2020-09-21,South West,3496.0,3295108.0,98.675
817,2020-09-21,West Midlands,1209.0,988131.0,136.50500000000002
818,2020-09-21,Yorkshire and The Humber,3847.0,3416069.0,117.74
819,2020-09-28,East,5885.0,5632622.0,106.57
820,2020-09-28,East Midlands,4781.0,4184363.0,116.33000000000003
821,2020-09-28,London,1146.0,1696354.0,96.53500000000001
822,2020-09-28,North East,1356.0,1100127.0,126.98
823,2020-09-28,North West,2721.0,2064503.0,129.63500000000002
824,2020-09-28,South East,1645.0,1580882.0,99.63499999999999
825,2020-09-28,South West,3499.0,3295346.0,98.42
826,2020-09-28,West Midlands,1195.0,987973.0,134.365
827,2020-09-28,Yorkshire and The Humber,3840.0,3415708.0,117.54499999999999
828,2020-10-05,East,5796.0,5633742.0,104.48500000000001
829,2020-10-05,East Midlands,4701.0,4188529.0,114.235
830,2020-10-05,London,1158.0,1698252.0,98.695
831,2020-10-05,North East,1356.0,1100239.0,127.22000000000001
832,2020-10-05,North West,2756.0,2064785.0,131.04500000000002
833,2020-10-05,South East,1607.0,1581236.0,97.53
834,2020-10-05,South West,3586.0,3295755.0,100.545
835,2020-10-05,West Midlands,1141.0,988013.0,129.325
836,2020-10-05,Yorkshire and The Humber,3799.0,3415817.0,116.13000000000002
837,2020-10-12,East,5952.0,5634853.0,107.54
838,2020-10-12,East Midlands,4731.0,4188887.0,114.62000000000002
839,2020-10-12,London,1201.0,1699389.0,100.95000000000002
840,2020-10-12,North East,1282.0,1100363.0,119.565
841,2020-10-12,North West,2659.0,2065369.0,126.30000000000001
842,2020-10-12,South East,1638.0,1581766.0,99.035
843,2020-10-12,South West,3534.0,3296186.0,99.26000000000002
844,2020-10-12,West Midlands,1203.0,987985.0,135.37
845,2020-10-12,Yorkshire and The Humber,3784.0,3416047.0,115.725
846,2020-10-19,East,6044.0,5636375.0,109.17000000000002
847,2020-10-19,East Midlands,4740.0,4189634.0,115.21000000000001
848,2020-10-19,London,1196.0,1700384.0,100.79
849,2020-10-19,North East,1268.0,1100318.0,118.91999999999999
850,2020-10-19,North West,2738.0,2067087.0,130.11
851,2020-10-19,South East,1653.0,1582015.0,100.28
852,2020-10-19,South West,3519.0,3296661.0,99.235
853,2020-10-19,West Midlands,1189.0,988026.0,133.98000000000002
854,2020-10-19,Yorkshire and The Humber,3846.0,3416259.0,118.02000000000001
855,2020-10-26,East,5858.0,5638233.0,105.93999999999998
856,2020-10-26,East Midlands,4475.0,4190178.0,108.765
857,2020-10-26,London,1208.0,1701577.0,103.85500000000002
858,2020-10-26,North East,1247.0,1100381.0,116.95000000000002
859,2020-10-26,North West,2575.0,2067157.0,122.60000000000002
860,2020-10-26,South East,1601.0,1582385.0,97.36
861,2020-10-26,South West,3460.0,3297297.0,97.14000000000001
862,2020-10-26,West Midlands,1017.0,988119.0,113.875
863,2020-10-26,Yorkshire and The Humber,3726.0,3416369.0,114.335
864,2020-11-02,East,5622.0,5639209.0,101.56
865,2020-11-02,East Midlands,4612.0,4191105.0,111.80000000000001
866,2020-11-02,London,1094.0,1702627.0,91.385
867,2020-11-02,North East,1252.0,1100425.0,116.69000000000001
868,2020-11-02,North West,2613.0,2067224.0,124.295
869,2020-11-02,South East,1579.0,1582587.0,95.38000000000001
870,2020-11-02,South West,3365.0,3297681.0,94.53500000000001
871,2020-11-02,West Midlands,944.0,988237.0,105.555
872,2020-11-02,Yorkshire and The Humber,3799.0,3416847.0,116.40999999999998
873,2020-11-09,East,5936.0,5640551.0,107.025
874,2020-11-09,East Midlands,4645.0,4191903.0,112.78000000000002
875,2020-11-09,London,1154.0,1703404.0,97.17
876,2020-11-09,North East,1267.0,1100513.0,118.31
877,2020-11-09,North West,2649.0,2067326.0,125.81500000000001
878,2020-11-09,South East,1613.0,1582480.0,98.26
879,2020-11-09,South West,3348.0,3298277.0,94.32000000000001
880,2020-11-09,West Midlands,972.0,988411.0,109.64500000000001
881,2020-11-09,Yorkshire and The Humber,3903.0,3417287.0,119.47000000000003
882,2020-11-16,East,5611.0,5641687.0,100.94999999999999
883,2020-11-16,East Midlands,4518.0,4192520.0,109.73499999999999
884,2020-11-16,London,1139.0,1704243.0,97.795
885,2020-11-16,North East,1161.0,1100493.0,108.7
886,2020-11-16,North West,2568.0,2067456.0,121.82000000000001
887,2020-11-16,South East,1549.0,1582845.0,94.115
888,2020-11-16,South West,3198.0,3299022.0,90.19000000000001
889,2020-11-16,West Midlands,978.0,988481.0,110.64
890,2020-11-16,Yorkshire and The Humber,3627.0,3417350.0,110.805
891,2020-11-23,East,5409.0,5642955.0,97.8
892,2020-11-23,East Midlands,4491.0,4192978.0,109.05000000000001
893,2020-11-23,London,1106.0,1704934.0,93.99499999999999
894,2020-11-23,North East,1115.0,1100493.0,104.25999999999999
895,2020-11-23,North West,2511.0,2067277.0,119.57000000000002
896,2020-11-23,South East,1471.0,1582897.0,89.02000000000001
897,2020-11-23,South West,3250.0,3299756.0,91.63000000000002
898,2020-11-23,West Midlands,933.0,988388.0,104.97
899,2020-11-23,Yorkshire and The Humber,3419.0,3417468.0,104.61999999999999
900,2020-11-30,East,4990.0,5644206.0,90.12
901,2020-11-30,East Midlands,4173.0,4193190.0,101.465
902,2020-11-30,London,1225.0,1705195.0,103.745
903,2020-11-30,North East,973.0,1100485.0,91.02
904,2020-11-30,North West,2446.0,2067292.0,116.27499999999999
905,2020-11-30,South East,1482.0,1583197.0,90.045
906,2020-11-30,South West,3002.0,3300380.0,84.69
907,2020-11-30,West Midlands,958.0,988213.0,107.67
908,2020-11-30,Yorkshire and The Humber,3381.0,3417513.0,104.05
909,2020-12-07,East,4867.0,5644414.0,87.93000000000002
910,2020-12-07,East Midlands,4023.0,4193772.0,97.49999999999999
911,2020-12-07,London,1128.0,1705736.0,94.2
912,2020-12-07,North East,1020.0,1100529.0,95.44500000000001
913,2020-12-07,North West,2336.0,2067553.0,110.755
914,2020-12-07,South East,1463.0,1583493.0,88.89
915,2020-12-07,South West,2870.0,3300836.0,80.62
916,2020-12-07,West Midlands,861.0,988234.0,97.02499999999999
917,2020-12-07,Yorkshire and The Humber,3401.0,3417767.0,104.01
918,2020-12-14,East,4320.0,5645184.0,78.14500000000001
919,2020-12-14,East Midlands,3561.0,4194412.0,86.275
920,2020-12-14,London,1181.0,1706669.0,97.91499999999999
921,2020-12-14,North East,957.0,1100409.0,89.14000000000001
922,2020-12-14,North West,2093.0,2067626.0,99.59
923,2020-12-14,South East,1273.0,1583882.0,77.405
924,2020-12-14,South West,2612.0,3301127.0,74.065
