,date,region,cancer,population,"European Standard population rate per 100,000"
461,2019-12-23,London,774.0,1680347.0,70.36
462,2019-12-23,North East,692.0,1099191.0,65.885
463,2019-12-23,North West,1432.0,2059724.0,67.665
464,2019-12-23,South East,973.0,1581127.0,59.49
465,2019-12-23,South West,2466.0,3288765.0,68.56
466,2019-12-23,West Midlands,519.0,989793.0,61.265
467,2019-12-23,Yorkshire and The Humber,2220.0,3411082.0,69.28000000000002
468,2019-12-30,East,5154.0,5599246.0,95.73
469,2019-12-30,East Midlands,3718.0,4180506.0,91.75500000000001
470,2019-12-30,London,1007.0,1680661.0,92.58000000000001
471,2019-12-30,North East,946.0,1099227.0,89.90499999999999
472,2019-12-30,North West,1910.0,2059741.0,90.37
473,2019-12-30,South East,1277.0,1581006.0,78.175
474,2019-12-30,South West,3220.0,3289260.0,89.66999999999999
475,2019-12-30,West Midlands,694.0,989861.0,82.315
476,2019-12-30,Yorkshire and The Humber,3006.0,3411140.0,94.22
477,2020-01-06,East,6354.0,5599969.0,117.54499999999999
478,2020-01-06,East Midlands,4565.0,4180631.0,112.15
479,2020-01-06,London,1352.0,1681316.0,121.61000000000001
480,2020-01-06,North East,1205.0,1099151.0,114.35000000000001
481,2020-01-06,North West,2329.0,2059663.0,110.19500000000001
482,2020-01-06,South East,1662.0,1581009.0,101.555
483,2020-01-06,South West,4147.0,3289556.0,115.21000000000001
484,2020-01-06,West Midlands,812.0,989946.0,95.89500000000001
485,2020-01-06,Yorkshire and The Humber,3609.0,3411266.0,112.75500000000001
486,2020-01-13,East,6065.0,5601463.0,112.22
487,2020-01-13,East Midlands,4368.0,4181344.0,107.485
488,2020-01-13,London,1225.0,1682869.0,109.285
489,2020-01-13,North East,1166.0,1099314.0,110.90500000000002
490,2020-01-13,North West,2289.0,2059904.0,108.23000000000002
491,2020-01-13,South East,1527.0,1581075.0,93.335
492,2020-01-13,South West,3956.0,3290588.0,109.82500000000002
493,2020-01-13,West Midlands,843.0,990179.0,99.21500000000002
494,2020-01-13,Yorkshire and The Humber,3406.0,3411713.0,106.195
495,2020-01-20,East,5984.0,5603613.0,110.9
496,2020-01-20,East Midlands,4315.0,4182244.0,106.285
497,2020-01-20,London,1259.0,1684030.0,110.69
498,2020-01-20,North East,1137.0,1099471.0,108.06
499,2020-01-20,North West,2209.0,2060136.0,104.79500000000002
500,2020-01-20,South East,1525.0,1581206.0,93.10000000000001
501,2020-01-20,South West,3899.0,3284801.0,108.89000000000001
502,2020-01-20,West Midlands,767.0,990342.0,90.81000000000002
503,2020-01-20,Yorkshire and The Humber,3448.0,3412211.0,107.68999999999998
504,2020-01-27,East,5953.0,5605400.0,110.16000000000001
505,2020-01-27,East Midlands,4434.0,4183561.0,109.27
506,2020-01-27,London,1259.0,1685606.0,111.49
507,2020-01-27,North East,1162.0,1099708.0,110.11999999999999
508,2020-01-27,North West,2226.0,2060356.0,105.575
509,2020-01-27,South East,1533.0,1581634.0,93.945
510,2020-01-27,South West,4004.0,3285922.0,111.32500000000002
511,2020-01-27,West Midlands,783.0,990506.0,92.335
512,2020-01-27,Yorkshire and The Humber,3472.0,3412635.0,108.405
513,2020-02-03,East,5956.0,5607040.0,110.19
514,2020-02-03,East Midlands,4391.0,4184854.0,107.84500000000001
515,2020-02-03,London,1295.0,1687526.0,117.56000000000002
516,2020-02-03,North East,1093.0,1099882.0,103.22999999999999
517,2020-02-03,North West,2221.0,2060588.0,104.66499999999999
518,2020-02-03,South East,1588.0,1581954.0,97.23000000000002
519,2020-02-03,South West,3776.0,3286377.0,104.76
520,2020-02-03,West Midlands,766.0,990649.0,89.845
521,2020-02-03,Yorkshire and The Humber,3495.0,3413302.0,108.80499999999999
522,2020-02-10,East,5974.0,5608262.0,110.455
523,2020-02-10,East Midlands,4449.0,4185536.0,109.44
524,2020-02-10,London,1219.0,1688457.0,108.35499999999999
525,2020-02-10,North East,1146.0,1099908.0,108.67
526,2020-02-10,North West,2342.0,2060832.0,110.6
527,2020-02-10,South East,1505.0,1582250.0,92.08999999999999
528,2020-02-10,South West,3732.0,3287128.0,103.60000000000001
529,2020-02-10,West Midlands,783.0,991050.0,91.83000000000003
530,2020-02-10,Yorkshire and The Humber,3539.0,3413605.0,109.955
531,2020-02-17,East,5844.0,5609470.0,107.82000000000002
532,2020-02-17,East Midlands,4289.0,4186134.0,105.41499999999999
533,2020-02-17,London,1283.0,1689496.0,113.395
534,2020-02-17,North East,1133.0,1099983.0,107.62
535,2020-02-17,North West,2169.0,2061053.0,102.455
536,2020-02-17,South East,1514.0,1582542.0,92.95
537,2020-02-17,South West,3486.0,3287841.0,97.34500000000001
538,2020-02-17,West Midlands,733.0,991319.0,86.685
539,2020-02-17,Yorkshire and The Humber,3399.0,3414025.0,105.955
540,2020-02-24,East,5795.0,5610875.0,107.35000000000001
541,2020-02-24,East Midlands,4423.0,4186383.0,108.82000000000001
542,2020-02-24,London,1253.0,1690642.0,113.22000000000001
543,2020-02-24,North East,1184.0,1100096.0,112.36500000000002
544,2020-02-24,North West,2218.0,2061204.0,104.74
545,2020-02-24,South East,1480.0,1582618.0,90.875
546,2020-02-24,South West,3753.0,3288600.0,104.115
547,2020-02-24,West Midlands,815.0,991375.0,95.60000000000001
548,2020-02-24,Yorkshire and The Humber,3434.0,3414244.0,106.84000000000002
549,2020-03-02,East,5975.0,5614026.0,110.19500000000002
550,2020-03-02,East Midlands,4340.0,4186598.0,106.46499999999999
551,2020-03-02,London,1236.0,1691540.0,110.63000000000001
552,2020-03-02,North East,1152.0,1100100.0,108.68000000000002
553,2020-03-02,North West,2305.0,2061435.0,108.755
554,2020-03-02,South East,1537.0,1582929.0,93.295
555,2020-03-02,South West,3822.0,3289143.0,106.22000000000001
556,2020-03-02,West Midlands,797.0,991348.0,93.96000000000001
557,2020-03-02,Yorkshire and The Humber,3500.0,3414515.0,108.845
558,2020-03-09,East,5783.0,5617456.0,106.67000000000002
559,2020-03-09,East Midlands,4318.0,4186921.0,105.85000000000001
560,2020-03-09,London,1157.0,1692753.0,102.50500000000001
561,2020-03-09,North East,1188.0,1100298.0,113.15500000000002
562,2020-03-09,North West,2295.0,2061641.0,108.38
563,2020-03-09,South East,1505.0,1583141.0,91.56000000000002
564,2020-03-09,South West,3703.0,3289684.0,102.775
565,2020-03-09,West Midlands,763.0,991483.0,90.38499999999999
566,2020-03-09,Yorkshire and The Humber,3344.0,3415150.0,104.06
567,2020-03-16,East,4806.0,5618939.0,88.78
568,2020-03-16,East Midlands,3695.0,4187055.0,90.675
569,2020-03-16,London,871.0,1693552.0,77.58
570,2020-03-16,North East,959.0,1100292.0,90.88499999999999
571,2020-03-16,North West,1995.0,2061635.0,94.10499999999999
572,2020-03-16,South East,1290.0,1583479.0,79.27
573,2020-03-16,South West,3110.0,3296748.0,86.405
574,2020-03-16,West Midlands,632.0,991391.0,73.94
575,2020-03-16,Yorkshire and The Humber,2987.0,3415416.0,92.93
576,2020-03-23,East,3681.0,5620516.0,67.86000000000001
577,2020-03-23,East Midlands,2965.0,4187419.0,72.78
578,2020-03-23,London,638.0,1693945.0,57.14999999999999
579,2020-03-23,North East,658.0,1100170.0,62.45
580,2020-03-23,North West,1457.0,2061599.0,68.8
581,2020-03-23,South East,914.0,1583405.0,56.400000000000006
582,2020-03-23,South West,2387.0,3297359.0,66.535
583,2020-03-23,West Midlands,489.0,991285.0,57.30499999999999
584,2020-03-23,Yorkshire and The Humber,2336.0,3415552.0,72.73
585,2020-03-30,East,3409.0,5621279.0,62.97500000000001
586,2020-03-30,East Midlands,2569.0,4187502.0,63.25500000000001
587,2020-03-30,London,603.0,1693797.0,52.615
588,2020-03-30,North East,602.0,1100129.0,56.905
589,2020-03-30,North West,1323.0,2061641.0,62.57000000000001
590,2020-03-30,South East,822.0,1583613.0,50.36499999999999
591,2020-03-30,South West,2096.0,3297733.0,58.34
592,2020-03-30,West Midlands,428.0,991018.0,49.93000000000001
593,2020-03-30,Yorkshire and The Humber,2081.0,3415587.0,64.58000000000001
594,2020-04-06,East,2863.0,5621280.0,52.755
595,2020-04-06,East Midlands,2290.0,4187098.0,56.3
596,2020-04-06,London,521.0,1693510.0,44.61
597,2020-04-06,North East,498.0,1100104.0,47.08500000000001
598,2020-04-06,North West,1215.0,2061435.0,57.265
599,2020-04-06,South East,707.0,1583532.0,43.26500000000001
600,2020-04-06,South West,1808.0,3297698.0,50.305
601,2020-04-06,West Midlands,406.0,991264.0,47.395
602,2020-04-06,Yorkshire and The Humber,1834.0,3415424.0,56.775000000000006
603,2020-04-13,East,2934.0,5620196.0,54.17999999999999
604,2020-04-13,East Midlands,2276.0,4186453.0,55.745000000000005
605,2020-04-13,London,508.0,1693412.0,44.56
606,2020-04-13,North East,506.0,1099821.0,47.849999999999994
607,2020-04-13,North West,1193.0,2060959.0,56.14
608,2020-04-13,South East,733.0,1583248.0,44.9
609,2020-04-13,South West,1825.0,3297406.0,50.955000000000005
610,2020-04-13,West Midlands,402.0,990891.0,47.225
611,2020-04-13,Yorkshire and The Humber,1863.0,3414977.0,57.825
612,2020-04-20,East,3320.0,5618875.0,61.21
613,2020-04-20,East Midlands,2561.0,4185396.0,62.825
614,2020-04-20,London,549.0,1693169.0,46.940000000000005
615,2020-04-20,North East,603.0,1099633.0,57.41500000000001
616,2020-04-20,North West,1225.0,2060449.0,57.82500000000001
617,2020-04-20,South East,787.0,1582992.0,48.09
618,2020-04-20,South West,2074.0,3297018.0,58.010000000000005
619,2020-04-20,West Midlands,413.0,990343.0,48.11000000000001
620,2020-04-20,Yorkshire and The Humber,1981.0,3414454.0,61.555
621,2020-04-27,East,3363.0,5619043.0,62.120000000000005
622,2020-04-27,East Midlands,2600.0,4184666.0,63.93
623,2020-04-27,London,601.0,1693043.0,52.10000000000001
624,2020-04-27,North East,571.0,1099342.0,54.050000000000004
625,2020-04-27,North West,1313.0,2059979.0,62.16
626,2020-04-27,South East,824.0,1582683.0,50.23500000000001
627,2020-04-27,South West,2202.0,3296472.0,61.504999999999995
628,2020-04-27,West Midlands,451.0,990003.0,52.675000000000004
629,2020-04-27,Yorkshire and The Humber,2003.0,3413798.0,62.295
630,2020-05-04,East,3236.0,5618864.0,59.67
631,2020-05-04,East Midlands,2537.0,4184231.0,62.355000000000004
632,2020-05-04,London,580.0,1692927.0,51.315000000000005
633,2020-05-04,North East,585.0,1099199.0,55.14500000000001
634,2020-05-04,North West,1286.0,2059696.0,60.75500000000001
635,2020-05-04,South East,830.0,1582455.0,50.725000000000016
636,2020-05-04,South West,2198.0,3296340.0,60.75
637,2020-05-04,West Midlands,469.0,989840.0,55.33500000000001
638,2020-05-04,Yorkshire and The Humber,1958.0,3413278.0,60.730000000000004
639,2020-05-11,East,3747.0,5618567.0,69.06
640,2020-05-11,East Midlands,2932.0,4183883.0,71.795
641,2020-05-11,London,688.0,1692941.0,59.86500000000001
642,2020-05-11,North East,641.0,1098984.0,60.63500000000002
643,2020-05-11,North West,1405.0,2059549.0,66.485
644,2020-05-11,South East,913.0,1582230.0,55.68
645,2020-05-11,South West,2414.0,3296145.0,67.17500000000001
646,2020-05-11,West Midlands,455.0,989683.0,53.17
647,2020-05-11,Yorkshire and The Humber,2135.0,3412965.0,66.295
648,2020-05-18,East,3737.0,5619079.0,68.79500000000002
649,2020-05-18,East Midlands,2939.0,4183779.0,72.23500000000001
650,2020-05-18,London,707.0,1693132.0,62.29
651,2020-05-18,North East,649.0,1098928.0,61.544999999999995
652,2020-05-18,North West,1450.0,2059417.0,68.91999999999999
653,2020-05-18,South East,879.0,1581979.0,53.74499999999999
654,2020-05-18,South West,2533.0,3296178.0,70.195
655,2020-05-18,West Midlands,460.0,989638.0,53.760000000000005
656,2020-05-18,Yorkshire and The Humber,2238.0,3413035.0,69.49
657,2020-05-25,East,3538.0,5619162.0,65.39999999999999
658,2020-05-25,East Midlands,2740.0,4183364.0,67.17500000000001
659,2020-05-25,London,676.0,1693178.0,59.105000000000004
660,2020-05-25,North East,619.0,1098806.0,58.635000000000005
661,2020-05-25,North West,1364.0,2059335.0,64.57000000000001
662,2020-05-25,South East,920.0,1581819.0,56.26499999999999
663,2020-05-25,South West,2314.0,3296133.0,64.07000000000001
664,2020-05-25,West Midlands,476.0,989492.0,55.68000000000001
665,2020-05-25,Yorkshire and The Humber,2060.0,3412727.0,64.035
666,2020-06-01,East,4107.0,5619814.0,75.71
667,2020-06-01,East Midlands,3126.0,4183344.0,76.52
668,2020-06-01,London,740.0,1693607.0,63.605000000000004
669,2020-06-01,North East,731.0,1098763.0,69.34
670,2020-06-01,North West,1579.0,2059381.0,74.565
671,2020-06-01,South East,1034.0,1581850.0,63.33500000000001
672,2020-06-01,South West,2716.0,3296409.0,74.88499999999999
673,2020-06-01,West Midlands,519.0,989447.0,60.225
674,2020-06-01,Yorkshire and The Humber,2346.0,3412678.0,72.90499999999999
675,2020-06-08,East,4118.0,5620443.0,75.745
676,2020-06-08,East Midlands,3048.0,4182964.0,74.73
677,2020-06-08,London,788.0,1693675.0,68.485
678,2020-06-08,North East,745.0,1098754.0,70.49000000000001
679,2020-06-08,North West,1566.0,2059503.0,74.03499999999998
680,2020-06-08,South East,1044.0,1581806.0,63.40500000000001
681,2020-06-08,South West,2762.0,3296652.0,76.78500000000001
682,2020-06-08,West Midlands,522.0,989428.0,61.589999999999996
683,2020-06-08,Yorkshire and The Humber,2304.0,3412608.0,71.47
684,2020-06-15,East,4230.0,5621136.0,77.97500000000002
685,2020-06-15,East Midlands,3118.0,4182738.0,76.305
686,2020-06-15,London,812.0,1693981.0,70.90500000000002
687,2020-06-15,North East,778.0,1098614.0,73.58000000000001
688,2020-06-15,North West,1645.0,2059645.0,77.80000000000001
689,2020-06-15,South East,1012.0,1581599.0,61.714999999999996
690,2020-06-15,South West,2769.0,3290181.0,76.615
691,2020-06-15,West Midlands,567.0,989398.0,66.45500000000001
692,2020-06-15,Yorkshire and The Humber,2310.0,3412795.0,71.92000000000002
693,2020-06-22,East,4425.0,5621956.0,81.685
694,2020-06-22,East Midlands,3311.0,4182211.0,81.19000000000003
695,2020-06-22,London,869.0,1694269.0,75.41
696,2020-06-22,North East,787.0,1098626.0,74.885
697,2020-06-22,North West,1692.0,2059731.0,79.815
698,2020-06-22,South East,1154.0,1581623.0,70.3
699,2020-06-22,South West,2890.0,3290373.0,80.195
700,2020-06-22,West Midlands,571.0,989273.0,66.77499999999999
701,2020-06-22,Yorkshire and The Humber,2517.0,3412808.0,78.16
702,2020-06-29,East,4435.0,5622870.0,81.855
703,2020-06-29,East Midlands,3250.0,4181126.0,79.685
704,2020-06-29,London,889.0,1694520.0,77.19500000000002
705,2020-06-29,North East,787.0,1098657.0,74.365
706,2020-06-29,North West,1728.0,2059918.0,81.86
707,2020-06-29,South East,1117.0,1581676.0,68.36000000000001
708,2020-06-29,South West,2960.0,3290688.0,82.12500000000003
709,2020-06-29,West Midlands,561.0,989157.0,65.46500000000002
710,2020-06-29,Yorkshire and The Humber,2499.0,3412997.0,77.47
711,2020-07-06,East,4409.0,5624129.0,81.08000000000001
712,2020-07-06,East Midlands,3204.0,4181278.0,78.605
713,2020-07-06,London,849.0,1694808.0,74.70500000000001
714,2020-07-06,North East,807.0,1098610.0,76.41
715,2020-07-06,North West,1737.0,2060061.0,81.84499999999998
716,2020-07-06,South East,1154.0,1581962.0,70.10999999999999
717,2020-07-06,South West,2906.0,3291160.0,80.28999999999999
718,2020-07-06,West Midlands,592.0,989250.0,69.73000000000002
719,2020-07-06,Yorkshire and The Humber,2494.0,3413147.0,77.33500000000001
720,2020-07-13,East,4605.0,5624815.0,84.66999999999999
721,2020-07-13,East Midlands,3383.0,4181066.0,82.79499999999999
722,2020-07-13,London,890.0,1695211.0,78.455
723,2020-07-13,North East,829.0,1098698.0,78.665
724,2020-07-13,North West,1750.0,2060213.0,82.38
725,2020-07-13,South East,1230.0,1581643.0,74.87500000000001
726,2020-07-13,South West,3054.0,3291313.0,84.35
727,2020-07-13,West Midlands,624.0,989115.0,72.57
728,2020-07-13,Yorkshire and The Humber,2644.0,3413519.0,82.27999999999999
729,2020-07-20,East,4618.0,5625498.0,85.21
730,2020-07-20,East Midlands,3353.0,4181147.0,82.29499999999999
731,2020-07-20,London,934.0,1695350.0,81.84
732,2020-07-20,North East,854.0,1098724.0,80.48000000000002
733,2020-07-20,North West,1708.0,2062490.0,80.86
734,2020-07-20,South East,1181.0,1581755.0,71.85
735,2020-07-20,South West,2969.0,3291185.0,81.82000000000001
736,2020-07-20,West Midlands,593.0,989060.0,69.88000000000001
737,2020-07-20,Yorkshire and The Humber,2631.0,3413842.0,81.7
738,2020-07-27,East,4731.0,5626552.0,87.11
739,2020-07-27,East Midlands,3322.0,4181000.0,81.475
740,2020-07-27,London,919.0,1695657.0,80.705
741,2020-07-27,North East,860.0,1098786.0,81.58999999999999
742,2020-07-27,North West,1734.0,2062830.0,81.825
743,2020-07-27,South East,1155.0,1581798.0,70.27500000000002
744,2020-07-27,South West,2937.0,3291367.0,81.53999999999999
745,2020-07-27,West Midlands,619.0,988900.0,72.30999999999999
746,2020-07-27,Yorkshire and The Humber,2681.0,3414120.0,83.275
747,2020-08-03,East,4703.0,5627197.0,86.17
748,2020-08-03,East Midlands,3499.0,4181291.0,85.60499999999999
749,2020-08-03,London,925.0,1695534.0,81.765
750,2020-08-03,North East,891.0,1098822.0,84.31500000000001
751,2020-08-03,North West,1760.0,2063048.0,82.57000000000001
752,2020-08-03,South East,1239.0,1581834.0,75.17
753,2020-08-03,South West,2959.0,3291654.0,81.67999999999999
754,2020-08-03,West Midlands,609.0,988724.0,70.83
755,2020-08-03,Yorkshire and The Humber,2609.0,3414203.0,80.73
756,2020-08-10,East,4736.0,5627925.0,86.98500000000001
757,2020-08-10,East Midlands,3544.0,4181352.0,86.85
758,2020-08-10,London,920.0,1696059.0,81.85499999999999
759,2020-08-10,North East,852.0,1098845.0,80.585
760,2020-08-10,North West,1798.0,2063433.0,84.49999999999999
761,2020-08-10,South East,1175.0,1581979.0,71.55
762,2020-08-10,South West,3101.0,3298816.0,85.53
763,2020-08-10,West Midlands,651.0,988734.0,76.11
764,2020-08-10,Yorkshire and The Humber,2628.0,3414686.0,81.565
765,2020-08-17,East,4747.0,5628105.0,87.2
766,2020-08-17,East Midlands,3610.0,4181443.0,88.375
767,2020-08-17,London,907.0,1696354.0,79.46500000000002
768,2020-08-17,North East,902.0,1098996.0,85.09
769,2020-08-17,North West,1832.0,2063745.0,86.0
770,2020-08-17,South East,1261.0,1581742.0,76.97999999999999
771,2020-08-17,South West,3215.0,3299063.0,88.695
772,2020-08-17,West Midlands,619.0,988562.0,72.195
773,2020-08-17,Yorkshire and The Humber,2817.0,3415067.0,87.44999999999999
774,2020-08-24,East,4811.0,5628592.0,88.50500000000001
775,2020-08-24,East Midlands,3678.0,4181448.0,89.89
776,2020-08-24,London,966.0,1695605.0,85.35
777,2020-08-24,North East,908.0,1099010.0,85.985
778,2020-08-24,North West,1819.0,2063902.0,85.575
779,2020-08-24,South East,1299.0,1581412.0,79.2
780,2020-08-24,South West,3194.0,3299147.0,88.14000000000001
781,2020-08-24,West Midlands,655.0,988454.0,77.185
782,2020-08-24,Yorkshire and The Humber,2817.0,3415217.0,87.39
783,2020-08-31,East,4550.0,5630205.0,83.53000000000002
784,2020-08-31,East Midlands,3429.0,4181111.0,84.11
785,2020-08-31,London,893.0,1694625.0,79.735
786,2020-08-31,North East,806.0,1099056.0,76.515
787,2020-08-31,North West,1763.0,2063960.0,82.66499999999999
788,2020-08-31,South East,1132.0,1581053.0,68.775
789,2020-08-31,South West,2877.0,3299238.0,79.39500000000001
790,2020-08-31,West Midlands,580.0,988347.0,68.2
791,2020-08-31,Yorkshire and The Humber,2553.0,3415327.0,79.11500000000001
792,2020-09-07,East,4937.0,5632037.0,90.49000000000001
793,2020-09-07,East Midlands,3789.0,4182091.0,92.385
794,2020-09-07,London,1002.0,1694893.0,87.12999999999998
795,2020-09-07,North East,938.0,1099286.0,88.605
796,2020-09-07,North West,1835.0,2064422.0,86.06
797,2020-09-07,South East,1313.0,1581222.0,79.70499999999998
798,2020-09-07,South West,3285.0,3300350.0,90.655
799,2020-09-07,West Midlands,664.0,988314.0,77.84
800,2020-09-07,Yorkshire and The Humber,2803.0,3415841.0,86.96500000000002
801,2020-09-14,East,5048.0,5632397.0,92.47000000000001
802,2020-09-14,East Midlands,3866.0,4182624.0,94.56
803,2020-09-14,London,1018.0,1693422.0,88.85
804,2020-09-14,North East,964.0,1099309.0,91.095
805,2020-09-14,North West,1831.0,2064598.0,86.08500000000001
806,2020-09-14,South East,1320.0,1581010.0,80.17999999999999
807,2020-09-14,South West,3225.0,3301079.0,88.825
808,2020-09-14,West Midlands,638.0,988057.0,75.14
809,2020-09-14,Yorkshire and The Humber,2815.0,3415990.0,87.18500000000002
810,2020-09-21,East,5178.0,5632792.0,95.065
811,2020-09-21,East Midlands,3785.0,4183738.0,92.72
812,2020-09-21,London,958.0,1694913.0,82.29499999999999
813,2020-09-21,North East,934.0,1099384.0,88.37
814,2020-09-21,North West,1925.0,2064692.0,90.545
815,2020-09-21,South East,1316.0,1581257.0,79.89
816,2020-09-21,South West,3324.0,3301859.0,91.40000000000002
817,2020-09-21,West Midlands,625.0,988179.0,73.58500000000001
818,2020-09-21,Yorkshire and The Humber,2925.0,3416272.0,90.71499999999999
819,2020-09-28,East,5187.0,5632734.0,95.19000000000003
820,2020-09-28,East Midlands,3940.0,4184520.0,96.34000000000002
821,2020-09-28,London,995.0,1696393.0,87.12
822,2020-09-28,North East,969.0,1100141.0,91.185
823,2020-09-28,North West,1886.0,2064514.0,88.75000000000001
824,2020-09-28,South East,1331.0,1580978.0,80.695
825,2020-09-28,South West,3297.0,3302109.0,90.935
826,2020-09-28,West Midlands,616.0,988021.0,72.50000000000001
827,2020-09-28,Yorkshire and The Humber,2882.0,3415909.0,89.33
828,2020-10-05,East,5254.0,5633851.0,96.01999999999998
829,2020-10-05,East Midlands,3845.0,4188686.0,93.8
830,2020-10-05,London,1070.0,1698302.0,93.58500000000001
831,2020-10-05,North East,901.0,1100256.0,85.16000000000003
832,2020-10-05,North West,1953.0,2064788.0,91.585
833,2020-10-05,South East,1350.0,1581332.0,81.855
834,2020-10-05,South West,3477.0,3302543.0,95.19000000000001
835,2020-10-05,West Midlands,627.0,988064.0,73.67999999999999
836,2020-10-05,Yorkshire and The Humber,2895.0,3416022.0,89.63500000000002
837,2020-10-12,East,5285.0,5634966.0,96.95499999999998
838,2020-10-12,East Midlands,3939.0,4189047.0,96.24500000000002
839,2020-10-12,London,1065.0,1699437.0,91.575
840,2020-10-12,North East,927.0,1100382.0,87.455
841,2020-10-12,North West,1969.0,2065372.0,92.375
842,2020-10-12,South East,1381.0,1581858.0,83.72
843,2020-10-12,South West,3282.0,3302995.0,90.105
844,2020-10-12,West Midlands,585.0,988040.0,68.405
845,2020-10-12,Yorkshire and The Humber,3016.0,3416252.0,93.495
846,2020-10-19,East,5287.0,5636488.0,96.895
847,2020-10-19,East Midlands,3914.0,4189800.0,95.65500000000002
848,2020-10-19,London,1068.0,1700428.0,92.75
849,2020-10-19,North East,962.0,1100341.0,90.69000000000001
850,2020-10-19,North West,1942.0,2067092.0,91.14
851,2020-10-19,South East,1350.0,1582108.0,81.97000000000001
852,2020-10-19,South West,3366.0,3303490.0,92.24499999999999
853,2020-10-19,West Midlands,641.0,988081.0,75.21000000000001
854,2020-10-19,Yorkshire and The Humber,2985.0,3416469.0,92.47500000000001
855,2020-10-26,East,5253.0,5638350.0,96.19500000000001
856,2020-10-26,East Midlands,3817.0,4190343.0,93.17
857,2020-10-26,London,1060.0,1701617.0,93.5
858,2020-10-26,North East,900.0,1100405.0,85.07499999999999
859,2020-10-26,North West,1833.0,2067158.0,86.09499999999998
860,2020-10-26,South East,1361.0,1582481.0,82.83000000000001
861,2020-10-26,South West,3280.0,3304154.0,90.075
862,2020-10-26,West Midlands,514.0,988175.0,60.53
863,2020-10-26,Yorkshire and The Humber,2825.0,3416582.0,87.485
864,2020-11-02,East,5319.0,5639340.0,97.32
865,2020-11-02,East Midlands,3933.0,4191267.0,95.67
866,2020-11-02,London,1085.0,1702665.0,93.205
867,2020-11-02,North East,958.0,1100451.0,90.305
868,2020-11-02,North West,1889.0,2067226.0,88.20000000000002
869,2020-11-02,South East,1402.0,1582689.0,84.94
870,2020-11-02,South West,3294.0,3304550.0,90.48500000000001
871,2020-11-02,West Midlands,525.0,988296.0,61.325
872,2020-11-02,Yorkshire and The Humber,2947.0,3417067.0,91.145
873,2020-11-09,East,5258.0,5640632.0,96.45
874,2020-11-09,East Midlands,3876.0,4192070.0,94.54
875,2020-11-09,London,1114.0,1703412.0,95.755
876,2020-11-09,North East,982.0,1100533.0,92.97
877,2020-11-09,North West,1942.0,2067316.0,90.97
878,2020-11-09,South East,1410.0,1582563.0,85.97500000000001
879,2020-11-09,South West,3394.0,3298322.0,93.355
880,2020-11-09,West Midlands,506.0,988451.0,58.64000000000001
881,2020-11-09,Yorkshire and The Humber,2904.0,3417489.0,89.74499999999999
882,2020-11-16,East,5200.0,5641769.0,94.985
883,2020-11-16,East Midlands,3806.0,4192687.0,92.765
884,2020-11-16,London,1037.0,1704257.0,90.825
885,2020-11-16,North East,958.0,1100518.0,90.145
886,2020-11-16,North West,1960.0,2067434.0,91.74
887,2020-11-16,South East,1381.0,1582927.0,84.185
888,2020-11-16,South West,3254.0,3299078.0,89.26500000000001
889,2020-11-16,West Midlands,538.0,988522.0,63.005
890,2020-11-16,Yorkshire and The Humber,2793.0,3417547.0,86.385
891,2020-11-23,East,5136.0,5643044.0,94.19
892,2020-11-23,East Midlands,3874.0,4193148.0,94.40499999999999
893,2020-11-23,London,1104.0,1704949.0,96.31500000000003
894,2020-11-23,North East,909.0,1100520.0,85.66499999999999
895,2020-11-23,North West,1885.0,2067249.0,88.26500000000001
896,2020-11-23,South East,1363.0,1582986.0,82.835
897,2020-11-23,South West,3291.0,3299824.0,90.425
898,2020-11-23,West Midlands,494.0,988433.0,57.94000000000001
899,2020-11-23,Yorkshire and The Humber,2874.0,3417690.0,88.86500000000001
900,2020-11-30,East,4825.0,5644290.0,88.44
901,2020-11-30,East Midlands,3650.0,4193363.0,89.005
902,2020-11-30,London,1066.0,1705203.0,93.28499999999998
903,2020-11-30,North East,908.0,1100516.0,85.91499999999999
904,2020-11-30,North West,1770.0,2067261.0,82.805
905,2020-11-30,South East,1328.0,1583295.0,80.44
906,2020-11-30,South West,3178.0,3300453.0,87.51499999999999
907,2020-11-30,West Midlands,572.0,988264.0,66.97
908,2020-11-30,Yorkshire and The Humber,2872.0,3417740.0,89.015
909,2020-12-07,East,4694.0,5644496.0,85.795
910,2020-12-07,East Midlands,3647.0,4193945.0,88.71000000000001
911,2020-12-07,London,1061.0,1705735.0,92.515
912,2020-12-07,North East,862.0,1100564.0,81.205
913,2020-12-07,North West,1771.0,2067525.0,82.64999999999999
914,2020-12-07,South East,1345.0,1583592.0,81.9
915,2020-12-07,South West,3037.0,3300918.0,83.58999999999999
916,2020-12-07,West Midlands,600.0,988288.0,70.75
917,2020-12-07,Yorkshire and The Humber,2893.0,3418014.0,89.55000000000001
918,2020-12-14,East,4418.0,5645271.0,80.72
919,2020-12-14,East Midlands,3493.0,4194580.0,84.9
920,2020-12-14,London,1085.0,1706669.0,93.81499999999998
921,2020-12-14,North East,850.0,1100446.0,79.75500000000001
922,2020-12-14,North West,1732.0,2067592.0,81.00500000000001
923,2020-12-14,South East,1274.0,1583984.0,77.72
924,2020-12-14,South West,2917.0,3301213.0,80.33500000000001
925,2020-12-14,West Midlands,542.0,988169.0,63.665000000000006
926,2020-12-14,Yorkshire and The Humber,2745.0,3418178.0,84.935
